k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0798811316490173, 0.1697626858949661, 0.0076471362262964, 0.4022648930549622, -0.0754127874970436, -0.001277256757021, -0.0005771989235654, -0.0532212071120739, -0.1716371178627014, -0.4345829486846924, 0.3289691507816315, 0.2110833674669266, -0.0160505678504705, -0.1461291909217834, 0.0939741805195808, 0.5108557939529419, 0.0165547765791416, 0.0418044738471508, 0.0028238429222256, 0.1963275820016861, -0.0864802896976471, 0.278159111738205]| 14.2019891738891602|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
     156|[-278.1580885127187, -212.6076081013307, 17.974466162733734, 231.9806946516037, -12.647670365869999, -130.98638095334172, 30.358205609372817, 50.500250685960054, -116.46582060493529, -71.14780016988516, -28.308183953166008, -54.150060173124075, 122.21550295315683, -80.63086577504873, -21.252077631652355, -0.313959825783968, -31.726993184536695, 8.441412638872862, 44.53413431183435, 30.167323265224695, -28.56360687687993, 0.2116172751411796]| 11.4030008316040039|     64.00000000|[9361, 624, 0, 156]                                                        | | GPS sucess | actual_k=4
     157|[-294.6133306697011, -210.93508031126112, 15.476873236708343, 245.26474368572235, -4.149658776819706, -157.75317515805364, 23.185500435880385, 52.82564293220639, -117.70794444717467, -56.929430685937405, -44.85624723136425, -23.245057579129934, 142.1509029623121, -93.45113822072744, -34.1144080683589, -3.1186365969479084, -26.54490051791072, 13.610804747790098, 40.12336294190027, 31.23208526149392, -18.158813137561083, -15.13552971277386]| 11.3630895614624023|    128.00000000|[9421, 628, 0, 157]                                                        | | GPS sucess | actual_k=4
     158|[-322.7719190791249, -209.52132000681013, 55.02628882508725, 260.8065308332443, -15.144466020166874, -172.4578098244965, 49.95171289925929, 102.11840950325131, -128.37056880630553, -55.5932377204299, -24.816623970866203, -45.933921333402395, 165.40425417385995, -94.53119619935751, -32.079734377563, -35.15293835476041, -66.66767654940486, -50.95215301588178, 46.86473028198816, 2.2760000564157963, -35.60973896458745, -16.219037250615656]| 11.3163871765136719|    256.00000000|[9481, 632, 0, 158]                                                        | | GPS sucess | actual_k=4
     159|[-322.7719190791249, -209.52132000681013, 55.02628882508725, 260.8065308332443, -15.144466020166874, -172.4578098244965, 49.95171289925929, 102.11840950325131, -128.37056880630553, -55.5932377204299, -24.816623970866203, -45.933921333402395, 165.40425417385995, -94.53119619935751, -32.079734377563, -35.15293835476041, -66.66767654940486, -50.95215301588178, 46.86473028198816, 2.2760000564157963, -35.60973896458745, -16.219037250615656]| 11.3163871765136719|    128.00000000|[9541, 636, 0, 159]                                                        |  | used linear model with 65 points | actual_k=4
     160|[-322.7719190791249, -209.52132000681013, 55.02628882508725, 260.8065308332443, -15.144466020166874, -172.4578098244965, 49.95171289925929, 102.11840950325131, -128.37056880630553, -55.5932377204299, -24.816623970866203, -45.933921333402395, 165.40425417385995, -94.53119619935751, -32.079734377563, -35.15293835476041, -66.66767654940486, -50.95215301588178, 46.86473028198816, 2.2760000564157963, -35.60973896458745, -16.219037250615656]| 11.3163871765136719|     64.00000000|[9601, 640, 0, 160]                                                        |  | used linear model with 65 points | actual_k=4
     161|[-336.3067730143666, -206.70424380060285, 40.99202330689877, 273.5075043439865, -44.42018661648035, -188.4411844201386, 54.522456936887465, 86.40142189338803, -127.8117483202368, -45.20235999673605, -41.29488782584667, -30.108492370694876, 167.75632331334054, -104.18395670503378, -47.35590033978224, -40.57849406078458, -40.21339760348201, -62.4387557990849, 33.83977930084802, -6.0461148880422115, -27.330443043261766, -19.962791399098933]| 11.2766094207763672|    128.00000000|[9661, 644, 0, 161]                                                        | | GPS sucess | actual_k=4
     162|[-336.3067730143666, -206.70424380060285, 40.99202330689877, 273.5075043439865, -44.42018661648035, -188.4411844201386, 54.522456936887465, 86.40142189338803, -127.8117483202368, -45.20235999673605, -41.29488782584667, -30.108492370694876, 167.75632331334054, -104.18395670503378, -47.35590033978224, -40.57849406078458, -40.21339760348201, -62.4387557990849, 33.83977930084802, -6.0461148880422115, -27.330443043261766, -19.962791399098933]| 11.2766094207763672|     64.00000000|[9721, 648, 0, 162]                                                        |  | used linear model with 65 points | actual_k=4
     163|[-348.19520265609026, -203.7079247450456, 76.19668181519955, 276.16659009456635, -49.887895204126835, -191.89830412343144, 41.947521977475844, 93.38974844291806, -140.80077629722655, -46.743435345590115, -42.48424522578716, -17.838557716459036, 163.56391665898263, -100.14066084474325, -52.606713347136974, -72.73055933788419, -41.653735380619764, -74.75836258009076, 29.71789543167688, -27.50547882542014, -24.24331821873784, -19.23321803007275]| 11.2608194351196289|    128.00000000|[9781, 652, 0, 163]                                                        | | GPS sucess | actual_k=4
     164|[-348.19520265609026, -203.7079247450456, 76.19668181519955, 276.16659009456635, -49.887895204126835, -191.89830412343144, 41.947521977475844, 93.38974844291806, -140.80077629722655, -46.743435345590115, -42.48424522578716, -17.838557716459036, 163.56391665898263, -100.14066084474325, -52.606713347136974, -72.73055933788419, -41.653735380619764, -74.75836258009076, 29.71789543167688, -27.50547882542014, -24.24331821873784, -19.23321803007275]| 11.2608194351196289|     64.00000000|[9841, 656, 0, 164]                                                        |  | used linear model with 65 points | actual_k=4
     165|[-363.6825445368886, -218.6881951307878, 99.33913786988705, 285.1461156606674, -21.26983032375574, -204.47107424214482, 37.28488569741603, 92.31074177101254, -129.21869927085936, -55.29392572492361, -34.26648609340191, -12.549869533628225, 173.3458275552839, -114.21294268220663, -41.2892447039485, -75.97391079738736, -37.393919210880995, -91.68042068555951, 41.6244258119259, -41.19617744907737, -46.68727459385991, -19.782932297326624]| 11.2439889907836914|    128.00000000|[9901, 660, 0, 165]                                                        | | GPS sucess | actual_k=4
     166|[-363.6825445368886, -218.6881951307878, 99.33913786988705, 285.1461156606674, -21.26983032375574, -204.47107424214482, 37.28488569741603, 92.31074177101254, -129.21869927085936, -55.29392572492361, -34.26648609340191, -12.549869533628225, 173.3458275552839, -114.21294268220663, -41.2892447039485, -75.97391079738736, -37.393919210880995, -91.68042068555951, 41.6244258119259, -41.19617744907737, -46.68727459385991, -19.782932297326624]| 11.2439889907836914|     64.00000000|[9961, 664, 0, 166]                                                        |  | used linear model with 65 points | actual_k=4
     167|[-365.83970529586077, -211.5641397451982, 129.17721922975034, 281.6541882753372, -32.361639596521854, -201.07209314778447, 32.45612364297267, 75.0257342942059, -118.0397756639868, -59.2618190869689, -43.88694278895855, -19.816393848508596, 185.7209372278303, -125.96186216920614, -40.54623084515333, -60.65923737362027, -65.8105051331222, -89.52511506155133, 51.251604004064575, -23.30575081333518, -29.954862255603075, -33.30556108150631]| 11.2051248550415039|    128.00000000|[10021, 668, 0, 167]                                                       | | GPS sucess | actual_k=4
     168|[-365.83970529586077, -211.5641397451982, 129.17721922975034, 281.6541882753372, -32.361639596521854, -201.07209314778447, 32.45612364297267, 75.0257342942059, -118.0397756639868, -59.2618190869689, -43.88694278895855, -19.816393848508596, 185.7209372278303, -125.96186216920614, -40.54623084515333, -60.65923737362027, -65.8105051331222, -89.52511506155133, 51.251604004064575, -23.30575081333518, -29.954862255603075, -33.30556108150631]| 11.2051248550415039|     64.00000000|[10081, 672, 0, 168]                                                       |  | used linear model with 65 points | actual_k=4
     169|[-382.1063774302602, -211.87618359085172, 116.44762690644711, 296.5866719484329, -52.56210384517908, -197.13335909321904, 27.9874189425027, 104.32271229103208, -113.24595146812499, -59.72108977288008, -29.42655746638775, -22.342561718076468, 196.88540408574045, -138.07872255891562, -48.810945086181164, -77.50988434627652, -66.85171399638057, -101.37300019338727, 41.81415073410608, -7.195994343608618, -35.29580797627568, -49.110603348352015]| 11.1736888885498047|    128.00000000|[10141, 676, 0, 169]                                                       | | GPS sucess | actual_k=4
     170|[-382.1063774302602, -211.87618359085172, 116.44762690644711, 296.5866719484329, -52.56210384517908, -197.13335909321904, 27.9874189425027, 104.32271229103208, -113.24595146812499, -59.72108977288008, -29.42655746638775, -22.342561718076468, 196.88540408574045, -138.07872255891562, -48.810945086181164, -77.50988434627652, -66.85171399638057, -101.37300019338727, 41.81415073410608, -7.195994343608618, -35.29580797627568, -49.110603348352015]| 11.1736888885498047|     64.00000000|[10201, 680, 0, 170]                                                       |  | used linear model with 65 points | actual_k=4
     171|[-382.1063774302602, -211.87618359085172, 116.44762690644711, 296.5866719484329, -52.56210384517908, -197.13335909321904, 27.9874189425027, 104.32271229103208, -113.24595146812499, -59.72108977288008, -29.42655746638775, -22.342561718076468, 196.88540408574045, -138.07872255891562, -48.810945086181164, -77.50988434627652, -66.85171399638057, -101.37300019338727, 41.81415073410608, -7.195994343608618, -35.29580797627568, -49.110603348352015]| 11.1736888885498047|     32.00000000|[10261, 684, 0, 171]                                                       |  | used linear model with 65 points | actual_k=4
     172|[-387.8326705172658, -215.63381799217314, 109.94337685685605, 302.37643921375275, -46.37580309063196, -200.280010599643, 30.119869523099624, 114.45084415748715, -111.33381825126708, -72.11043398827314, -33.17038457095623, -13.30951976403594, 194.19133636914194, -141.9054513797164, -54.70328240841627, -69.16429280117154, -64.27488050982356, -100.52492724731565, 41.59536292986013, -9.856554713100195, -20.36952032521367, -50.09283520374447]| 11.1604223251342773|     64.00000000|[10321, 688, 0, 172]                                                       | | GPS sucess | actual_k=4
     173|[-387.8326705172658, -215.63381799217314, 109.94337685685605, 302.37643921375275, -46.37580309063196, -200.280010599643, 30.119869523099624, 114.45084415748715, -111.33381825126708, -72.11043398827314, -33.17038457095623, -13.30951976403594, 194.19133636914194, -141.9054513797164, -54.70328240841627, -69.16429280117154, -64.27488050982356, -100.52492724731565, 41.59536292986013, -9.856554713100195, -20.36952032521367, -50.09283520374447]| 11.1604223251342773|     32.00000000|[10381, 692, 0, 173]                                                       |  | used linear model with 65 points | actual_k=4
     174|[-387.8326705172658, -215.63381799217314, 109.94337685685605, 302.37643921375275, -46.37580309063196, -200.280010599643, 30.119869523099624, 114.45084415748715, -111.33381825126708, -72.11043398827314, -33.17038457095623, -13.30951976403594, 194.19133636914194, -141.9054513797164, -54.70328240841627, -69.16429280117154, -64.27488050982356, -100.52492724731565, 41.59536292986013, -9.856554713100195, -20.36952032521367, -50.09283520374447]| 11.1604223251342773|     16.00000000|[10441, 696, 0, 174]                                                       |  | used linear model with 65 points | actual_k=4
     175|[-387.8326705172658, -215.63381799217314, 109.94337685685605, 302.37643921375275, -46.37580309063196, -200.280010599643, 30.119869523099624, 114.45084415748715, -111.33381825126708, -72.11043398827314, -33.17038457095623, -13.30951976403594, 194.19133636914194, -141.9054513797164, -54.70328240841627, -69.16429280117154, -64.27488050982356, -100.52492724731565, 41.59536292986013, -9.856554713100195, -20.36952032521367, -50.09283520374447]| 11.1604223251342773|      8.00000000|[10501, 700, 0, 175]                                                       |  | used linear model with 65 points | actual_k=4
     176|[-389.745008893311, -219.23065694328398, 111.32024677377194, 303.77195823192596, -49.43776235729456, -199.81070281937718, 29.886392988613807, 113.31970344856381, -111.29611013270915, -73.12594216316938, -32.69944189488888, -12.908906247466803, 192.6506485696882, -142.50892051309347, -54.89905133098364, -71.18674491718411, -61.54434238001704, -99.07262884452939, 41.52858289168216, -6.6695301197469234, -18.468217868357897, -49.43329669628292]| 11.1585054397583008|     16.00000000|[10561, 704, 0, 176]                                                       | | GPS sucess | actual_k=4
     177|[-389.05870062857866, -218.24060716386884, 116.36129053216428, 302.37619602680206, -54.0132709518075, -201.84527637436986, 36.71294585650321, 115.49995004013181, -107.67761419154704, -72.39509468525648, -36.693416103720665, -11.834262873977423, 197.03651187382638, -143.12249197810888, -52.910378597676754, -75.8773891814053, -60.349018197506666, -95.55170236900449, 45.708893141010776, -3.314556088298559, -20.821640510112047, -52.901777998544276]| 11.1561956405639648|     32.00000000|[10621, 708, 0, 177]                                                       | | GPS sucess | actual_k=4
     178|[-400.0642424300313, -208.14546670671552, 112.61508734803647, 310.8593627214432, -59.369953729212284, -207.4066429324448, 44.47526780550834, 104.77270280197263, -110.74696038104594, -71.1574202105403, -35.43293617665768, -0.6360225938260555, 189.27098081074655, -141.84961476176977, -46.148566864430904, -70.2609979994595, -57.089752059429884, -90.84116159752011, 50.13116057799198, -7.8388604782521725, -16.018755931407213, -59.35334946308285]| 11.1472930908203125|     64.00000000|[10681, 712, 0, 178]                                                       | | GPS sucess | actual_k=4
     179|[-400.0642424300313, -208.14546670671552, 112.61508734803647, 310.8593627214432, -59.369953729212284, -207.4066429324448, 44.47526780550834, 104.77270280197263, -110.74696038104594, -71.1574202105403, -35.43293617665768, -0.6360225938260555, 189.27098081074655, -141.84961476176977, -46.148566864430904, -70.2609979994595, -57.089752059429884, -90.84116159752011, 50.13116057799198, -7.8388604782521725, -16.018755931407213, -59.35334946308285]| 11.1472930908203125|     32.00000000|[10741, 716, 0, 179]                                                       |  | used linear model with 65 points | actual_k=4
     180|[-400.0642424300313, -208.14546670671552, 112.61508734803647, 310.8593627214432, -59.369953729212284, -207.4066429324448, 44.47526780550834, 104.77270280197263, -110.74696038104594, -71.1574202105403, -35.43293617665768, -0.6360225938260555, 189.27098081074655, -141.84961476176977, -46.148566864430904, -70.2609979994595, -57.089752059429884, -90.84116159752011, 50.13116057799198, -7.8388604782521725, -16.018755931407213, -59.35334946308285]| 11.1472930908203125|     16.00000000|[10801, 720, 0, 180]                                                       |  | used linear model with 65 points | actual_k=4
     181|[-400.0642424300313, -208.14546670671552, 112.61508734803647, 310.8593627214432, -59.369953729212284, -207.4066429324448, 44.47526780550834, 104.77270280197263, -110.74696038104594, -71.1574202105403, -35.43293617665768, -0.6360225938260555, 189.27098081074655, -141.84961476176977, -46.148566864430904, -70.2609979994595, -57.089752059429884, -90.84116159752011, 50.13116057799198, -7.8388604782521725, -16.018755931407213, -59.35334946308285]| 11.1472930908203125|      8.00000000|[10861, 724, 0, 181]                                                       |  | used linear model with 65 points | actual_k=4
     182|[-401.0035387352109, -207.97609055694193, 111.02561088185757, 311.9659045934677, -61.459728576242924, -208.63375868275762, 42.414599575451575, 107.82791386917233, -109.50044117309153, -70.6803360208869, -32.11710523068905, 1.9502010084688663, 189.72607356868684, -142.21643453091383, -45.798485063016415, -69.3034819252789, -59.32584510371089, -91.6668339855969, 51.610095938900486, -10.05213400349021, -14.952463526278734, -59.07610394153744]| 11.1402492523193359|     16.00000000|[10921, 728, 0, 182]                                                       | | GPS sucess | actual_k=4
     183|[-401.0035387352109, -207.97609055694193, 111.02561088185757, 311.9659045934677, -61.459728576242924, -208.63375868275762, 42.414599575451575, 107.82791386917233, -109.50044117309153, -70.6803360208869, -32.11710523068905, 1.9502010084688663, 189.72607356868684, -142.21643453091383, -45.798485063016415, -69.3034819252789, -59.32584510371089, -91.6668339855969, 51.610095938900486, -10.05213400349021, -14.952463526278734, -59.07610394153744]| 11.1402492523193359|      8.00000000|[10981, 732, 0, 183]                                                       |  | used linear model with 65 points | actual_k=4
     184|[-401.0035387352109, -207.97609055694193, 111.02561088185757, 311.9659045934677, -61.459728576242924, -208.63375868275762, 42.414599575451575, 107.82791386917233, -109.50044117309153, -70.6803360208869, -32.11710523068905, 1.9502010084688663, 189.72607356868684, -142.21643453091383, -45.798485063016415, -69.3034819252789, -59.32584510371089, -91.6668339855969, 51.610095938900486, -10.05213400349021, -14.952463526278734, -59.07610394153744]| 11.1402492523193359|      4.00000000|[11041, 736, 0, 184]                                                       |  | used linear model with 65 points | actual_k=4
     185|[-401.9739722684026, -207.6281720167026, 110.75959225278348, 312.7687882781029, -61.83416325598955, -208.67823007330298, 41.66970876639243, 108.05392006412148, -111.1526324544102, -71.74733581393957, -33.16365586221218, 3.446928832679987, 189.91720356605947, -141.54986434429884, -46.47043468803167, -68.91547547653317, -60.34680209681392, -90.85195170715451, 52.83489485667087, -9.602167006582022, -14.796393293887377, -57.91523732338101]| 11.1383371353149414|      8.00000000|[11101, 740, 0, 185]                                                       | | GPS sucess | actual_k=4
     186|[-401.9739722684026, -207.6281720167026, 110.75959225278348, 312.7687882781029, -61.83416325598955, -208.67823007330298, 41.66970876639243, 108.05392006412148, -111.1526324544102, -71.74733581393957, -33.16365586221218, 3.446928832679987, 189.91720356605947, -141.54986434429884, -46.47043468803167, -68.91547547653317, -60.34680209681392, -90.85195170715451, 52.83489485667087, -9.602167006582022, -14.796393293887377, -57.91523732338101]| 11.1383371353149414|      4.00000000|[11161, 744, 0, 186]                                                       |  | used linear model with 65 points | actual_k=4
     187|[-403.11620385199785, -207.7233841260895, 109.60327394586056, 313.85319060087204, -62.003364600241184, -206.70626213774085, 42.23424432461616, 109.55184045806527, -111.05021356977522, -71.58315835148096, -32.30931656062603, 3.6687480993568897, 189.23169740103185, -141.708012111485, -46.26068737357855, -68.513085026294, -59.57108620926738, -89.42315553501248, 53.14001499698497, -9.33827268704772, -15.508435029536486, -58.026298821903765]| 11.1365699768066406|      8.00000000|[11221, 748, 0, 187]                                                       | | GPS sucess | actual_k=4
     188|[-404.34830410033464, -208.32799099292606, 114.42536886315793, 314.0374307334423, -62.00378064744291, -206.59208496287465, 40.960587241104804, 111.916658077389, -113.6447339002043, -71.4469582810998, -33.11290119588375, 1.4390952177345753, 189.07013083063066, -141.9962799027562, -46.83783271163702, -69.13333799317479, -60.318792801350355, -90.04385595396161, 50.43918096111156, -6.983433838933706, -16.11697532609105, -59.37243515346199]| 11.1331243515014648|     16.00000000|[11281, 752, 0, 188]                                                       | | GPS sucess | actual_k=4
     189|[-404.34830410033464, -208.32799099292606, 114.42536886315793, 314.0374307334423, -62.00378064744291, -206.59208496287465, 40.960587241104804, 111.916658077389, -113.6447339002043, -71.4469582810998, -33.11290119588375, 1.4390952177345753, 189.07013083063066, -141.9962799027562, -46.83783271163702, -69.13333799317479, -60.318792801350355, -90.04385595396161, 50.43918096111156, -6.983433838933706, -16.11697532609105, -59.37243515346199]| 11.1331243515014648|      8.00000000|[11341, 756, 0, 189]                                                       |  | used linear model with 65 points | actual_k=4
     190|[-404.34830410033464, -208.32799099292606, 114.42536886315793, 314.0374307334423, -62.00378064744291, -206.59208496287465, 40.960587241104804, 111.916658077389, -113.6447339002043, -71.4469582810998, -33.11290119588375, 1.4390952177345753, 189.07013083063066, -141.9962799027562, -46.83783271163702, -69.13333799317479, -60.318792801350355, -90.04385595396161, 50.43918096111156, -6.983433838933706, -16.11697532609105, -59.37243515346199]| 11.1331243515014648|      4.00000000|[11401, 760, 0, 190]                                                       |  | used linear model with 65 points | actual_k=4
     191|[-405.2979515865445, -208.50738920178264, 115.05895819049329, 314.64274594187737, -63.29089419476804, -207.04133408144116, 40.64834422653075, 111.9049602439627, -115.31454765237868, -70.89629874378443, -32.9941745698452, 0.41849060729146, 190.186725622043, -142.09205009043217, -45.36734404414892, -69.26621254161, -58.74740145727992, -90.06811082176864, 50.6744651554618, -6.8267329297959805, -15.814991045743227, -59.65650811884552]| 11.1321544647216797|      8.00000000|[11461, 764, 0, 191]                                                       | | GPS sucess | actual_k=4
     192|[-406.5908988788724, -208.79887224640697, 111.15082730632275, 316.3577308356762, -61.766586109326454, -206.21643774583936, 41.10543585603591, 112.01554727461189, -114.64185064472258, -70.97755052894354, -29.535331577062607, 0.5656465329229832, 188.02345681749284, -139.73349334299564, -43.3691491112113, -67.57028873637319, -58.41471714898944, -89.79897483997047, 49.11349234567024, -7.096545752137899, -13.004016686230898, -59.15914696548134]| 11.1299037933349609|     16.00000000|[11521, 768, 0, 192]                                                       | | GPS sucess | actual_k=4
     193|[-409.76731837540865, -211.15182568039745, 112.07408221345395, 318.8123447597027, -59.75196079842863, -204.78781573846936, 36.95106507127639, 113.7103850832209, -117.97501533664763, -67.62673475593328, -28.770913928747177, -1.7947808466851711, 183.23138118349016, -139.118729069829, -41.53282871097326, -72.00251014903188, -62.9337605945766, -96.4990647714585, 49.45989209995605, -3.3167727552354336, -13.621217835694551, -61.37589806411415]| 11.1239356994628906|     32.00000000|[11581, 772, 0, 193]                                                       | | GPS sucess | actual_k=4
     194|[-409.76731837540865, -211.15182568039745, 112.07408221345395, 318.8123447597027, -59.75196079842863, -204.78781573846936, 36.95106507127639, 113.7103850832209, -117.97501533664763, -67.62673475593328, -28.770913928747177, -1.7947808466851711, 183.23138118349016, -139.118729069829, -41.53282871097326, -72.00251014903188, -62.9337605945766, -96.4990647714585, 49.45989209995605, -3.3167727552354336, -13.621217835694551, -61.37589806411415]| 11.1239356994628906|     16.00000000|[11641, 776, 0, 194]                                                       |  | used linear model with 65 points | actual_k=4
     195|[-410.4884643033147, -214.0271833082661, 107.02017481904477, 320.48264917731285, -60.857958360837074, -213.2187611348927, 42.39741040056106, 109.54863572027534, -118.41123520769179, -69.00677766650915, -26.41148290038109, -2.831488963216543, 181.5035426672548, -135.63307662308216, -43.75226631015539, -74.2626851387322, -60.860765885561705, -97.01211198978126, 46.76141697750427, -0.6908455453813076, -16.86632739380002, -66.96470040176064]| 11.1201820373535156|     32.00000000|[11701, 780, 0, 195]                                                       | | GPS sucess | actual_k=4
     196|[-410.4884643033147, -214.0271833082661, 107.02017481904477, 320.48264917731285, -60.857958360837074, -213.2187611348927, 42.39741040056106, 109.54863572027534, -118.41123520769179, -69.00677766650915, -26.41148290038109, -2.831488963216543, 181.5035426672548, -135.63307662308216, -43.75226631015539, -74.2626851387322, -60.860765885561705, -97.01211198978126, 46.76141697750427, -0.6908455453813076, -16.86632739380002, -66.96470040176064]| 11.1201820373535156|     16.00000000|[11761, 784, 0, 196]                                                       |  | used linear model with 65 points | actual_k=4
     197|[-411.2355043962598, -220.7218191763386, 111.48017724137753, 320.7656829357147, -64.7148733579379, -214.35229628160596, 44.25547815149184, 103.98101591970772, -120.77815377153456, -71.87310113757849, -28.181065052747726, -5.803492184728384, 180.0127722080797, -140.87755055725574, -47.889683149755, -77.11206563189626, -63.473815869539976, -99.98045238666236, 48.18933851108886, -1.1722255013883114, -17.071106288582087, -72.20231264922768]| 11.1140909194946289|     32.00000000|[11821, 788, 0, 197]                                                       | | GPS sucess | actual_k=4
     198|[-411.2355043962598, -220.7218191763386, 111.48017724137753, 320.7656829357147, -64.7148733579379, -214.35229628160596, 44.25547815149184, 103.98101591970772, -120.77815377153456, -71.87310113757849, -28.181065052747726, -5.803492184728384, 180.0127722080797, -140.87755055725574, -47.889683149755, -77.11206563189626, -63.473815869539976, -99.98045238666236, 48.18933851108886, -1.1722255013883114, -17.071106288582087, -72.20231264922768]| 11.1140909194946289|     16.00000000|[11881, 792, 0, 198]                                                       |  | used linear model with 65 points | actual_k=4
     199|[-412.11266804486513, -221.2257975479588, 115.01440485101193, 320.8277239687741, -62.43775539033231, -214.24922505393624, 47.130010851076804, 104.5693652620539, -119.55679571069777, -68.0937539562583, -22.720483273267746, -4.90406721457839, 183.2252134140581, -145.1330089122057, -46.41267838329077, -79.76305325701833, -71.93092722818255, -95.4478934686631, 44.97660500393249, -6.649858023971319, -17.474823508411646, -69.12047547195107]| 11.1131839752197266|     32.00000000|[11941, 796, 0, 199]                                                       | | GPS sucess | actual_k=4
     200|[-412.11266804486513, -221.2257975479588, 115.01440485101193, 320.8277239687741, -62.43775539033231, -214.24922505393624, 47.130010851076804, 104.5693652620539, -119.55679571069777, -68.0937539562583, -22.720483273267746, -4.90406721457839, 183.2252134140581, -145.1330089122057, -46.41267838329077, -79.76305325701833, -71.93092722818255, -95.4478934686631, 44.97660500393249, -6.649858023971319, -17.474823508411646, -69.12047547195107]| 11.1131839752197266|     16.00000000|[12001, 800, 0, 200]                                                       |  | used linear model with 65 points | actual_k=4
     201|[-412.5808352306485, -223.61919559445232, 116.27824159245938, 321.3223709054291, -58.57634024255094, -212.20595613494515, 44.54057741945144, 108.16129159834236, -123.43865668214858, -73.26322617381811, -21.317179650068283, -5.32300990447402, 186.4220923241228, -144.1744187027216, -51.66770996898413, -73.32608302310109, -76.2849077694118, -98.89595135860145, 45.358918404439464, -5.931875552982092, -20.022228989750147, -74.08228129241616]| 11.1126594543457031|     32.00000000|[12061, 804, 0, 201]                                                       | | GPS sucess | actual_k=4
     202|[-412.5808352306485, -223.61919559445232, 116.27824159245938, 321.3223709054291, -58.57634024255094, -212.20595613494515, 44.54057741945144, 108.16129159834236, -123.43865668214858, -73.26322617381811, -21.317179650068283, -5.32300990447402, 186.4220923241228, -144.1744187027216, -51.66770996898413, -73.32608302310109, -76.2849077694118, -98.89595135860145, 45.358918404439464, -5.931875552982092, -20.022228989750147, -74.08228129241616]| 11.1126594543457031|     16.00000000|[12121, 808, 0, 202]                                                       |  | used linear model with 65 points | actual_k=4
     203|[-412.5808352306485, -223.61919559445232, 116.27824159245938, 321.3223709054291, -58.57634024255094, -212.20595613494515, 44.54057741945144, 108.16129159834236, -123.43865668214858, -73.26322617381811, -21.317179650068283, -5.32300990447402, 186.4220923241228, -144.1744187027216, -51.66770996898413, -73.32608302310109, -76.2849077694118, -98.89595135860145, 45.358918404439464, -5.931875552982092, -20.022228989750147, -74.08228129241616]| 11.1126594543457031|      8.00000000|[12181, 812, 0, 203]                                                       |  | used linear model with 65 points | actual_k=4
     204|[-410.8949018791318, -224.34719039406627, 116.88397498708218, 319.83357836678624, -59.90093617074308, -207.64709344878793, 46.48047853296157, 107.53875189926475, -123.38697808794677, -71.52280869334936, -20.823975414037704, -5.634180780500174, 186.50543921999633, -145.52436532080173, -51.74284255504608, -74.24128236249089, -74.94472987577319, -100.06775089912117, 46.86777839646675, -3.7105213068425655, -18.90147641673684, -72.6808211216703]| 11.1118440628051758|     16.00000000|[12241, 816, 0, 204]                                                       | | GPS sucess | actual_k=4
     205|[-410.8949018791318, -224.34719039406627, 116.88397498708218, 319.83357836678624, -59.90093617074308, -207.64709344878793, 46.48047853296157, 107.53875189926475, -123.38697808794677, -71.52280869334936, -20.823975414037704, -5.634180780500174, 186.50543921999633, -145.52436532080173, -51.74284255504608, -74.24128236249089, -74.94472987577319, -100.06775089912117, 46.86777839646675, -3.7105213068425655, -18.90147641673684, -72.6808211216703]| 11.1118440628051758|      8.00000000|[12301, 820, 0, 205]                                                       |  | used linear model with 65 points | actual_k=4
     206|[-412.79397750645876, -224.09449966158718, 115.89346464257687, 321.45919217541814, -59.462190940306755, -207.74778267368674, 46.40995249187108, 108.2459588041529, -123.49125423841178, -74.42700996249914, -24.551670879125595, -4.1414718590676785, 186.16787805967033, -145.47282847762108, -50.92227339744568, -74.95467736199498, -72.27353484556079, -98.76677045039833, 46.46976492390968, -6.324543561786413, -15.576314006000757, -72.68058967063553]| 11.1086912155151367|     16.00000000|[12361, 824, 0, 206]                                                       | | GPS sucess | actual_k=4
     207|[-412.79397750645876, -224.09449966158718, 115.89346464257687, 321.45919217541814, -59.462190940306755, -207.74778267368674, 46.40995249187108, 108.2459588041529, -123.49125423841178, -74.42700996249914, -24.551670879125595, -4.1414718590676785, 186.16787805967033, -145.47282847762108, -50.92227339744568, -74.95467736199498, -72.27353484556079, -98.76677045039833, 46.46976492390968, -6.324543561786413, -15.576314006000757, -72.68058967063553]| 11.1086912155151367|      8.00000000|[12421, 828, 0, 207]                                                       |  | used linear model with 65 points | actual_k=4
