k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.166834756731987, 0.157649353146553, -0.2823886871337891, 0.3805079162120819, -0.1505714952945709, 0.1168291643261909, -0.275102436542511, -0.0063561266288161, -0.1015815734863281, -0.1157577559351921, -0.1703028529882431, 0.2026741802692413, 0.1128134354948997, -0.1968705058097839, 0.1834356784820557, -0.4231224358081818, -0.0279195439070463, 0.3752683103084564, -0.014877749606967, 0.0421353541314602, -0.133919894695282, -0.2724983394145966]| 14.2095594406127930|      2.00000000|[61, 4, 0, 1]                                                              | | GPS sucess | actual_k=4
     156|[-229.74192339926958, -117.0675597935915, 68.8498120084405, 179.19474155455828, 46.789204306784086, 6.077934041619301, -14.518411957193166, 72.90013297647238, -124.55755005031824, -8.023715004324913, 94.4951752233319, 14.214669281849638, 9.53542086906964, -44.55077484622598, -72.6794696378056, -100.71670795837417, -48.56919158808887, -93.56786137027666, -7.019945753738284, 16.393374038860202, -51.406115017831326, 84.30949790403247]| 11.5427455902099609|     64.00000000|[9361, 624, 0, 156]                                                        | | GPS sucess | actual_k=4
     157|[-229.74192339926958, -117.0675597935915, 68.8498120084405, 179.19474155455828, 46.789204306784086, 6.077934041619301, -14.518411957193166, 72.90013297647238, -124.55755005031824, -8.023715004324913, 94.4951752233319, 14.214669281849638, 9.53542086906964, -44.55077484622598, -72.6794696378056, -100.71670795837417, -48.56919158808887, -93.56786137027666, -7.019945753738284, 16.393374038860202, -51.406115017831326, 84.30949790403247]| 11.5427455902099609|     32.00000000|[9421, 628, 0, 157]                                                        |  | used linear model with 65 points | actual_k=4
     158|[-232.74388391524553, -125.07725293934345, 71.6701860204339, 181.36062867194414, 40.89771337050479, 10.11577869951725, 0.5214602123014629, 77.74228652566671, -132.3971363082528, -4.072552666068077, 96.55183825967833, 16.23884373367764, 2.7397360546165146, -50.100524220615625, -77.85495143407024, -96.19061161438003, -44.15529598109424, -81.7366111795418, 1.359300957992673, 12.077322078868747, -44.27008815854788, 80.83143837377429]| 11.5279979705810547|     64.00000000|[9481, 632, 0, 158]                                                        | | GPS sucess | actual_k=4
     159|[-232.74388391524553, -125.07725293934345, 71.6701860204339, 181.36062867194414, 40.89771337050479, 10.11577869951725, 0.5214602123014629, 77.74228652566671, -132.3971363082528, -4.072552666068077, 96.55183825967833, 16.23884373367764, 2.7397360546165146, -50.100524220615625, -77.85495143407024, -96.19061161438003, -44.15529598109424, -81.7366111795418, 1.359300957992673, 12.077322078868747, -44.27008815854788, 80.83143837377429]| 11.5279979705810547|     32.00000000|[9541, 636, 0, 159]                                                        |  | used linear model with 65 points | actual_k=4
     160|[-241.42350656539202, -131.92786319553852, 74.69281551986933, 188.2425790503621, 28.74640149611514, 7.972357049584389, 12.179533637594432, 83.06442531198263, -115.71931228786707, -0.2887308448553085, 94.35106525896117, 8.206769759068266, 3.1737801773124374, -50.508813444525, -73.91002684109844, -96.06915371725336, -50.73344005458057, -85.91363268299028, 2.827768074348569, 20.08205802552402, -43.13437386602163, 84.39428479596972]| 11.5036773681640625|     64.00000000|[9601, 640, 0, 160]                                                        | | GPS sucess | actual_k=4
     161|[-241.42350656539202, -131.92786319553852, 74.69281551986933, 188.2425790503621, 28.74640149611514, 7.972357049584389, 12.179533637594432, 83.06442531198263, -115.71931228786707, -0.2887308448553085, 94.35106525896117, 8.206769759068266, 3.1737801773124374, -50.508813444525, -73.91002684109844, -96.06915371725336, -50.73344005458057, -85.91363268299028, 2.827768074348569, 20.08205802552402, -43.13437386602163, 84.39428479596972]| 11.5036773681640625|     32.00000000|[9661, 644, 0, 161]                                                        |  | used linear model with 65 points | actual_k=4
     162|[-241.42350656539202, -131.92786319553852, 74.69281551986933, 188.2425790503621, 28.74640149611514, 7.972357049584389, 12.179533637594432, 83.06442531198263, -115.71931228786707, -0.2887308448553085, 94.35106525896117, 8.206769759068266, 3.1737801773124374, -50.508813444525, -73.91002684109844, -96.06915371725336, -50.73344005458057, -85.91363268299028, 2.827768074348569, 20.08205802552402, -43.13437386602163, 84.39428479596972]| 11.5036773681640625|     16.00000000|[9721, 648, 0, 162]                                                        |  | used linear model with 65 points | actual_k=4
     163|[-241.42350656539202, -131.92786319553852, 74.69281551986933, 188.2425790503621, 28.74640149611514, 7.972357049584389, 12.179533637594432, 83.06442531198263, -115.71931228786707, -0.2887308448553085, 94.35106525896117, 8.206769759068266, 3.1737801773124374, -50.508813444525, -73.91002684109844, -96.06915371725336, -50.73344005458057, -85.91363268299028, 2.827768074348569, 20.08205802552402, -43.13437386602163, 84.39428479596972]| 11.5036773681640625|      8.00000000|[9781, 652, 0, 163]                                                        |  | used linear model with 65 points | actual_k=4
     164|[-243.8028910830617, -131.24510295689106, 74.04987285286188, 190.12948209792376, 32.09691900748294, 6.395404472947121, 12.557024396490306, 81.57926496118307, -116.86169443279505, -2.3928420394659042, 95.22266415832564, 5.822491938481107, 3.0526108784251846, -50.90535903349519, -74.10394930117764, -96.93299566814676, -50.468586755916476, -89.64991074008867, 1.7386139500886202, 18.65017111413181, -44.99533983319998, 85.66744573041797]| 11.4984474182128906|     16.00000000|[9841, 656, 0, 164]                                                        | | GPS sucess | actual_k=4
     165|[-243.8028910830617, -131.24510295689106, 74.04987285286188, 190.12948209792376, 32.09691900748294, 6.395404472947121, 12.557024396490306, 81.57926496118307, -116.86169443279505, -2.3928420394659042, 95.22266415832564, 5.822491938481107, 3.0526108784251846, -50.90535903349519, -74.10394930117764, -96.93299566814676, -50.468586755916476, -89.64991074008867, 1.7386139500886202, 18.65017111413181, -44.99533983319998, 85.66744573041797]| 11.4984474182128906|      8.00000000|[9901, 660, 0, 165]                                                        |  | used linear model with 65 points | actual_k=4
     166|[-243.8028910830617, -131.24510295689106, 74.04987285286188, 190.12948209792376, 32.09691900748294, 6.395404472947121, 12.557024396490306, 81.57926496118307, -116.86169443279505, -2.3928420394659042, 95.22266415832564, 5.822491938481107, 3.0526108784251846, -50.90535903349519, -74.10394930117764, -96.93299566814676, -50.468586755916476, -89.64991074008867, 1.7386139500886202, 18.65017111413181, -44.99533983319998, 85.66744573041797]| 11.4984474182128906|      4.00000000|[9961, 664, 0, 166]                                                        |  | used linear model with 65 points | actual_k=4
     167|[-244.40883821994066, -130.33735872805119, 75.64507637172937, 190.2596051171422, 31.964384667458944, 7.931628838181496, 11.938133514951915, 81.96981974691153, -117.53859511762857, -2.048841491341591, 95.65407664654776, 6.934882218251005, 3.6069953484111466, -50.38966137543321, -75.39741491549648, -96.26585429022089, -51.33393092267215, -88.34722750587389, 2.257399069145322, 19.876392556354403, -44.437026880681515, 85.58664305880666]| 11.4975023269653320|      8.00000000|[10021, 668, 0, 167]                                                       | | GPS sucess | actual_k=4
     168|[-244.40883821994066, -130.33735872805119, 75.64507637172937, 190.2596051171422, 31.964384667458944, 7.931628838181496, 11.938133514951915, 81.96981974691153, -117.53859511762857, -2.048841491341591, 95.65407664654776, 6.934882218251005, 3.6069953484111466, -50.38966137543321, -75.39741491549648, -96.26585429022089, -51.33393092267215, -88.34722750587389, 2.257399069145322, 19.876392556354403, -44.437026880681515, 85.58664305880666]| 11.4975023269653320|      4.00000000|[10081, 672, 0, 168]                                                       |  | used linear model with 65 points | actual_k=4
     169|[-245.030972070992, -130.61376781761646, 75.90310613065958, 190.68883115798235, 30.377658836427145, 7.142958536744118, 12.053396723698825, 82.2027278020978, -117.9647663012147, -2.59443636238575, 96.75595302460715, 7.672732467064634, 3.3561655325465836, -50.89189666882157, -75.39727021135332, -96.18843040475622, -52.74330480210483, -88.54530256194994, 1.3592650759965181, 20.831460965797305, -44.578280590474606, 84.10005529597402]| 11.4962291717529297|      8.00000000|[10141, 676, 0, 169]                                                       | | GPS sucess | actual_k=4
     170|[-245.030972070992, -130.61376781761646, 75.90310613065958, 190.68883115798235, 30.377658836427145, 7.142958536744118, 12.053396723698825, 82.2027278020978, -117.9647663012147, -2.59443636238575, 96.75595302460715, 7.672732467064634, 3.3561655325465836, -50.89189666882157, -75.39727021135332, -96.18843040475622, -52.74330480210483, -88.54530256194994, 1.3592650759965181, 20.831460965797305, -44.578280590474606, 84.10005529597402]| 11.4962291717529297|      4.00000000|[10201, 680, 0, 170]                                                       |  | used linear model with 65 points | actual_k=4
     171|[-245.8810661509633, -131.49037720263004, 75.831279091537, 191.42120910435915, 30.941603354993276, 7.405373856425285, 13.009079716634005, 83.24876833707094, -118.34865606576204, -1.654399111866951, 96.77843020809814, 8.401861125836149, 3.82372299261624, -51.7258579172194, -75.21772200740816, -96.2348363273777, -50.73807628266513, -89.37218891782686, 1.1496476847678423, 20.38318075053394, -45.54698237031698, 84.54623161628842]| 11.4940290451049805|      8.00000000|[10261, 684, 0, 171]                                                       | | GPS sucess | actual_k=4
     172|[-246.54492772370577, -132.39596809446812, 77.40613072365522, 191.7846074178815, 29.942973546567373, 9.640091463923454, 10.962114355992526, 80.49660158902407, -118.67716909199953, -2.692447140812874, 95.19647775543854, 8.508498521754518, 1.0075170142226852, -49.486800614744425, -74.77009374774934, -94.40528916055337, -52.58299930207431, -86.14325176877901, 3.798223229125142, 20.667312128469348, -45.61706133931875, 83.8536453731358]| 11.4917383193969727|     16.00000000|[10321, 688, 0, 172]                                                       | | GPS sucess | actual_k=4
     173|[-245.93894160538912, -137.80666889250278, 78.18729596585035, 191.583742313087, 30.620318166795187, 14.580518290400505, 8.226299069356173, 79.9385025575757, -118.70981949940324, -2.4339435547590256, 99.05098615540192, 8.849226268241182, 10.837115441041533, -45.87711137905717, -70.48982174076082, -92.24730037385598, -52.772598994895816, -87.31899129552767, 6.652780504897237, 20.966337783262134, -45.64940705895424, 78.07660489156842]| 11.4908294677734375|     32.00000000|[10381, 692, 0, 173]                                                       | | GPS sucess | actual_k=4
     174|[-245.93894160538912, -137.80666889250278, 78.18729596585035, 191.583742313087, 30.620318166795187, 14.580518290400505, 8.226299069356173, 79.9385025575757, -118.70981949940324, -2.4339435547590256, 99.05098615540192, 8.849226268241182, 10.837115441041533, -45.87711137905717, -70.48982174076082, -92.24730037385598, -52.772598994895816, -87.31899129552767, 6.652780504897237, 20.966337783262134, -45.64940705895424, 78.07660489156842]| 11.4908294677734375|     16.00000000|[10441, 696, 0, 174]                                                       |  | used linear model with 65 points | actual_k=4
     175|[-245.93865323002683, -143.54305805265903, 80.87691956013441, 191.49323838949203, 31.724452845635824, 18.010759875178337, 7.417049727868289, 81.74224615842104, -114.35812014713883, -8.463908478617668, 99.20161449862644, 4.364527495810762, 7.500318442063872, -43.07808655872941, -71.08273834861757, -91.50375400716439, -53.80176986567676, -93.50597011251375, 7.415931196883321, 18.763889892026782, -46.74294653534889, 74.47362999990582]| 11.4866762161254883|     32.00000000|[10501, 700, 0, 175]                                                       | | GPS sucess | actual_k=4
     176|[-251.15713143284665, -136.82693447172642, 88.72222166508436, 193.71158212423325, 31.895757175865583, 24.316459700465202, 9.135884843301028, 77.39818239957094, -104.85435313358903, -12.959151074290276, 106.40603411151096, -1.2284013906028122, 13.491568480210844, -32.95012539997697, -63.692586371078505, -108.41906200582162, -51.5636593233794, -89.67456423444673, 5.6923868376761675, 20.31910036318004, -54.74995890259743, 76.75629501417279]| 11.4778738021850586|     64.00000000|[10561, 704, 0, 176]                                                       | | GPS sucess | actual_k=4
     177|[-261.7297089093481, -153.02449764311314, 84.41104393452406, 203.7607097029686, 27.71092794078868, 22.57566873729229, 7.244096241425723, 96.17306757718325, -100.55541772022843, 6.7659561187028885, 106.19300425006077, -22.28212377219461, -1.5783024685806595, -34.09084231033921, -67.78974671043397, -119.7040952318348, -59.30032886378467, -105.0729244868271, 18.008572788909078, 13.241863233968616, -22.514191538095474, 60.68026619032025]| 11.4481744766235352|    128.00000000|[10621, 708, 0, 177]                                                       | | GPS sucess | actual_k=4
     178|[-282.70252919133054, -173.8296123892069, 117.11896400898695, 215.9645738005638, 42.97191140789073, 16.008661672472954, -51.988981761503965, 81.30612612515688, -80.27164620533586, 3.0840942412614822, 61.16228449298069, -39.12375852256082, -48.184988107008394, -11.715552393347025, -85.39945931114198, -81.6329053514637, -46.921097410842776, -103.9403778235428, -8.249268321320415, 23.474140150472522, -19.994222790002823, 22.615305710583925]| 11.3878240585327148|    256.00000000|[10681, 712, 0, 178]                                                       | | GPS sucess | actual_k=4
     179|[-282.70252919133054, -173.8296123892069, 117.11896400898695, 215.9645738005638, 42.97191140789073, 16.008661672472954, -51.988981761503965, 81.30612612515688, -80.27164620533586, 3.0840942412614822, 61.16228449298069, -39.12375852256082, -48.184988107008394, -11.715552393347025, -85.39945931114198, -81.6329053514637, -46.921097410842776, -103.9403778235428, -8.249268321320415, 23.474140150472522, -19.994222790002823, 22.615305710583925]| 11.3878240585327148|    128.00000000|[10741, 716, 0, 179]                                                       |  | used linear model with 65 points | actual_k=4
     180|[-282.70252919133054, -173.8296123892069, 117.11896400898695, 215.9645738005638, 42.97191140789073, 16.008661672472954, -51.988981761503965, 81.30612612515688, -80.27164620533586, 3.0840942412614822, 61.16228449298069, -39.12375852256082, -48.184988107008394, -11.715552393347025, -85.39945931114198, -81.6329053514637, -46.921097410842776, -103.9403778235428, -8.249268321320415, 23.474140150472522, -19.994222790002823, 22.615305710583925]| 11.3878240585327148|     64.00000000|[10801, 720, 0, 180]                                                       |  | used linear model with 65 points | actual_k=4
     181|[-282.70252919133054, -173.8296123892069, 117.11896400898695, 215.9645738005638, 42.97191140789073, 16.008661672472954, -51.988981761503965, 81.30612612515688, -80.27164620533586, 3.0840942412614822, 61.16228449298069, -39.12375852256082, -48.184988107008394, -11.715552393347025, -85.39945931114198, -81.6329053514637, -46.921097410842776, -103.9403778235428, -8.249268321320415, 23.474140150472522, -19.994222790002823, 22.615305710583925]| 11.3878240585327148|     32.00000000|[10861, 724, 0, 181]                                                       |  | used linear model with 65 points | actual_k=4
     182|[-282.70252919133054, -173.8296123892069, 117.11896400898695, 215.9645738005638, 42.97191140789073, 16.008661672472954, -51.988981761503965, 81.30612612515688, -80.27164620533586, 3.0840942412614822, 61.16228449298069, -39.12375852256082, -48.184988107008394, -11.715552393347025, -85.39945931114198, -81.6329053514637, -46.921097410842776, -103.9403778235428, -8.249268321320415, 23.474140150472522, -19.994222790002823, 22.615305710583925]| 11.3878240585327148|     16.00000000|[10921, 728, 0, 182]                                                       |  | used linear model with 65 points | actual_k=4
     183|[-282.70252919133054, -173.8296123892069, 117.11896400898695, 215.9645738005638, 42.97191140789073, 16.008661672472954, -51.988981761503965, 81.30612612515688, -80.27164620533586, 3.0840942412614822, 61.16228449298069, -39.12375852256082, -48.184988107008394, -11.715552393347025, -85.39945931114198, -81.6329053514637, -46.921097410842776, -103.9403778235428, -8.249268321320415, 23.474140150472522, -19.994222790002823, 22.615305710583925]| 11.3878240585327148|      8.00000000|[10981, 732, 0, 183]                                                       |  | used linear model with 65 points | actual_k=4
     184|[-282.70252919133054, -173.8296123892069, 117.11896400898695, 215.9645738005638, 42.97191140789073, 16.008661672472954, -51.988981761503965, 81.30612612515688, -80.27164620533586, 3.0840942412614822, 61.16228449298069, -39.12375852256082, -48.184988107008394, -11.715552393347025, -85.39945931114198, -81.6329053514637, -46.921097410842776, -103.9403778235428, -8.249268321320415, 23.474140150472522, -19.994222790002823, 22.615305710583925]| 11.3878240585327148|      4.00000000|[11041, 736, 0, 184]                                                       |  | used linear model with 65 points | actual_k=4
     185|[-283.2532902949606, -173.59706604480743, 116.66544356197119, 216.4439086318016, 43.3775876237778, 15.26866041123867, -53.32331410842016, 80.367102868855, -78.38706690445542, 2.3050506860017776, 60.51899981452152, -39.36618752568029, -47.68020346335834, -10.229771915823221, -86.31755287326814, -81.23672898346558, -46.706274850293994, -103.4945707838051, -8.040869830176234, 22.166208369657397, -19.876797817647457, 22.34339379146695]| 11.3870897293090820|      8.00000000|[11101, 740, 0, 185]                                                       | | GPS sucess | actual_k=4
     186|[-283.2532902949606, -173.59706604480743, 116.66544356197119, 216.4439086318016, 43.3775876237778, 15.26866041123867, -53.32331410842016, 80.367102868855, -78.38706690445542, 2.3050506860017776, 60.51899981452152, -39.36618752568029, -47.68020346335834, -10.229771915823221, -86.31755287326814, -81.23672898346558, -46.706274850293994, -103.4945707838051, -8.040869830176234, 22.166208369657397, -19.876797817647457, 22.34339379146695]| 11.3870897293090820|      4.00000000|[11161, 744, 0, 186]                                                       |  | used linear model with 65 points | actual_k=4
     187|[-283.0588243746315, -174.5336441397667, 117.2335871681571, 216.2732167392969, 43.33343746874016, 14.478210791945457, -53.004346766043454, 80.03348467499018, -78.74672267213464, 2.5131141245365143, 61.189996659290045, -37.72687227814458, -48.478817726892885, -9.52081299200654, -86.59386024750711, -80.84191732341424, -45.32985912077129, -103.00484441919252, -6.142253754660487, 21.742730988189578, -19.78018943965435, 23.833212841302156]| 11.3866615295410156|      8.00000000|[11221, 748, 0, 187]                                                       | | GPS sucess | actual_k=4
     188|[-284.4373793148552, -176.4496175646782, 119.06164839118719, 217.18156237900257, 44.91917791578453, 11.936780080199242, -52.93611390190199, 79.17250875383615, -76.70301363244653, 4.819419056177139, 61.34194867266342, -39.54044325440191, -48.98286768369144, -11.667972091585398, -84.4910257843876, -78.21255235606804, -45.17383615486324, -101.55039190454409, -4.273265121504664, 22.246259106323123, -18.01221875846386, 24.165182907134295]| 11.3825054168701172|     16.00000000|[11281, 752, 0, 188]                                                       | | GPS sucess | actual_k=4
     189|[-284.4373793148552, -176.4496175646782, 119.06164839118719, 217.18156237900257, 44.91917791578453, 11.936780080199242, -52.93611390190199, 79.17250875383615, -76.70301363244653, 4.819419056177139, 61.34194867266342, -39.54044325440191, -48.98286768369144, -11.667972091585398, -84.4910257843876, -78.21255235606804, -45.17383615486324, -101.55039190454409, -4.273265121504664, 22.246259106323123, -18.01221875846386, 24.165182907134295]| 11.3825054168701172|      8.00000000|[11341, 756, 0, 189]                                                       |  | used linear model with 65 points | actual_k=4
     190|[-284.814011737064, -178.07679575681686, 118.2116773352027, 217.77261747419834, 46.53390302869957, 9.462741002440453, -54.16837949352339, 80.0335756316781, -76.05145207419991, 2.980271726846695, 61.969488366972655, -37.72928054421209, -48.12187292746967, -11.001625720411539, -85.60354647912027, -77.24077563220635, -46.20773951523006, -104.86620973749086, -0.8082129936665297, 22.34060641936958, -17.034855887293816, 26.261166889220476]| 11.3814868927001953|     16.00000000|[11401, 760, 0, 190]                                                       | | GPS sucess | actual_k=4
     191|[-284.814011737064, -178.07679575681686, 118.2116773352027, 217.77261747419834, 46.53390302869957, 9.462741002440453, -54.16837949352339, 80.0335756316781, -76.05145207419991, 2.980271726846695, 61.969488366972655, -37.72928054421209, -48.12187292746967, -11.001625720411539, -85.60354647912027, -77.24077563220635, -46.20773951523006, -104.86620973749086, -0.8082129936665297, 22.34060641936958, -17.034855887293816, 26.261166889220476]| 11.3814868927001953|      8.00000000|[11461, 764, 0, 191]                                                       |  | used linear model with 65 points | actual_k=4
     192|[-286.21597854729043, -179.04794591665268, 119.11562588065863, 218.82888819277287, 44.46332993719261, 13.197189435362816, -53.50931299524382, 81.58465335518122, -77.011415515095, 3.8201068341732025, 63.4716794337146, -41.44067723839544, -48.24223231844371, -10.910982545465231, -87.26889131344797, -77.45436130696908, -47.36025349609554, -102.3297057072632, -0.1871061902493238, 23.081529645249248, -16.59433449804783, 26.54877756908536]| 11.3799905776977539|     16.00000000|[11521, 768, 0, 192]                                                       | | GPS sucess | actual_k=4
     193|[-286.21597854729043, -179.04794591665268, 119.11562588065863, 218.82888819277287, 44.46332993719261, 13.197189435362816, -53.50931299524382, 81.58465335518122, -77.011415515095, 3.8201068341732025, 63.4716794337146, -41.44067723839544, -48.24223231844371, -10.910982545465231, -87.26889131344797, -77.45436130696908, -47.36025349609554, -102.3297057072632, -0.1871061902493238, 23.081529645249248, -16.59433449804783, 26.54877756908536]| 11.3799905776977539|      8.00000000|[11581, 772, 0, 193]                                                       |  | used linear model with 65 points | actual_k=4
     194|[-288.0676420175587, -179.76389026641846, 119.67165579646826, 220.146337762475, 43.67328002664726, 15.057650908827782, -51.970927842427045, 79.6934193149209, -75.75452343001962, 1.273106426000595, 61.87717233551666, -38.08882243721746, -49.16953908972209, -11.79981267079711, -88.00616065539361, -80.00799475843087, -47.237256249412894, -102.04762720270082, 1.7369195837527514, 23.42736375145614, -15.897648110985756, 26.40776653960347]| 11.3732147216796875|     16.00000000|[11641, 776, 0, 194]                                                       | | GPS sucess | actual_k=4
     195|[-288.0676420175587, -179.76389026641846, 119.67165579646826, 220.146337762475, 43.67328002664726, 15.057650908827782, -51.970927842427045, 79.6934193149209, -75.75452343001962, 1.273106426000595, 61.87717233551666, -38.08882243721746, -49.16953908972209, -11.79981267079711, -88.00616065539361, -80.00799475843087, -47.237256249412894, -102.04762720270082, 1.7369195837527514, 23.42736375145614, -15.897648110985756, 26.40776653960347]| 11.3732147216796875|      8.00000000|[11701, 780, 0, 195]                                                       |  | used linear model with 65 points | actual_k=4
     196|[-289.76939849491464, -178.82383114099503, 118.84293671697378, 221.53999938070774, 44.666688945028, 14.239516243338585, -50.13037193613127, 78.22847900539637, -75.45296445861459, 3.8950463235378265, 59.16714988602325, -37.907321182778105, -49.516686852497514, -12.100794788450003, -89.12161962069513, -80.12232445413247, -45.819735964760184, -106.78654312295839, 3.0717502254992723, 25.110794423148036, -16.384605690836906, 24.593398291617632]| 11.3704595565795898|     16.00000000|[11761, 784, 0, 196]                                                       | | GPS sucess | actual_k=4
     197|[-294.42653827305185, -176.11373764276505, 121.23944970220327, 224.67163647711277, 43.80900337907951, 14.178738944232464, -46.174031861592084, 82.84307108074427, -78.16576233878732, -0.8691238462924957, 58.37371264351532, -33.58506509452127, -51.067056234402116, -4.562640186399221, -88.50806925572397, -83.10062955552712, -39.90372653864324, -108.588515273761, 3.0918578505516052, 21.412876961752772, -16.184264183044434, 24.728781525045633]| 11.3638553619384766|     32.00000000|[11821, 788, 0, 197]                                                       | | GPS sucess | actual_k=4
     198|[-299.3858416521107, -174.6614460349083, 121.92130204290152, 228.1049891859293, 47.670824792119674, 28.40270172804594, -50.8021370251663, 81.86414138227701, -73.22569886222482, 9.96001586318016, 71.26672945870087, -47.04871675162576, -48.256799037975725, -6.779622551053762, -86.54247067250253, -76.26962398225442, -40.516449412330985, -114.59558486146852, -6.750286161899567, 21.433306720107794, -20.989752769470215, 30.52772218361497]| 11.3610715866088867|     64.00000000|[11881, 792, 0, 198]                                                       | | GPS sucess | actual_k=4
     199|[-299.3858416521107, -174.6614460349083, 121.92130204290152, 228.1049891859293, 47.670824792119674, 28.40270172804594, -50.8021370251663, 81.86414138227701, -73.22569886222482, 9.96001586318016, 71.26672945870087, -47.04871675162576, -48.256799037975725, -6.779622551053762, -86.54247067250253, -76.26962398225442, -40.516449412330985, -114.59558486146852, -6.750286161899567, 21.433306720107794, -20.989752769470215, 30.52772218361497]| 11.3610715866088867|     32.00000000|[11941, 796, 0, 199]                                                       |  | used linear model with 65 points | actual_k=4
     200|[-299.3858416521107, -174.6614460349083, 121.92130204290152, 228.1049891859293, 47.670824792119674, 28.40270172804594, -50.8021370251663, 81.86414138227701, -73.22569886222482, 9.96001586318016, 71.26672945870087, -47.04871675162576, -48.256799037975725, -6.779622551053762, -86.54247067250253, -76.26962398225442, -40.516449412330985, -114.59558486146852, -6.750286161899567, 21.433306720107794, -20.989752769470215, 30.52772218361497]| 11.3610715866088867|     16.00000000|[12001, 800, 0, 200]                                                       |  | used linear model with 65 points | actual_k=4
     201|[-299.3858416521107, -174.6614460349083, 121.92130204290152, 228.1049891859293, 47.670824792119674, 28.40270172804594, -50.8021370251663, 81.86414138227701, -73.22569886222482, 9.96001586318016, 71.26672945870087, -47.04871675162576, -48.256799037975725, -6.779622551053762, -86.54247067250253, -76.26962398225442, -40.516449412330985, -114.59558486146852, -6.750286161899567, 21.433306720107794, -20.989752769470215, 30.52772218361497]| 11.3610715866088867|      8.00000000|[12061, 804, 0, 201]                                                       |  | used linear model with 65 points | actual_k=4
     202|[-300.7175029956852, -174.92052698135376, 119.47143813222647, 229.88433100283146, 48.01195931050461, 27.429464869201183, -52.85598123865202, 80.95606491714716, -71.550637755543, 8.827806562185287, 71.72508068336174, -49.607012478401884, -47.63402920536464, -5.666210766881704, -87.48302290715219, -73.22257732087746, -36.11900897882879, -113.61383610172197, -7.273885190486908, 23.030208732932806, -20.740785658359528, 30.538271877914667]| 11.3555221557617188|     16.00000000|[12121, 808, 0, 202]                                                       | | GPS sucess | actual_k=4
     203|[-302.28057055111276, -176.21969771385193, 127.4136631116271, 229.51690255105495, 47.16685556981247, 32.44159131497145, -50.80976379709318, 83.72964022308588, -69.94430438056588, 9.286728292703629, 74.60731668723747, -46.22877427726053, -43.60154896549648, -8.58531653508544, -87.37309771157743, -76.41817330056801, -39.33368845842779, -112.33171503944322, -2.0404996275901794, 28.044501926749945, -19.961042761802673, 28.05421468988061]| 11.3544263839721680|     32.00000000|[12181, 812, 0, 203]                                                       | | GPS sucess | actual_k=4
     204|[-302.28057055111276, -176.21969771385193, 127.4136631116271, 229.51690255105495, 47.16685556981247, 32.44159131497145, -50.80976379709318, 83.72964022308588, -69.94430438056588, 9.286728292703629, 74.60731668723747, -46.22877427726053, -43.60154896549648, -8.58531653508544, -87.37309771157743, -76.41817330056801, -39.33368845842779, -112.33171503944322, -2.0404996275901794, 28.044501926749945, -19.961042761802673, 28.05421468988061]| 11.3544263839721680|     16.00000000|[12241, 816, 0, 204]                                                       |  | used linear model with 65 points | actual_k=4
     205|[-300.54845468635904, -179.23826694488525, 126.40744360536337, 228.6555481404066, 41.5131971797673, 32.92414750903845, -49.35246277647093, 79.5075313821435, -71.26897111907601, 10.588775664567947, 79.76335544837639, -49.41352101950906, -41.24750190548366, -11.185765858739614, -82.66640310861112, -82.55403231317177, -41.01168497465551, -112.37522657169029, 0.6340091824531555, 35.59315648302436, -18.5741308927536, 29.919522736221552]| 11.3485546112060547|     32.00000000|[12301, 820, 0, 205]                                                       | | GPS sucess | actual_k=4
     206|[-300.54845468635904, -179.23826694488525, 126.40744360536337, 228.6555481404066, 41.5131971797673, 32.92414750903845, -49.35246277647093, 79.5075313821435, -71.26897111907601, 10.588775664567947, 79.76335544837639, -49.41352101950906, -41.24750190548366, -11.185765858739614, -82.66640310861112, -82.55403231317177, -41.01168497465551, -112.37522657169029, 0.6340091824531555, 35.59315648302436, -18.5741308927536, 29.919522736221552]| 11.3485546112060547|     16.00000000|[12361, 824, 0, 206]                                                       |  | used linear model with 65 points | actual_k=4
     207|[-304.91542999382364, -182.83218598365784, 132.8594694957137, 231.1464055031538, 35.67566656682175, 32.265085242688656, -47.95072091417387, 75.78881619125605, -74.16289034858346, 13.289324074983597, 80.27760769380257, -50.064257411053404, -45.90602927975124, -14.017629977315664, -88.50206070519926, -85.27396534616128, -39.715686758980155, -114.41733916057274, 3.632137358188629, 33.86124136671424, -18.241858780384064, 30.067640978842974]| 11.3393468856811523|     32.00000000|[12421, 828, 0, 207]                                                       | | GPS sucess | actual_k=4
