k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3066979508879548, 0.08722837590104, 0.2470545079339777, -0.0680725421963018, 0.1128784900707192, 0.2861891520238163, 0.142093181671488, -0.1469099866326431, 0.1441095899481403, -0.047779944469448, 0.1825786362675468, 0.1577991850683242, 0.0352482706547686, 0.1296581849995362, 0.2053921283026732, 0.1395188017049132, 0.1570886621139732, 0.0953173475238649, 0.0403084983861596, 0.1626623252097258, 0.0983893949094667, -0.0389426180110261, 0.2251036149647243, 0.0647433342684061, 0.2047560602385042, 0.1201666998298557, 0.13584530742504, 0.0615592040582297, 0.1084258831646828, 0.0757444625311126, 0.1242504964964458, -0.0489466919170698, 0.1579139197521306, 0.1774853039710738, -0.0087096797418326, 0.1275492011504715, 0.0648094859355804, 0.1046053432126669, 0.0600050634317285, 0.0314632703920563, 0.0543182046288704, 0.0380926290678526, -0.0343193379513457, -0.0126906061684855, 0.1326615563192368, 0.2289849284146001, 0.3115909241006463, 0.0030267642105505, 0.1400885114501753, 0.0916160580861536]|1750.6114956497490311|      2.00000000|[49, 16, 1, 5]                                                             |  | used linear model with 65 points | iterate success | actual_k=4
      72|[3.741604370217669, 4.141693700557647, 4.844220378765641, 3.343072424972104, 3.5835638238983796, 3.3546854708525595, 4.471559059277374, 3.439897972531001, 3.021815744669855, 3.7491218840996132, 5.01101229175853, 4.317866535946035, 4.307741696465118, 4.088097663445304, 0.4257603727165383, 4.189324891209493, 2.111287255372176, 0.8158258361654899, 2.4766976846287654, 1.9593903158307808, 2.7197916424743704, 3.2192030769995728, 3.9403768586845356, 0.3929313159446287, 3.7669421577158184, 1.428777361569504, 3.124040176633865, 4.881186046303708, 4.65304603208894, 4.60134094733779, 3.6138785253180856, 1.8028873881879701, 3.5461612915504, 2.8413413745543035, 4.6913675555773375, 4.2566130190974745, 3.410404511814946, 2.7537375816266483, 3.9714619147945394, 4.406041966957203, 4.120107914676777, 3.2531390318306013, 1.2136385787232338, 4.588980469660234, 4.311244605793779, 4.53664839640752, 1.725246887715972, 2.854061391963682, 3.420912796829872, 2.232737476617625]|296.0159426175299018|      1.00000000|[3528, 1152, 72, 360]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      73|[3.741604370217669, 4.141693700557647, 4.844220378765641, 3.343072424972104, 3.5835638238983796, 3.3546854708525595, 4.471559059277374, 3.439897972531001, 3.021815744669855, 3.7491218840996132, 5.01101229175853, 4.317866535946035, 4.307741696465118, 4.088097663445304, 0.4257603727165383, 4.189324891209493, 2.111287255372176, 0.8158258361654899, 2.4766976846287654, 1.9593903158307808, 2.7197916424743704, 3.2192030769995728, 3.9403768586845356, 0.3929313159446287, 3.7669421577158184, 1.428777361569504, 3.124040176633865, 4.881186046303708, 4.65304603208894, 4.60134094733779, 3.6138785253180856, 1.8028873881879701, 3.5461612915504, 2.8413413745543035, 4.6913675555773375, 4.2566130190974745, 3.410404511814946, 2.7537375816266483, 3.9714619147945394, 4.406041966957203, 4.120107914676777, 3.2531390318306013, 1.2136385787232338, 4.588980469660234, 4.311244605793779, 4.53664839640752, 1.725246887715972, 2.854061391963682, 3.420912796829872, 2.232737476617625]|296.0159426175299018|      0.50000000|[3577, 1168, 73, 365]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      74|[3.785764271856855, 4.2166360453479355, 4.912824177390695, 3.328371583318566, 3.6587725029905496, 3.289435710409368, 4.455068425480195, 3.4222126150334775, 3.1400787041823386, 3.8364642306850807, 4.9574039505769685, 4.285660027056958, 4.231006853248343, 4.064859843125795, 0.3717561186624301, 4.090941641647169, 2.022590224654042, 0.8983148930745294, 2.5013978157314027, 2.0484883809472874, 2.650769106851987, 3.175144091782331, 3.9975197624157164, 0.3027500684036484, 3.7408028362989123, 1.4884042587821587, 3.1690690669386923, 4.929744947894636, 4.6998638488081435, 4.6874574200165995, 3.69256021836494, 1.9179400508001754, 3.6424288002984313, 2.7982055391537264, 4.7181985242907265, 4.308448721257514, 3.4761127376796654, 2.666811635418285, 4.04715593694931, 4.506178215271868, 4.158793583766381, 3.2458890007195316, 1.2603327150336354, 4.634189687021607, 4.128808928339023, 4.549854768063751, 1.6589505773698843, 2.8642825949832, 3.387467848720338, 2.3610521615631073]|293.9290373486832664|      1.00000000|[3626, 1184, 74, 370]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      75|[3.785764271856855, 4.2166360453479355, 4.912824177390695, 3.328371583318566, 3.6587725029905496, 3.289435710409368, 4.455068425480195, 3.4222126150334775, 3.1400787041823386, 3.8364642306850807, 4.9574039505769685, 4.285660027056958, 4.231006853248343, 4.064859843125795, 0.3717561186624301, 4.090941641647169, 2.022590224654042, 0.8983148930745294, 2.5013978157314027, 2.0484883809472874, 2.650769106851987, 3.175144091782331, 3.9975197624157164, 0.3027500684036484, 3.7408028362989123, 1.4884042587821587, 3.1690690669386923, 4.929744947894636, 4.6998638488081435, 4.6874574200165995, 3.69256021836494, 1.9179400508001754, 3.6424288002984313, 2.7982055391537264, 4.7181985242907265, 4.308448721257514, 3.4761127376796654, 2.666811635418285, 4.04715593694931, 4.506178215271868, 4.158793583766381, 3.2458890007195316, 1.2603327150336354, 4.634189687021607, 4.128808928339023, 4.549854768063751, 1.6589505773698843, 2.8642825949832, 3.387467848720338, 2.3610521615631073]|293.9290373486832664|      0.50000000|[3675, 1200, 75, 375]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      76|[3.912425579500225, 4.281159765597168, 4.989975844912126, 3.469512674590465, 3.6210266860128795, 3.333229312256774, 4.524580992450042, 3.5224279860606424, 3.189576711561986, 3.894349712593245, 5.001115755183049, 4.2862088493147565, 4.215388141082057, 4.0952758797918545, 0.4924191014001055, 4.124174306673271, 2.121181291669647, 0.9972768259094319, 2.5316044693745297, 2.0556710381612606, 2.725658922571945, 3.253202434827523, 4.043463294615749, 0.4005813527076157, 3.725481718920962, 1.589584537849128, 3.167771678797083, 4.910905435439699, 4.77796819634626, 4.6390936158125315, 3.724917404253343, 1.902916879289206, 3.7179368499071783, 2.954223071066651, 4.708501222338872, 4.285883287110538, 3.6387380763527832, 2.7213656845150593, 4.128885278143768, 4.510622359002469, 4.30321048655592, 3.25069793614735, 1.2906716562250053, 4.643373994744404, 4.122871831250669, 4.5500638104804185, 1.687867806397434, 2.8415664844871578, 3.3548284113404803, 2.2858845753457033]|291.9845010116206367|      1.00000000|[3724, 1216, 76, 380]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      77|[3.912425579500225, 4.281159765597168, 4.989975844912126, 3.469512674590465, 3.6210266860128795, 3.333229312256774, 4.524580992450042, 3.5224279860606424, 3.189576711561986, 3.894349712593245, 5.001115755183049, 4.2862088493147565, 4.215388141082057, 4.0952758797918545, 0.4924191014001055, 4.124174306673271, 2.121181291669647, 0.9972768259094319, 2.5316044693745297, 2.0556710381612606, 2.725658922571945, 3.253202434827523, 4.043463294615749, 0.4005813527076157, 3.725481718920962, 1.589584537849128, 3.167771678797083, 4.910905435439699, 4.77796819634626, 4.6390936158125315, 3.724917404253343, 1.902916879289206, 3.7179368499071783, 2.954223071066651, 4.708501222338872, 4.285883287110538, 3.6387380763527832, 2.7213656845150593, 4.128885278143768, 4.510622359002469, 4.30321048655592, 3.25069793614735, 1.2906716562250053, 4.643373994744404, 4.122871831250669, 4.5500638104804185, 1.687867806397434, 2.8415664844871578, 3.3548284113404803, 2.2858845753457033]|291.9845010116206367|      0.50000000|[3773, 1232, 77, 385]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      78|[3.912425579500225, 4.281159765597168, 4.989975844912126, 3.469512674590465, 3.6210266860128795, 3.333229312256774, 4.524580992450042, 3.5224279860606424, 3.189576711561986, 3.894349712593245, 5.001115755183049, 4.2862088493147565, 4.215388141082057, 4.0952758797918545, 0.4924191014001055, 4.124174306673271, 2.121181291669647, 0.9972768259094319, 2.5316044693745297, 2.0556710381612606, 2.725658922571945, 3.253202434827523, 4.043463294615749, 0.4005813527076157, 3.725481718920962, 1.589584537849128, 3.167771678797083, 4.910905435439699, 4.77796819634626, 4.6390936158125315, 3.724917404253343, 1.902916879289206, 3.7179368499071783, 2.954223071066651, 4.708501222338872, 4.285883287110538, 3.6387380763527832, 2.7213656845150593, 4.128885278143768, 4.510622359002469, 4.30321048655592, 3.25069793614735, 1.2906716562250053, 4.643373994744404, 4.122871831250669, 4.5500638104804185, 1.687867806397434, 2.8415664844871578, 3.3548284113404803, 2.2858845753457033]|291.9845010116206367|      0.25000000|[3822, 1248, 78, 390]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      79|[3.882676248701053, 4.309112925718605, 4.986885816879464, 3.432824293632632, 3.613188952806438, 3.373558176142886, 4.516681092382158, 3.544693512895341, 3.2188861280396885, 3.8961116481924045, 4.99910279540216, 4.329519712898019, 4.252324807966874, 4.118015294256007, 0.4873458969659896, 4.104727254407008, 2.114171544551162, 0.9543462732338507, 2.5251144848282885, 2.052741336612728, 2.6984376669026133, 3.2726776543955376, 4.093848050589212, 0.3989073964720687, 3.7626071898449713, 1.4558854792231284, 3.1644624114535214, 4.914120321668553, 4.805244193680192, 4.659341588199954, 3.77557107107077, 1.8986568720473895, 3.732282465330335, 2.884125868261045, 4.697512468362489, 4.298925539551647, 3.603765628019767, 2.720496348938091, 4.135711448282304, 4.504513135100762, 4.330302953269198, 3.2442037382496913, 1.1989240493577982, 4.663835622739658, 4.077408067333782, 4.558643295943706, 1.6319457630415937, 2.8281793418549053, 3.372872994903964, 2.247361952199465]|287.5743723498183613|      0.50000000|[3871, 1264, 79, 395]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      80|[3.95401357713989, 4.360737832723501, 5.04682134764686, 3.52996725730264, 3.722462473812368, 3.482089778338023, 4.507950237384761, 3.677752590415192, 3.2582928609978254, 3.958523847966138, 5.028211020913485, 4.339798919390457, 4.223927867703201, 4.199214199809253, 0.4817884180818209, 4.076028226505156, 2.1228357090994048, 0.9618038225542497, 2.4732837626066195, 2.1086098002620206, 2.773742448335816, 3.357339382854463, 4.134322792403581, 0.3885320788184221, 3.851408677595768, 1.525531839064033, 3.2018407818018866, 4.918083265688306, 4.743895915665569, 4.5817226263929225, 3.873122021858209, 1.9835478789110912, 3.8237797326501886, 2.8201264574891125, 4.699725358677203, 4.282695546351682, 3.6348031764069706, 2.7295987961818935, 4.13754629427657, 4.730391448221332, 4.379497691993247, 3.3432324494433563, 1.290501983322463, 4.701821380627412, 4.046391637001416, 4.549069503521095, 1.6789822635677971, 2.762550457523342, 3.3879948516394216, 2.378561214835771]|284.2584990538769603|      1.00000000|[3920, 1280, 80, 400]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      81|[3.95401357713989, 4.360737832723501, 5.04682134764686, 3.52996725730264, 3.722462473812368, 3.482089778338023, 4.507950237384761, 3.677752590415192, 3.2582928609978254, 3.958523847966138, 5.028211020913485, 4.339798919390457, 4.223927867703201, 4.199214199809253, 0.4817884180818209, 4.076028226505156, 2.1228357090994048, 0.9618038225542497, 2.4732837626066195, 2.1086098002620206, 2.773742448335816, 3.357339382854463, 4.134322792403581, 0.3885320788184221, 3.851408677595768, 1.525531839064033, 3.2018407818018866, 4.918083265688306, 4.743895915665569, 4.5817226263929225, 3.873122021858209, 1.9835478789110912, 3.8237797326501886, 2.8201264574891125, 4.699725358677203, 4.282695546351682, 3.6348031764069706, 2.7295987961818935, 4.13754629427657, 4.730391448221332, 4.379497691993247, 3.3432324494433563, 1.290501983322463, 4.701821380627412, 4.046391637001416, 4.549069503521095, 1.6789822635677971, 2.762550457523342, 3.3879948516394216, 2.378561214835771]|284.2584990538769603|      0.50000000|[3969, 1296, 81, 405]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      82|[3.95401357713989, 4.360737832723501, 5.04682134764686, 3.52996725730264, 3.722462473812368, 3.482089778338023, 4.507950237384761, 3.677752590415192, 3.2582928609978254, 3.958523847966138, 5.028211020913485, 4.339798919390457, 4.223927867703201, 4.199214199809253, 0.4817884180818209, 4.076028226505156, 2.1228357090994048, 0.9618038225542497, 2.4732837626066195, 2.1086098002620206, 2.773742448335816, 3.357339382854463, 4.134322792403581, 0.3885320788184221, 3.851408677595768, 1.525531839064033, 3.2018407818018866, 4.918083265688306, 4.743895915665569, 4.5817226263929225, 3.873122021858209, 1.9835478789110912, 3.8237797326501886, 2.8201264574891125, 4.699725358677203, 4.282695546351682, 3.6348031764069706, 2.7295987961818935, 4.13754629427657, 4.730391448221332, 4.379497691993247, 3.3432324494433563, 1.290501983322463, 4.701821380627412, 4.046391637001416, 4.549069503521095, 1.6789822635677971, 2.762550457523342, 3.3879948516394216, 2.378561214835771]|284.2584990538769603|      0.25000000|[4018, 1312, 82, 410]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      83|[4.006490430932498, 4.387247564880867, 5.110185750293602, 3.5421474461552127, 3.6275703519770772, 3.510119670897886, 4.498554907856087, 3.7324340107141065, 3.2195764831853166, 4.000151005003961, 5.006691317349355, 4.390993982114299, 4.220884387621823, 4.2086224659433675, 0.4518209663723702, 4.099826675141283, 2.058302929034124, 0.9686061122798987, 2.490160243103574, 2.0746933094785245, 2.723824348927455, 3.339149313279411, 4.1629504473896635, 0.4398600669614748, 3.892758319439472, 1.5031915590466407, 3.243386722832154, 4.900751098023604, 4.7710134142567195, 4.562568855157465, 3.9105162313653956, 2.027404595742918, 3.8408402157664145, 2.8331230463414068, 4.710304077623266, 4.29370351768981, 3.64398297359146, 2.7713351877284893, 4.197635275651755, 4.731985093821284, 4.4295883831734475, 3.3289999331663913, 1.287796048474366, 4.748533927635563, 4.063438553494965, 4.535308851909711, 1.6858709843242201, 2.7486270256122496, 3.430014579842597, 2.3841332934062103]|280.6964113588286409|      0.50000000|[4067, 1328, 83, 415]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      84|[4.006490430932498, 4.387247564880867, 5.110185750293602, 3.5421474461552127, 3.6275703519770772, 3.510119670897886, 4.498554907856087, 3.7324340107141065, 3.2195764831853166, 4.000151005003961, 5.006691317349355, 4.390993982114299, 4.220884387621823, 4.2086224659433675, 0.4518209663723702, 4.099826675141283, 2.058302929034124, 0.9686061122798987, 2.490160243103574, 2.0746933094785245, 2.723824348927455, 3.339149313279411, 4.1629504473896635, 0.4398600669614748, 3.892758319439472, 1.5031915590466407, 3.243386722832154, 4.900751098023604, 4.7710134142567195, 4.562568855157465, 3.9105162313653956, 2.027404595742918, 3.8408402157664145, 2.8331230463414068, 4.710304077623266, 4.29370351768981, 3.64398297359146, 2.7713351877284893, 4.197635275651755, 4.731985093821284, 4.4295883831734475, 3.3289999331663913, 1.287796048474366, 4.748533927635563, 4.063438553494965, 4.535308851909711, 1.6858709843242201, 2.7486270256122496, 3.430014579842597, 2.3841332934062103]|280.6964113588286409|      0.25000000|[4116, 1344, 84, 420]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      85|[3.9899216369812542, 4.454942730240911, 5.096191669595236, 3.599062175945985, 3.5668679726413695, 3.5675221156276966, 4.490679463657307, 3.7559719851314846, 3.232322375717002, 4.0249372290841325, 4.992183481641342, 4.474747197680046, 4.238920648179369, 4.216600009600061, 0.4652975652044118, 4.0747478196881115, 2.077532527595699, 0.996377302396091, 2.478835212574792, 2.028886146193258, 2.742975967008124, 3.3441401981489416, 4.156229063304379, 0.4793828923398483, 3.9354757744551856, 1.464542304306692, 3.2246245630279033, 4.960954745106262, 4.760853999575571, 4.563935180061655, 3.920791012065098, 2.0967903577244966, 3.865696320261451, 2.8081648623904383, 4.706024400514544, 4.3371896148077855, 3.7134997281511355, 2.787451065994796, 4.237012866374315, 4.723739193729961, 4.451846520449861, 3.3604841831337517, 1.27633758223972, 4.702064954823287, 4.0640323330997745, 4.524405351106726, 1.6506916729066283, 2.7796774001442106, 3.4519948286503492, 2.4414172489346377]|278.0708502148886510|      0.50000000|[4165, 1360, 85, 425]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      86|[3.9899216369812542, 4.454942730240911, 5.096191669595236, 3.599062175945985, 3.5668679726413695, 3.5675221156276966, 4.490679463657307, 3.7559719851314846, 3.232322375717002, 4.0249372290841325, 4.992183481641342, 4.474747197680046, 4.238920648179369, 4.216600009600061, 0.4652975652044118, 4.0747478196881115, 2.077532527595699, 0.996377302396091, 2.478835212574792, 2.028886146193258, 2.742975967008124, 3.3441401981489416, 4.156229063304379, 0.4793828923398483, 3.9354757744551856, 1.464542304306692, 3.2246245630279033, 4.960954745106262, 4.760853999575571, 4.563935180061655, 3.920791012065098, 2.0967903577244966, 3.865696320261451, 2.8081648623904383, 4.706024400514544, 4.3371896148077855, 3.7134997281511355, 2.787451065994796, 4.237012866374315, 4.723739193729961, 4.451846520449861, 3.3604841831337517, 1.27633758223972, 4.702064954823287, 4.0640323330997745, 4.524405351106726, 1.6506916729066283, 2.7796774001442106, 3.4519948286503492, 2.4414172489346377]|278.0708502148886510|      0.25000000|[4214, 1376, 86, 430]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      87|[4.047702713006968, 4.470516919766879, 5.060615870150642, 3.6144710447958315, 3.5404732544976443, 3.5621418407655976, 4.48592132428526, 3.7756322762672916, 3.27660627149511, 4.013993098201629, 4.980836693748367, 4.447562897092319, 4.299284802353246, 4.255381201996086, 0.4114299458229096, 4.0687037210101265, 2.083845097304162, 1.0348596113074002, 2.547538626950648, 2.0665285146895656, 2.7744363052644876, 3.31018144892617, 4.217490383667011, 0.4774861861244739, 3.972404463386022, 1.521999985680294, 3.23283802389672, 4.9528350762268625, 4.812134283770284, 4.584611055593106, 3.9400915378535233, 2.166989200922102, 3.8827104632188774, 2.804042781670933, 4.691325587030087, 4.424700655355557, 3.682380390907238, 2.7947700292888444, 4.2194771360397505, 4.751745256220926, 4.503396177480751, 3.336940404573489, 1.254279621545502, 4.710644503454108, 4.052699391044293, 4.5259674965918055, 1.5920451882975442, 2.805568596807436, 3.46663226031176, 2.4448280077528213]|275.8786549585871057|      0.50000000|[4263, 1392, 87, 435]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      88|[4.047702713006968, 4.470516919766879, 5.060615870150642, 3.6144710447958315, 3.5404732544976443, 3.5621418407655976, 4.48592132428526, 3.7756322762672916, 3.27660627149511, 4.013993098201629, 4.980836693748367, 4.447562897092319, 4.299284802353246, 4.255381201996086, 0.4114299458229096, 4.0687037210101265, 2.083845097304162, 1.0348596113074002, 2.547538626950648, 2.0665285146895656, 2.7744363052644876, 3.31018144892617, 4.217490383667011, 0.4774861861244739, 3.972404463386022, 1.521999985680294, 3.23283802389672, 4.9528350762268625, 4.812134283770284, 4.584611055593106, 3.9400915378535233, 2.166989200922102, 3.8827104632188774, 2.804042781670933, 4.691325587030087, 4.424700655355557, 3.682380390907238, 2.7947700292888444, 4.2194771360397505, 4.751745256220926, 4.503396177480751, 3.336940404573489, 1.254279621545502, 4.710644503454108, 4.052699391044293, 4.5259674965918055, 1.5920451882975442, 2.805568596807436, 3.46663226031176, 2.4448280077528213]|275.8786549585871057|      0.25000000|[4312, 1408, 88, 440]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      89|[4.06210283162936, 4.398947192772127, 5.024849297173645, 3.6315111720557343, 3.5202538261564587, 3.6016111465023672, 4.546626122035371, 3.8289757829123547, 3.31926379580554, 4.013864697922026, 4.943603670772304, 4.489053215930177, 4.304399187053732, 4.271943560061552, 0.4630258780751727, 4.093499246551056, 2.0338510114038213, 1.068086015935184, 2.5612176327329155, 2.0653887665022683, 2.7676822549576294, 3.335722906908114, 4.2401787613216815, 0.5474789583115476, 3.9884132088545674, 1.5520901833016456, 3.222058285142495, 4.973674288275658, 4.866900390709192, 4.628744931403375, 3.901147414449573, 2.226861015366343, 3.8803718020624585, 2.8119562165572596, 4.726672624790298, 4.442797621248017, 3.681469842019403, 2.8375684166251225, 4.200389111239023, 4.78714697682598, 4.52688845234982, 3.306952646024184, 1.2232068970407457, 4.714820721615234, 4.0054723386555695, 4.552556968036081, 1.6001063699936022, 2.86506416123945, 3.4679621350589334, 2.4983201985658776]|273.2007053821021714|      0.50000000|[4361, 1424, 89, 445]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      90|[4.06210283162936, 4.398947192772127, 5.024849297173645, 3.6315111720557343, 3.5202538261564587, 3.6016111465023672, 4.546626122035371, 3.8289757829123547, 3.31926379580554, 4.013864697922026, 4.943603670772304, 4.489053215930177, 4.304399187053732, 4.271943560061552, 0.4630258780751727, 4.093499246551056, 2.0338510114038213, 1.068086015935184, 2.5612176327329155, 2.0653887665022683, 2.7676822549576294, 3.335722906908114, 4.2401787613216815, 0.5474789583115476, 3.9884132088545674, 1.5520901833016456, 3.222058285142495, 4.973674288275658, 4.866900390709192, 4.628744931403375, 3.901147414449573, 2.226861015366343, 3.8803718020624585, 2.8119562165572596, 4.726672624790298, 4.442797621248017, 3.681469842019403, 2.8375684166251225, 4.200389111239023, 4.78714697682598, 4.52688845234982, 3.306952646024184, 1.2232068970407457, 4.714820721615234, 4.0054723386555695, 4.552556968036081, 1.6001063699936022, 2.86506416123945, 3.4679621350589334, 2.4983201985658776]|273.2007053821021714|      0.25000000|[4410, 1440, 90, 450]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      91|[4.039871153597452, 4.412886261638311, 5.02684233110734, 3.6463135044596986, 3.5064623026881585, 3.672705634009804, 4.552869919342648, 3.8640556130453163, 3.3535142875800785, 4.011361919068811, 4.94026601069644, 4.572047592230938, 4.3594721557266345, 4.282990915775488, 0.4361160135435585, 4.121555360964276, 2.0193163753889514, 1.0964226776867683, 2.6144605715771614, 2.0641478993314686, 2.7908259048475883, 3.2996696562334007, 4.25958190222825, 0.6093823277143753, 4.063189827690478, 1.6045483547554584, 3.2132767108890956, 4.97666282601371, 4.816442307835388, 4.601910271617075, 3.926115817985604, 2.2442000799926234, 3.982925487597957, 2.8285685806638914, 4.748328394822928, 4.44336285920618, 3.7187538185529623, 2.8626250809626277, 4.196685079423137, 4.804977003368188, 4.541239245143292, 3.2808176901520407, 1.2269847431523795, 4.737905147246179, 4.042540145357872, 4.568721511326521, 1.6046847660730514, 2.8471167206781223, 3.467750328160106, 2.5511254729424038]|270.9623177349796492|      0.50000000|[4459, 1456, 91, 455]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      92|[4.039871153597452, 4.412886261638311, 5.02684233110734, 3.6463135044596986, 3.5064623026881585, 3.672705634009804, 4.552869919342648, 3.8640556130453163, 3.3535142875800785, 4.011361919068811, 4.94026601069644, 4.572047592230938, 4.3594721557266345, 4.282990915775488, 0.4361160135435585, 4.121555360964276, 2.0193163753889514, 1.0964226776867683, 2.6144605715771614, 2.0641478993314686, 2.7908259048475883, 3.2996696562334007, 4.25958190222825, 0.6093823277143753, 4.063189827690478, 1.6045483547554584, 3.2132767108890956, 4.97666282601371, 4.816442307835388, 4.601910271617075, 3.926115817985604, 2.2442000799926234, 3.982925487597957, 2.8285685806638914, 4.748328394822928, 4.44336285920618, 3.7187538185529623, 2.8626250809626277, 4.196685079423137, 4.804977003368188, 4.541239245143292, 3.2808176901520407, 1.2269847431523795, 4.737905147246179, 4.042540145357872, 4.568721511326521, 1.6046847660730514, 2.8471167206781223, 3.467750328160106, 2.5511254729424038]|270.9623177349796492|      0.25000000|[4508, 1472, 92, 460]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
      93|[4.051832662802725, 4.502569910956561, 5.0009728299685925, 3.6968753595968837, 3.4868297473717167, 3.6875271932977665, 4.608439711485418, 3.9172368645961795, 3.400281060610123, 4.035566926445904, 4.951100188240517, 4.5925932776680005, 4.3693384365898105, 4.32387320917523, 0.4268525532870521, 4.106423277619388, 1.9609558869528707, 1.1591050534143064, 2.6304128895225563, 2.0249537111258706, 2.788205751699145, 3.2437294601124282, 4.294131174493697, 0.5934570343725944, 4.117874486687513, 1.6026759935489654, 3.2556309304832394, 5.013774651543512, 4.850209910367006, 4.586782328937325, 3.9095684087526923, 2.2971900508678424, 4.021664174318816, 2.8069039590391522, 4.722776727736998, 4.476053127540725, 3.76459373890874, 2.862669245884707, 4.203599638807705, 4.836481935856427, 4.544628510967983, 3.276223624540325, 1.1550944179060336, 4.743267317074609, 4.053367891742453, 4.574947706624285, 1.5883066180513394, 2.8398741165330534, 3.465879272501873, 2.5991104672548566]|268.8407838624703459|      0.50000000|[4557, 1488, 93, 465]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      94|[3.931513176228577, 4.469227137266305, 5.093908337787623, 3.7833309684181424, 3.524296578056571, 3.7849025761714317, 4.704524229240989, 4.00777868764547, 3.394502930876639, 4.0187431911315965, 4.9659440523695695, 4.642302407410202, 4.349155130597224, 4.381602134463668, 0.3920466400713755, 4.131671211200361, 1.924653191655935, 1.1870113214617954, 2.729292752707681, 2.1090321053876018, 2.7785354449250583, 3.1235663460842313, 4.326197295117099, 0.7095273941579409, 4.094282110564165, 1.5300176245781942, 3.274308039316836, 5.019636759751914, 4.8190436764077775, 4.700088512230024, 3.9036383553231566, 2.428883175322646, 4.114758096619775, 2.973077405570905, 4.820675875560051, 4.563550778493908, 3.8228992997496882, 2.866566692906979, 4.272880150541833, 4.9106314756612015, 4.598652584343634, 3.317150402771134, 1.0514818012204707, 4.797394347482048, 4.038091364249335, 4.592066541578076, 1.611385886203754, 2.9238723561466884, 3.4219825423209183, 2.577413165589246]|265.8681819500735060|      1.00000000|[4606, 1504, 94, 470]                                                      |  | used linear model with 65 points | iterate success | actual_k=4
      95|[3.931513176228577, 4.469227137266305, 5.093908337787623, 3.7833309684181424, 3.524296578056571, 3.7849025761714317, 4.704524229240989, 4.00777868764547, 3.394502930876639, 4.0187431911315965, 4.9659440523695695, 4.642302407410202, 4.349155130597224, 4.381602134463668, 0.3920466400713755, 4.131671211200361, 1.924653191655935, 1.1870113214617954, 2.729292752707681, 2.1090321053876018, 2.7785354449250583, 3.1235663460842313, 4.326197295117099, 0.7095273941579409, 4.094282110564165, 1.5300176245781942, 3.274308039316836, 5.019636759751914, 4.8190436764077775, 4.700088512230024, 3.9036383553231566, 2.428883175322646, 4.114758096619775, 2.973077405570905, 4.820675875560051, 4.563550778493908, 3.8228992997496882, 2.866566692906979, 4.272880150541833, 4.9106314756612015, 4.598652584343634, 3.317150402771134, 1.0514818012204707, 4.797394347482048, 4.038091364249335, 4.592066541578076, 1.611385886203754, 2.9238723561466884, 3.4219825423209183, 2.577413165589246]|265.8681819500735060|      0.50000000|[4655, 1520, 95, 475]                                                      |  | used linear model with 65 points | iterate failure | actual_k=4
