k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3165185323767452, 0.0719402850292479, 0.275929785603752, -0.0605771601049204, 0.1147272189278594, 0.2765755826888903, 0.1289519058643624, -0.1334616958483961, 0.1297767166446288, -0.0382273049785704, 0.1798925354309551, 0.1524872283996202, 0.0243710040217152, 0.1343172964459214, 0.2006848640511697, 0.1306467777519977, 0.1401339874153007, 0.1031895074187821, 0.0465398048668324, 0.1615653937573844, 0.0880012440550657, -0.039292425619406, 0.2459284395249146, 0.0739878921432009, 0.2299943070499793, 0.1086706513113448, 0.1309939600211478, 0.0731321379806967, 0.1175509501193931, 0.065217231991396, 0.1181860207585549, -0.0370573922361149, 0.129084528864177, 0.1731935027071087, -0.0092019645021534, 0.1608096261392234, 0.0683725481896133, 0.0936108894550654, 0.068763296583671, 0.0503959592841114, 0.061166705337098, 0.0446148715328259, -0.0340145960074279, -0.0272330625855491, 0.1300033910678946, 0.2025558873821739, 0.3194234578593533, -0.0137009707745335, 0.1320420405905694, 0.0888421776493632]|1750.4231589119674481|      2.00000000|[57, 8, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=2
      87|[3.969353962516807, 4.389803276896863, 5.278536166424681, 4.1616743124918, 3.0744297618871728, 3.9951672801654543, 4.7049232656625, 5.093238995953504, 3.40021770880841, 4.583294395136878, 4.432203957718118, 4.285923857790418, 4.236472831569794, 4.214642798115228, 0.8903112833560762, 4.346732370716259, 1.5059362877139781, 2.361304374315762, 2.6519467975941833, 1.7200487441042995, 3.5110248521253684, 3.36863570517033, 3.8331240234329047, 0.9558478860234094, 4.710267934319714, 1.446257536543293, 3.3127226707488076, 4.8216831243533, 4.119678509603296, 4.693962154732942, 4.587984739028357, 3.259426225493874, 3.712121235439187, 2.8454748891254655, 4.704606094346044, 4.768291664791206, 3.5990946436809685, 3.4360218469701294, 4.051574334327098, 5.174605257778368, 4.532800929061799, 3.053477882797159, 1.1866687064800994, 4.435355742641739, 3.885633583515243, 5.021423875026488, 1.3910253185662602, 2.8153790280026083, 3.5759450733442355, 3.1620371362270405]|253.4214465961783844|      0.12500000|[4959, 696, 87, 435]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      88|[3.9965078000338354, 4.385786428315664, 5.2535607037978, 4.165183945659999, 3.084084769365573, 4.00759774115516, 4.723624235181308, 5.1090778490265585, 3.398560852569449, 4.583138364044, 4.436472724462898, 4.292695137884536, 4.255581904305987, 4.233625950099001, 0.8654186314327703, 4.357564572871022, 1.4924755825979927, 2.388571560260997, 2.674992114966964, 1.7080636955882804, 3.51463572922395, 3.3595052582716933, 3.824691792852882, 0.9303265869107943, 4.736473944699819, 1.4777217652216696, 3.319515087875379, 4.798584864147101, 4.153224144928305, 4.691228644273056, 4.595943659846539, 3.2558261745328227, 3.743738828378254, 2.8531070623213135, 4.717427127669448, 4.769011871291258, 3.6050067028389834, 3.42661178793972, 4.056121020727589, 5.196159521377641, 4.5664976197377305, 3.041779046000538, 1.2109542933637234, 4.426169328123643, 3.864968323820735, 5.007071499264696, 1.3526567915951218, 2.807025185212961, 3.579976818657305, 3.1598722671764907]|252.3814986342039219|      0.25000000|[5016, 704, 88, 440]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      89|[4.025891531520041, 4.36759236033483, 5.184420464486835, 4.182705518558963, 3.11000052960788, 4.047080180077328, 4.770015360256881, 5.094969763515485, 3.4479139191159467, 4.560861866693169, 4.440271658419531, 4.342267863788322, 4.258404825012827, 4.234347751324401, 0.8368202514773291, 4.404299093701396, 1.4197806628676637, 2.385540757133054, 2.691767272820381, 1.7553739167893203, 3.488230253695453, 3.3453092399242235, 3.8796293291681145, 0.9593345216330128, 4.7349398987468225, 1.554863946474001, 3.2862224255765105, 4.791278831132667, 4.2188815343697375, 4.711904276573843, 4.563086989904749, 3.2989938952993243, 3.759951353779306, 2.901791800094763, 4.740152363717774, 4.776894903614918, 3.592476602521849, 3.45034046631729, 4.040868149924796, 5.24301563684105, 4.602770145226652, 3.0132077127057575, 1.2213752625190022, 4.460056590803014, 3.7984196892494575, 4.982596285278687, 1.338435391176032, 2.8354159569269157, 3.5788885794127587, 3.1681175005959084]|251.1998098956355818|      0.50000000|[5073, 712, 89, 445]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      90|[4.025891531520041, 4.36759236033483, 5.184420464486835, 4.182705518558963, 3.11000052960788, 4.047080180077328, 4.770015360256881, 5.094969763515485, 3.4479139191159467, 4.560861866693169, 4.440271658419531, 4.342267863788322, 4.258404825012827, 4.234347751324401, 0.8368202514773291, 4.404299093701396, 1.4197806628676637, 2.385540757133054, 2.691767272820381, 1.7553739167893203, 3.488230253695453, 3.3453092399242235, 3.8796293291681145, 0.9593345216330128, 4.7349398987468225, 1.554863946474001, 3.2862224255765105, 4.791278831132667, 4.2188815343697375, 4.711904276573843, 4.563086989904749, 3.2989938952993243, 3.759951353779306, 2.901791800094763, 4.740152363717774, 4.776894903614918, 3.592476602521849, 3.45034046631729, 4.040868149924796, 5.24301563684105, 4.602770145226652, 3.0132077127057575, 1.2213752625190022, 4.460056590803014, 3.7984196892494575, 4.982596285278687, 1.338435391176032, 2.8354159569269157, 3.5788885794127587, 3.1681175005959084]|251.1998098956355818|      0.25000000|[5130, 720, 90, 450]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      91|[4.025891531520041, 4.36759236033483, 5.184420464486835, 4.182705518558963, 3.11000052960788, 4.047080180077328, 4.770015360256881, 5.094969763515485, 3.4479139191159467, 4.560861866693169, 4.440271658419531, 4.342267863788322, 4.258404825012827, 4.234347751324401, 0.8368202514773291, 4.404299093701396, 1.4197806628676637, 2.385540757133054, 2.691767272820381, 1.7553739167893203, 3.488230253695453, 3.3453092399242235, 3.8796293291681145, 0.9593345216330128, 4.7349398987468225, 1.554863946474001, 3.2862224255765105, 4.791278831132667, 4.2188815343697375, 4.711904276573843, 4.563086989904749, 3.2989938952993243, 3.759951353779306, 2.901791800094763, 4.740152363717774, 4.776894903614918, 3.592476602521849, 3.45034046631729, 4.040868149924796, 5.24301563684105, 4.602770145226652, 3.0132077127057575, 1.2213752625190022, 4.460056590803014, 3.7984196892494575, 4.982596285278687, 1.338435391176032, 2.8354159569269157, 3.5788885794127587, 3.1681175005959084]|251.1998098956355818|      0.12500000|[5187, 728, 91, 455]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      92|[4.026792729058387, 4.394047830794238, 5.160490420605716, 4.190583282227858, 3.094833815818976, 4.072215482991614, 4.798569696736024, 5.102305595395838, 3.45903013831223, 4.563770733816743, 4.45547756215554, 4.3512199228436215, 4.250817517446934, 4.236590507982785, 0.8440820949209724, 4.422157831640251, 1.4513613699411956, 2.3942570471923896, 2.7209258098635587, 1.7769080693052013, 3.4792201597417103, 3.314553062843493, 3.891738495973632, 0.9865397419363746, 4.7497078591872, 1.5193370276278206, 3.3015147398114753, 4.793073855672799, 4.216483128345203, 4.721592837485333, 4.572762084687827, 3.314801017697675, 3.769736659555316, 2.8664026969593563, 4.743819972542315, 4.789025552145855, 3.602655543388024, 3.462186260738563, 4.064995426989201, 5.240082306705348, 4.5937534945451475, 3.0113693193489195, 1.1808754913592368, 4.472860499149641, 3.8040892080689073, 4.973786378947367, 1.3500634053207616, 2.812084180345512, 3.5823176489983153, 3.1817570574797505]|249.9214228246409277|      0.25000000|[5244, 736, 92, 460]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      93|[4.07326927394906, 4.4675603257814185, 5.131052866340831, 4.237201277118625, 3.0944724911610515, 4.082002868849094, 4.832064559983964, 5.105842873339455, 3.493063683091118, 4.556215869998511, 4.452270887400595, 4.369438281520354, 4.231296226255326, 4.289988338569958, 0.8955800559302993, 4.434703946976204, 1.4456511987644372, 2.4469430343114222, 2.755196847423972, 1.784365609460583, 3.4676786214106, 3.2927410908450434, 3.9203838145518013, 1.0109975257380819, 4.777606698658519, 1.6066311928999277, 3.3278583569464395, 4.805156617707144, 4.24141620461909, 4.689486921851155, 4.557290770770769, 3.363294961210385, 3.8323766577840432, 2.8949266493486894, 4.766020486534226, 4.838132333984766, 3.666910255556302, 3.4177450506827483, 4.087632104667108, 5.262848289939087, 4.5764623655033665, 3.0097584480720303, 1.188026651915105, 4.522421729472449, 3.8161486034165737, 4.982400818773319, 1.3741578715021137, 2.8193383898044777, 3.57266972156751, 3.2523753020378465]|248.6251967384939121|      0.50000000|[5301, 744, 93, 465]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      94|[4.07326927394906, 4.4675603257814185, 5.131052866340831, 4.237201277118625, 3.0944724911610515, 4.082002868849094, 4.832064559983964, 5.105842873339455, 3.493063683091118, 4.556215869998511, 4.452270887400595, 4.369438281520354, 4.231296226255326, 4.289988338569958, 0.8955800559302993, 4.434703946976204, 1.4456511987644372, 2.4469430343114222, 2.755196847423972, 1.784365609460583, 3.4676786214106, 3.2927410908450434, 3.9203838145518013, 1.0109975257380819, 4.777606698658519, 1.6066311928999277, 3.3278583569464395, 4.805156617707144, 4.24141620461909, 4.689486921851155, 4.557290770770769, 3.363294961210385, 3.8323766577840432, 2.8949266493486894, 4.766020486534226, 4.838132333984766, 3.666910255556302, 3.4177450506827483, 4.087632104667108, 5.262848289939087, 4.5764623655033665, 3.0097584480720303, 1.188026651915105, 4.522421729472449, 3.8161486034165737, 4.982400818773319, 1.3741578715021137, 2.8193383898044777, 3.57266972156751, 3.2523753020378465]|248.6251967384939121|      0.25000000|[5358, 752, 94, 470]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      95|[4.07326927394906, 4.4675603257814185, 5.131052866340831, 4.237201277118625, 3.0944724911610515, 4.082002868849094, 4.832064559983964, 5.105842873339455, 3.493063683091118, 4.556215869998511, 4.452270887400595, 4.369438281520354, 4.231296226255326, 4.289988338569958, 0.8955800559302993, 4.434703946976204, 1.4456511987644372, 2.4469430343114222, 2.755196847423972, 1.784365609460583, 3.4676786214106, 3.2927410908450434, 3.9203838145518013, 1.0109975257380819, 4.777606698658519, 1.6066311928999277, 3.3278583569464395, 4.805156617707144, 4.24141620461909, 4.689486921851155, 4.557290770770769, 3.363294961210385, 3.8323766577840432, 2.8949266493486894, 4.766020486534226, 4.838132333984766, 3.666910255556302, 3.4177450506827483, 4.087632104667108, 5.262848289939087, 4.5764623655033665, 3.0097584480720303, 1.188026651915105, 4.522421729472449, 3.8161486034165737, 4.982400818773319, 1.3741578715021137, 2.8193383898044777, 3.57266972156751, 3.2523753020378465]|248.6251967384939121|      0.12500000|[5415, 760, 95, 475]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      96|[4.0896465800632305, 4.482255603154727, 5.126305903165884, 4.238385247687419, 3.0949047967574073, 4.081120808962569, 4.827541966943096, 5.0945672992204445, 3.5057560306360642, 4.549100915540008, 4.4518861314661615, 4.381593540369182, 4.2720935478255, 4.300864943926389, 0.8886439582386596, 4.455083983136489, 1.4206461064810465, 2.455612573788492, 2.7730044358844093, 1.7897298744137948, 3.4320105610247014, 3.279943410261776, 3.924142291938228, 1.003752724101591, 4.787500686066879, 1.5667247818934453, 3.3411518230407626, 4.798864525702987, 4.243512547406477, 4.6862581374116585, 4.556572996029634, 3.362709652052656, 3.829350770003322, 2.8557318612654585, 4.766024200399239, 4.813343617212804, 3.6616403529606183, 3.3943661218429435, 4.112583624686622, 5.272533583766315, 4.577193454890075, 2.996802104883502, 1.1585779139812113, 4.543340230914925, 3.79789930553913, 4.979489672321105, 1.3335530715786876, 2.7991650943059896, 3.5943493544430183, 3.2423651419225115]|247.8783211317239648|      0.25000000|[5472, 768, 96, 480]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      97|[4.138177430237706, 4.470107678300069, 5.162824146230625, 4.291845175569898, 3.133328532742153, 4.135668599298929, 4.835656155774835, 5.121581910739341, 3.5204057686210954, 4.604357624424839, 4.469918280338578, 4.398461818842093, 4.299223011194116, 4.312912518549227, 0.9208350795598941, 4.479925591886157, 1.4534931517701286, 2.487334070691937, 2.7977817111772487, 1.8451616748378084, 3.4110440955824166, 3.2782844395000845, 4.000287002043576, 1.0462593561884654, 4.750544908023987, 1.629361523089836, 3.320980244383411, 4.812521379729868, 4.253990391141181, 4.6935289573793755, 4.546660795292486, 3.4081473906596402, 3.8642094934519924, 2.825663006327935, 4.753856237016557, 4.840640783962095, 3.743734358112008, 3.4539878109574205, 4.163122489329803, 5.287363804042132, 4.6226525576878625, 2.9773788219880366, 1.168158895009153, 4.554919450461127, 3.7833098457633696, 5.010670826672335, 1.3749327898567076, 2.8117529858263564, 3.6112438692982747, 3.2371311482298815]|246.7123666566063207|      0.50000000|[5529, 776, 97, 485]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      98|[4.138177430237706, 4.470107678300069, 5.162824146230625, 4.291845175569898, 3.133328532742153, 4.135668599298929, 4.835656155774835, 5.121581910739341, 3.5204057686210954, 4.604357624424839, 4.469918280338578, 4.398461818842093, 4.299223011194116, 4.312912518549227, 0.9208350795598941, 4.479925591886157, 1.4534931517701286, 2.487334070691937, 2.7977817111772487, 1.8451616748378084, 3.4110440955824166, 3.2782844395000845, 4.000287002043576, 1.0462593561884654, 4.750544908023987, 1.629361523089836, 3.320980244383411, 4.812521379729868, 4.253990391141181, 4.6935289573793755, 4.546660795292486, 3.4081473906596402, 3.8642094934519924, 2.825663006327935, 4.753856237016557, 4.840640783962095, 3.743734358112008, 3.4539878109574205, 4.163122489329803, 5.287363804042132, 4.6226525576878625, 2.9773788219880366, 1.168158895009153, 4.554919450461127, 3.7833098457633696, 5.010670826672335, 1.3749327898567076, 2.8117529858263564, 3.6112438692982747, 3.2371311482298815]|246.7123666566063207|      0.25000000|[5586, 784, 98, 490]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      99|[4.138177430237706, 4.470107678300069, 5.162824146230625, 4.291845175569898, 3.133328532742153, 4.135668599298929, 4.835656155774835, 5.121581910739341, 3.5204057686210954, 4.604357624424839, 4.469918280338578, 4.398461818842093, 4.299223011194116, 4.312912518549227, 0.9208350795598941, 4.479925591886157, 1.4534931517701286, 2.487334070691937, 2.7977817111772487, 1.8451616748378084, 3.4110440955824166, 3.2782844395000845, 4.000287002043576, 1.0462593561884654, 4.750544908023987, 1.629361523089836, 3.320980244383411, 4.812521379729868, 4.253990391141181, 4.6935289573793755, 4.546660795292486, 3.4081473906596402, 3.8642094934519924, 2.825663006327935, 4.753856237016557, 4.840640783962095, 3.743734358112008, 3.4539878109574205, 4.163122489329803, 5.287363804042132, 4.6226525576878625, 2.9773788219880366, 1.168158895009153, 4.554919450461127, 3.7833098457633696, 5.010670826672335, 1.3749327898567076, 2.8117529858263564, 3.6112438692982747, 3.2371311482298815]|246.7123666566063207|      0.12500000|[5643, 792, 99, 495]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
     100|[4.13839246125126, 4.466247706031262, 5.156903650885724, 4.309143654776961, 3.1180283137336646, 4.1106218829918575, 4.835664872960728, 5.121526624152972, 3.5337375501732313, 4.599836863695871, 4.458658543214855, 4.39785356479412, 4.300382338054738, 4.314377916568917, 0.8626639864998228, 4.497616652252644, 1.4221371629926345, 2.4900849983821702, 2.8091786262095417, 1.8754595935439498, 3.4166552393091574, 3.2796822243069284, 4.0083224938192, 0.9964648789469377, 4.740450279900032, 1.6428444437021232, 3.314293433964904, 4.803055908298118, 4.2480141653150145, 4.700699122089615, 4.542806317281626, 3.423026640302231, 3.86076413730517, 2.8086494565952163, 4.740833631553281, 4.838068829816476, 3.7349088257726772, 3.433110703535763, 4.174644165137615, 5.283275669393121, 4.638762267025684, 2.986967566921774, 1.1571894298416598, 4.574874114543107, 3.78094867269018, 5.022555030141829, 1.3221730594668797, 2.806424803003942, 3.6112314664578764, 3.244983263652195]|246.1268180099788196|      0.25000000|[5700, 800, 100, 500]                                                      |  | used linear model with 65 points | iterate success | actual_k=2
