k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3180141369885396, 0.0754058262583146, 0.2682231715375358, -0.0637434635464657, 0.1203954114485639, 0.2835605331340655, 0.1334335909401365, -0.1328051091494195, 0.1344701977172167, -0.0307433455099355, 0.1847092662173257, 0.1620847976857106, 0.0231661633170361, 0.1348886702991499, 0.1974447658320706, 0.1276487248794715, 0.1445194557954555, 0.109067975529795, 0.0473420775996164, 0.1624287358531993, 0.0910820762580851, -0.0440665850113959, 0.2445425104622543, 0.0696233755458569, 0.2272766588416014, 0.102467893206307, 0.1336722051778912, 0.075119874793867, 0.1228345886288341, 0.068226338269775, 0.1170076064510771, -0.035218643252638, 0.1343612482731322, 0.1679084931102117, -0.0078652357632445, 0.1551057502464487, 0.0717726324356624, 0.0998719109899067, 0.0609181993290694, 0.0392894823769403, 0.0624998086146654, 0.0327446162014401, -0.0314596628807231, -0.0158768710327176, 0.128954542542965, 0.2068490639851675, 0.3095549558078898, -0.0085171358132979, 0.1345062404722642, 0.0800051012390257]|1750.3620046023743271|      2.00000000|[61, 4, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=1
      72|[3.5225936976114682, 4.3169394928601585, 5.039275738962362, 3.777522782558586, 2.9843298413300645, 3.960904098480282, 4.443258427470712, 4.446982304470609, 3.893432052009484, 3.5985582563042247, 4.629249452401842, 4.243723120547999, 3.457299549193408, 4.124405812992163, 0.1116672783470226, 4.115299846649581, 0.9599328735426853, 2.29343889933295, 2.1620947769619683, 2.148475607948707, 3.1819124727522454, 2.408371579945219, 4.2361570385330864, 2.0038444302478666, 4.343702372259544, 1.9172474705417053, 3.328756258241505, 4.827750551649137, 2.995406612642004, 5.001413122510996, 4.497006840136423, 3.5851174299991655, 4.250555513387168, 2.9151152157922082, 4.962093006943897, 4.800471575149384, 2.9767069307041596, 3.5164531927105434, 3.8175395764150974, 5.050302399158704, 4.93174662096409, 2.9443366889846856, 0.7289388191907962, 4.205047750459302, 3.6931438377457266, 4.401624186968811, 1.655532856251977, 3.1743816248780443, 3.6172515830483083, 3.06648689052588]|266.5178256278357480|      0.25000000|[4392, 288, 72, 360]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      73|[3.5225936976114682, 4.3169394928601585, 5.039275738962362, 3.777522782558586, 2.9843298413300645, 3.960904098480282, 4.443258427470712, 4.446982304470609, 3.893432052009484, 3.5985582563042247, 4.629249452401842, 4.243723120547999, 3.457299549193408, 4.124405812992163, 0.1116672783470226, 4.115299846649581, 0.9599328735426853, 2.29343889933295, 2.1620947769619683, 2.148475607948707, 3.1819124727522454, 2.408371579945219, 4.2361570385330864, 2.0038444302478666, 4.343702372259544, 1.9172474705417053, 3.328756258241505, 4.827750551649137, 2.995406612642004, 5.001413122510996, 4.497006840136423, 3.5851174299991655, 4.250555513387168, 2.9151152157922082, 4.962093006943897, 4.800471575149384, 2.9767069307041596, 3.5164531927105434, 3.8175395764150974, 5.050302399158704, 4.93174662096409, 2.9443366889846856, 0.7289388191907962, 4.205047750459302, 3.6931438377457266, 4.401624186968811, 1.655532856251977, 3.1743816248780443, 3.6172515830483083, 3.06648689052588]|266.5178256278357480|      0.12500000|[4453, 292, 73, 365]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      74|[3.5598755031114027, 4.329621002450871, 5.048025968153776, 3.7821885331982217, 2.9902449296065043, 3.9734377331786837, 4.441321733776043, 4.4557890319709985, 3.897982724685143, 3.6264247031327934, 4.626244398012882, 4.242426382876784, 3.47980859492823, 4.133853254527317, 0.093537928545081, 4.108815118373109, 0.9448742510756467, 2.30552155747783, 2.1762315478828027, 2.1566250514630427, 3.1750475363031208, 2.431035019276872, 4.253318028873983, 1.9826620968971045, 4.377266519793235, 1.9225419610442867, 3.343508949797612, 4.828977612038915, 3.027101422125174, 5.002930504752136, 4.512222521334657, 3.600977768100723, 4.265966564391871, 2.906797567578346, 4.959972112933783, 4.785845532476946, 3.0059675911849406, 3.499784258079104, 3.8407653484461637, 5.08371487904596, 4.940027520807656, 2.941822095560187, 0.7464634033177864, 4.20015119773894, 3.690389568942179, 4.426151169414681, 1.6051066743531777, 3.1780982572274437, 3.602473218244402, 3.0624656376920414]|265.3019516015910426|      0.25000000|[4514, 296, 74, 370]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      75|[3.621724758150072, 4.362127971452519, 5.067297322651816, 3.8479484255283714, 3.0061883040273973, 3.9868106541856854, 4.470108201857398, 4.483937060025581, 3.8896075597646895, 3.6584559634387124, 4.652687918635709, 4.266784367755257, 3.524733017492102, 4.152572674445158, 0.126388739091704, 4.1279210527761245, 1.0130419877536605, 2.3422590947006245, 2.213797593004791, 2.184721672965166, 3.1188807336170328, 2.4578642579078083, 4.2950109528717695, 1.9615413128182526, 4.386833983684913, 1.9388120948458445, 3.370836873936465, 4.82809074765443, 3.1106864396597964, 4.970335245564462, 4.576713171101958, 3.638787148962549, 4.305561885080626, 2.9076393285984543, 4.984815692201427, 4.797793526675205, 3.0539513303330335, 3.5511655927711976, 3.8773034432793536, 5.096339065374015, 4.941615986787524, 2.9435670814142436, 0.7857015116820313, 4.259732186770409, 3.6747853077590342, 4.454858831865224, 1.6160846603509935, 3.165638740886295, 3.6058505327036596, 3.083774789635678]|262.3438486153987697|      0.50000000|[4575, 300, 75, 375]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      76|[3.621724758150072, 4.362127971452519, 5.067297322651816, 3.8479484255283714, 3.0061883040273973, 3.9868106541856854, 4.470108201857398, 4.483937060025581, 3.8896075597646895, 3.6584559634387124, 4.652687918635709, 4.266784367755257, 3.524733017492102, 4.152572674445158, 0.126388739091704, 4.1279210527761245, 1.0130419877536605, 2.3422590947006245, 2.213797593004791, 2.184721672965166, 3.1188807336170328, 2.4578642579078083, 4.2950109528717695, 1.9615413128182526, 4.386833983684913, 1.9388120948458445, 3.370836873936465, 4.82809074765443, 3.1106864396597964, 4.970335245564462, 4.576713171101958, 3.638787148962549, 4.305561885080626, 2.9076393285984543, 4.984815692201427, 4.797793526675205, 3.0539513303330335, 3.5511655927711976, 3.8773034432793536, 5.096339065374015, 4.941615986787524, 2.9435670814142436, 0.7857015116820313, 4.259732186770409, 3.6747853077590342, 4.454858831865224, 1.6160846603509935, 3.165638740886295, 3.6058505327036596, 3.083774789635678]|262.3438486153987697|      0.25000000|[4636, 304, 76, 380]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      77|[3.621724758150072, 4.362127971452519, 5.067297322651816, 3.8479484255283714, 3.0061883040273973, 3.9868106541856854, 4.470108201857398, 4.483937060025581, 3.8896075597646895, 3.6584559634387124, 4.652687918635709, 4.266784367755257, 3.524733017492102, 4.152572674445158, 0.126388739091704, 4.1279210527761245, 1.0130419877536605, 2.3422590947006245, 2.213797593004791, 2.184721672965166, 3.1188807336170328, 2.4578642579078083, 4.2950109528717695, 1.9615413128182526, 4.386833983684913, 1.9388120948458445, 3.370836873936465, 4.82809074765443, 3.1106864396597964, 4.970335245564462, 4.576713171101958, 3.638787148962549, 4.305561885080626, 2.9076393285984543, 4.984815692201427, 4.797793526675205, 3.0539513303330335, 3.5511655927711976, 3.8773034432793536, 5.096339065374015, 4.941615986787524, 2.9435670814142436, 0.7857015116820313, 4.259732186770409, 3.6747853077590342, 4.454858831865224, 1.6160846603509935, 3.165638740886295, 3.6058505327036596, 3.083774789635678]|262.3438486153987697|      0.12500000|[4697, 308, 77, 385]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      78|[3.661110520743844, 4.388882017713107, 5.074337679932948, 3.876265426038796, 3.0080373632287105, 3.9834522577755465, 4.485010626597009, 4.479804652571718, 3.8939064942453463, 3.684467641971815, 4.658120388333281, 4.290544554090283, 3.5368737735721565, 4.172931794982987, 0.1177919102418982, 4.147350394141492, 1.0018281159436115, 2.3470178129348445, 2.2193940153620106, 2.184294049439454, 3.1260032536917928, 2.4692640566141435, 4.317314981498039, 1.9312597662708446, 4.393096959735069, 1.904700801816474, 3.3662884130939004, 4.811864559974763, 3.1531369834052034, 4.9577275252582105, 4.571433264706932, 3.6549523677981055, 4.322026943726546, 2.8920780925823895, 4.9695223906793995, 4.814854601834474, 3.093801146553113, 3.557065549391116, 3.8872703692525112, 5.113455210958415, 4.950238736814033, 2.9425187141840023, 0.7632290803544887, 4.266358720383461, 3.6668371132725457, 4.4694462160537975, 1.594944126696281, 3.1678516944338684, 3.610709027574722, 3.0807478378560993]|261.1186079223019760|      0.25000000|[4758, 312, 78, 390]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      79|[3.677399734805776, 4.394049352880457, 5.049263539215074, 3.9243204700631638, 3.0044675097927125, 3.971204324588655, 4.521476568849517, 4.521073039830484, 3.913896267827688, 3.7278403670594646, 4.674569623324618, 4.260604900764308, 3.574423099841954, 4.217496059959209, 0.1743703956712242, 4.182109670956501, 1.0787085576336808, 2.385449831254094, 2.251518830808504, 2.200802299398765, 3.119813960193648, 2.5432597804167827, 4.342110951429817, 1.9289951852241687, 4.401354780573691, 1.9172795210660254, 3.389841020611084, 4.808070237896967, 3.1780781807702336, 4.894296485467166, 4.572591371965494, 3.673615347392747, 4.367669825785758, 2.9263647821063414, 4.994494042732457, 4.781406191146277, 3.0943050069689595, 3.573424440411512, 3.9031358939647545, 5.178542088910945, 4.953943323741944, 2.906204985561465, 0.7891384988664873, 4.330083522266676, 3.6451090076633363, 4.521972287970575, 1.6202470741039479, 3.160918260028827, 3.6655255170455487, 3.0425524235987838]|260.0847124756600124|      0.50000000|[4819, 316, 79, 395]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      80|[3.677399734805776, 4.394049352880457, 5.049263539215074, 3.9243204700631638, 3.0044675097927125, 3.971204324588655, 4.521476568849517, 4.521073039830484, 3.913896267827688, 3.7278403670594646, 4.674569623324618, 4.260604900764308, 3.574423099841954, 4.217496059959209, 0.1743703956712242, 4.182109670956501, 1.0787085576336808, 2.385449831254094, 2.251518830808504, 2.200802299398765, 3.119813960193648, 2.5432597804167827, 4.342110951429817, 1.9289951852241687, 4.401354780573691, 1.9172795210660254, 3.389841020611084, 4.808070237896967, 3.1780781807702336, 4.894296485467166, 4.572591371965494, 3.673615347392747, 4.367669825785758, 2.9263647821063414, 4.994494042732457, 4.781406191146277, 3.0943050069689595, 3.573424440411512, 3.9031358939647545, 5.178542088910945, 4.953943323741944, 2.906204985561465, 0.7891384988664873, 4.330083522266676, 3.6451090076633363, 4.521972287970575, 1.6202470741039479, 3.160918260028827, 3.6655255170455487, 3.0425524235987838]|260.0847124756600124|      0.25000000|[4880, 320, 80, 400]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      81|[3.677399734805776, 4.394049352880457, 5.049263539215074, 3.9243204700631638, 3.0044675097927125, 3.971204324588655, 4.521476568849517, 4.521073039830484, 3.913896267827688, 3.7278403670594646, 4.674569623324618, 4.260604900764308, 3.574423099841954, 4.217496059959209, 0.1743703956712242, 4.182109670956501, 1.0787085576336808, 2.385449831254094, 2.251518830808504, 2.200802299398765, 3.119813960193648, 2.5432597804167827, 4.342110951429817, 1.9289951852241687, 4.401354780573691, 1.9172795210660254, 3.389841020611084, 4.808070237896967, 3.1780781807702336, 4.894296485467166, 4.572591371965494, 3.673615347392747, 4.367669825785758, 2.9263647821063414, 4.994494042732457, 4.781406191146277, 3.0943050069689595, 3.573424440411512, 3.9031358939647545, 5.178542088910945, 4.953943323741944, 2.906204985561465, 0.7891384988664873, 4.330083522266676, 3.6451090076633363, 4.521972287970575, 1.6202470741039479, 3.160918260028827, 3.6655255170455487, 3.0425524235987838]|260.0847124756600124|      0.12500000|[4941, 324, 81, 405]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      82|[3.703855928733503, 4.409451536395304, 5.048380939605247, 3.93875166889152, 3.001379508834698, 3.9743873061621904, 4.532633015659664, 4.543618069377901, 3.9193554618576782, 3.7515217655067246, 4.683548697573321, 4.280268564668878, 3.585653593361384, 4.220125028973725, 0.1496708546415243, 4.179317656178008, 1.031365743896285, 2.3829557498198564, 2.253880557451034, 2.201597848897962, 3.124709490065774, 2.5599365067481488, 4.357228140878388, 1.8596204071173354, 4.402988580008859, 1.921682835265322, 3.408562369168923, 4.817615928093289, 3.20016532659445, 4.899567676378954, 4.583538912575518, 3.689703047978624, 4.367680711686179, 2.9324410766601945, 4.99434827106095, 4.7860566813409715, 3.097408654462135, 3.583057125756969, 3.9098969352222435, 5.183089814676028, 4.953016831260065, 2.9105749759974535, 0.7891993882714521, 4.329053894903689, 3.6578971228877903, 4.5164119715208075, 1.5744648657861842, 3.1645729787720756, 3.652095789069102, 3.06071331436526]|258.6750187135137367|      0.25000000|[5002, 328, 82, 410]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      83|[3.7352924065865656, 4.455786152075754, 5.071733488069662, 3.941746888194949, 2.9736548626027552, 4.02208636730992, 4.5687518609929, 4.537304634241806, 3.9014783426086974, 3.779530545520226, 4.668944630797728, 4.326605836435564, 3.641456724205716, 4.2495384454540615, 0.1483392478761195, 4.231200343427649, 1.07464443211234, 2.3801555988014798, 2.286685037731525, 2.249776623571609, 3.1307722084372918, 2.60521709711704, 4.351630816816045, 1.8958588619197212, 4.432904218431709, 1.855626082685467, 3.3924864170263587, 4.831732106784565, 3.249738366198191, 4.889191445929549, 4.593364355532761, 3.7270469117391514, 4.377047282538008, 2.8696712423253494, 5.0152138363309335, 4.780282923290154, 3.110306778732384, 3.5579702545997987, 3.904205985142814, 5.228856086066439, 5.033626453009739, 2.889572955945482, 0.709250762928358, 4.3414595658978765, 3.6669832866110434, 4.544150379362958, 1.5411189366742404, 3.158898702769894, 3.6156953456751144, 3.02099148700137]|257.4505702950307295|      0.50000000|[5063, 332, 83, 415]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      84|[3.7352924065865656, 4.455786152075754, 5.071733488069662, 3.941746888194949, 2.9736548626027552, 4.02208636730992, 4.5687518609929, 4.537304634241806, 3.9014783426086974, 3.779530545520226, 4.668944630797728, 4.326605836435564, 3.641456724205716, 4.2495384454540615, 0.1483392478761195, 4.231200343427649, 1.07464443211234, 2.3801555988014798, 2.286685037731525, 2.249776623571609, 3.1307722084372918, 2.60521709711704, 4.351630816816045, 1.8958588619197212, 4.432904218431709, 1.855626082685467, 3.3924864170263587, 4.831732106784565, 3.249738366198191, 4.889191445929549, 4.593364355532761, 3.7270469117391514, 4.377047282538008, 2.8696712423253494, 5.0152138363309335, 4.780282923290154, 3.110306778732384, 3.5579702545997987, 3.904205985142814, 5.228856086066439, 5.033626453009739, 2.889572955945482, 0.709250762928358, 4.3414595658978765, 3.6669832866110434, 4.544150379362958, 1.5411189366742404, 3.158898702769894, 3.6156953456751144, 3.02099148700137]|257.4505702950307295|      0.25000000|[5124, 336, 84, 420]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      85|[3.7572542124054547, 4.484220162201946, 5.032112927569775, 3.97331313093252, 2.9320085958153954, 4.083498989280993, 4.597654940348931, 4.5272456425220735, 3.9210859510037155, 3.8405693951914173, 4.6676625831849945, 4.406661996873424, 3.670061783541399, 4.221690122948338, 0.1328266237364948, 4.253059499597024, 1.0912032062372359, 2.367015183094096, 2.3173811525191823, 2.280426783605671, 3.15771047797986, 2.653014343551122, 4.371191429229994, 1.8703588492125403, 4.4597558428489465, 1.9047961720200302, 3.339580726123804, 4.883237520585264, 3.289101720495213, 4.88226585861764, 4.617573854517479, 3.745269413245249, 4.389071972923047, 2.9426993154042305, 5.065157221683906, 4.799518784546564, 3.175568435932803, 3.569214404593874, 3.929428093796792, 5.255697208556936, 5.054619012760282, 2.898987314983461, 0.7562706057609099, 4.367590460169638, 3.7008371953110824, 4.544110786309174, 1.5197829890072583, 3.141216543223019, 3.607441046029699, 3.0699847174301684]|254.9844182366670964|      0.50000000|[5185, 340, 85, 425]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      86|[3.7572542124054547, 4.484220162201946, 5.032112927569775, 3.97331313093252, 2.9320085958153954, 4.083498989280993, 4.597654940348931, 4.5272456425220735, 3.9210859510037155, 3.8405693951914173, 4.6676625831849945, 4.406661996873424, 3.670061783541399, 4.221690122948338, 0.1328266237364948, 4.253059499597024, 1.0912032062372359, 2.367015183094096, 2.3173811525191823, 2.280426783605671, 3.15771047797986, 2.653014343551122, 4.371191429229994, 1.8703588492125403, 4.4597558428489465, 1.9047961720200302, 3.339580726123804, 4.883237520585264, 3.289101720495213, 4.88226585861764, 4.617573854517479, 3.745269413245249, 4.389071972923047, 2.9426993154042305, 5.065157221683906, 4.799518784546564, 3.175568435932803, 3.569214404593874, 3.929428093796792, 5.255697208556936, 5.054619012760282, 2.898987314983461, 0.7562706057609099, 4.367590460169638, 3.7008371953110824, 4.544110786309174, 1.5197829890072583, 3.141216543223019, 3.607441046029699, 3.0699847174301684]|254.9844182366670964|      0.25000000|[5246, 344, 86, 430]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      87|[3.81935440783607, 4.47983363002094, 5.007180228614463, 4.011637473968161, 2.9832701109971564, 4.1220925569255105, 4.631250621753719, 4.510833478850282, 3.972950070791223, 3.8589902880729485, 4.669968339181703, 4.416120666171515, 3.7134708674803556, 4.258197542026966, 0.1329661160573665, 4.270822487469027, 1.1875746553654256, 2.349888823600529, 2.376481475608795, 2.2961757011395605, 3.161518063301861, 2.683796143395899, 4.411162186559943, 1.8698859963406587, 4.459786517891261, 1.899791259622189, 3.345945523944867, 4.898489129645595, 3.3747676063190784, 4.848050220423336, 4.640680396185767, 3.7388236390479075, 4.3963700488104385, 2.897515120552622, 5.068364812212824, 4.831759975083986, 3.2291999419614563, 3.5948795667832005, 3.953020657403466, 5.245818615279622, 5.10013064523695, 2.9191788035594968, 0.6763757965827897, 4.382788194789305, 3.7113200070340633, 4.556985086862087, 1.5172846323527753, 3.1703111731454516, 3.5689699842566482, 3.0621087043600004]|253.4878222169797652|      0.50000000|[5307, 348, 87, 435]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      88|[3.81935440783607, 4.47983363002094, 5.007180228614463, 4.011637473968161, 2.9832701109971564, 4.1220925569255105, 4.631250621753719, 4.510833478850282, 3.972950070791223, 3.8589902880729485, 4.669968339181703, 4.416120666171515, 3.7134708674803556, 4.258197542026966, 0.1329661160573665, 4.270822487469027, 1.1875746553654256, 2.349888823600529, 2.376481475608795, 2.2961757011395605, 3.161518063301861, 2.683796143395899, 4.411162186559943, 1.8698859963406587, 4.459786517891261, 1.899791259622189, 3.345945523944867, 4.898489129645595, 3.3747676063190784, 4.848050220423336, 4.640680396185767, 3.7388236390479075, 4.3963700488104385, 2.897515120552622, 5.068364812212824, 4.831759975083986, 3.2291999419614563, 3.5948795667832005, 3.953020657403466, 5.245818615279622, 5.10013064523695, 2.9191788035594968, 0.6763757965827897, 4.382788194789305, 3.7113200070340633, 4.556985086862087, 1.5172846323527753, 3.1703111731454516, 3.5689699842566482, 3.0621087043600004]|253.4878222169797652|      0.25000000|[5368, 352, 88, 440]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      89|[3.81935440783607, 4.47983363002094, 5.007180228614463, 4.011637473968161, 2.9832701109971564, 4.1220925569255105, 4.631250621753719, 4.510833478850282, 3.972950070791223, 3.8589902880729485, 4.669968339181703, 4.416120666171515, 3.7134708674803556, 4.258197542026966, 0.1329661160573665, 4.270822487469027, 1.1875746553654256, 2.349888823600529, 2.376481475608795, 2.2961757011395605, 3.161518063301861, 2.683796143395899, 4.411162186559943, 1.8698859963406587, 4.459786517891261, 1.899791259622189, 3.345945523944867, 4.898489129645595, 3.3747676063190784, 4.848050220423336, 4.640680396185767, 3.7388236390479075, 4.3963700488104385, 2.897515120552622, 5.068364812212824, 4.831759975083986, 3.2291999419614563, 3.5948795667832005, 3.953020657403466, 5.245818615279622, 5.10013064523695, 2.9191788035594968, 0.6763757965827897, 4.382788194789305, 3.7113200070340633, 4.556985086862087, 1.5172846323527753, 3.1703111731454516, 3.5689699842566482, 3.0621087043600004]|253.4878222169797652|      0.12500000|[5429, 356, 89, 445]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      90|[3.851241360836729, 4.495666289650001, 5.008739497644872, 4.032673046930875, 2.9584169920994836, 4.153603587084452, 4.641748604447329, 4.520155699155749, 3.9799143082819315, 3.8689183552464192, 4.685590393266768, 4.405813179589663, 3.7493727966898454, 4.262739070158416, 0.1405360995368556, 4.275873322435971, 1.1722601676853963, 2.3583514723141143, 2.395363936602123, 2.2858645639900743, 3.1326573370312527, 2.687219765090073, 4.415934955067282, 1.8389878899826346, 4.460858793826902, 1.921141611825758, 3.358475125226927, 4.895887070452744, 3.376173507844433, 4.854852597977382, 4.632597571575968, 3.751026089467823, 4.413806252414127, 2.9349190103262472, 5.08071894616322, 4.860008696642116, 3.2448839864208923, 3.5999518935244725, 3.972373309471915, 5.25260235829747, 5.0985989058425965, 2.9429945906630843, 0.6963046313719405, 4.4135579833742105, 3.7067816435219956, 4.5681365290658045, 1.4884456115439806, 3.180487822520212, 3.582606679667681, 3.047440104522812]|252.2768699804192352|      0.25000000|[5490, 360, 90, 450]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      91|[3.8940322712737374, 4.520912422673118, 5.051191753288522, 4.0753451372672505, 2.941775119728712, 4.206513178388001, 4.6832060028716676, 4.522639346915864, 3.982473583905322, 3.874162692798582, 4.716482407671136, 4.482414975255399, 3.831078698477179, 4.256859832802859, 0.1303885855171817, 4.31114919455478, 1.2004625234422959, 2.382977762401686, 2.4453388941844754, 2.296762575192005, 3.122094412460747, 2.7502433502645975, 4.419358359432895, 1.874931761096101, 4.494381338069763, 1.9743601258958434, 3.394232598622071, 4.88739868157214, 3.377869322106264, 4.813119649142503, 4.597566604869832, 3.770182994488409, 4.5077602299922646, 2.9509727289476477, 5.047291929841285, 4.865182583379576, 3.2880440358354406, 3.5974407718696098, 3.945606549110538, 5.258117454032482, 5.078158454409399, 2.9360054719830764, 0.7419042481117846, 4.42319966715453, 3.709895702905778, 4.542658900919275, 1.500497156187815, 3.1397616134683166, 3.6031122570764387, 3.030846731791611]|250.8938453943731872|      0.50000000|[5551, 364, 91, 455]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      92|[3.8940322712737374, 4.520912422673118, 5.051191753288522, 4.0753451372672505, 2.941775119728712, 4.206513178388001, 4.6832060028716676, 4.522639346915864, 3.982473583905322, 3.874162692798582, 4.716482407671136, 4.482414975255399, 3.831078698477179, 4.256859832802859, 0.1303885855171817, 4.31114919455478, 1.2004625234422959, 2.382977762401686, 2.4453388941844754, 2.296762575192005, 3.122094412460747, 2.7502433502645975, 4.419358359432895, 1.874931761096101, 4.494381338069763, 1.9743601258958434, 3.394232598622071, 4.88739868157214, 3.377869322106264, 4.813119649142503, 4.597566604869832, 3.770182994488409, 4.5077602299922646, 2.9509727289476477, 5.047291929841285, 4.865182583379576, 3.2880440358354406, 3.5974407718696098, 3.945606549110538, 5.258117454032482, 5.078158454409399, 2.9360054719830764, 0.7419042481117846, 4.42319966715453, 3.709895702905778, 4.542658900919275, 1.500497156187815, 3.1397616134683166, 3.6031122570764387, 3.030846731791611]|250.8938453943731872|      0.25000000|[5612, 368, 92, 460]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      93|[3.8940322712737374, 4.520912422673118, 5.051191753288522, 4.0753451372672505, 2.941775119728712, 4.206513178388001, 4.6832060028716676, 4.522639346915864, 3.982473583905322, 3.874162692798582, 4.716482407671136, 4.482414975255399, 3.831078698477179, 4.256859832802859, 0.1303885855171817, 4.31114919455478, 1.2004625234422959, 2.382977762401686, 2.4453388941844754, 2.296762575192005, 3.122094412460747, 2.7502433502645975, 4.419358359432895, 1.874931761096101, 4.494381338069763, 1.9743601258958434, 3.394232598622071, 4.88739868157214, 3.377869322106264, 4.813119649142503, 4.597566604869832, 3.770182994488409, 4.5077602299922646, 2.9509727289476477, 5.047291929841285, 4.865182583379576, 3.2880440358354406, 3.5974407718696098, 3.945606549110538, 5.258117454032482, 5.078158454409399, 2.9360054719830764, 0.7419042481117846, 4.42319966715453, 3.709895702905778, 4.542658900919275, 1.500497156187815, 3.1397616134683166, 3.6031122570764387, 3.030846731791611]|250.8938453943731872|      0.12500000|[5673, 372, 93, 465]                                                       |  | used linear model with 65 points | iterate failure | actual_k=1
      94|[3.9164043188625755, 4.5257402539651395, 5.058555369526579, 4.095728551748272, 2.926956572200459, 4.222986971127394, 4.700631820283517, 4.5419558853736, 3.997983831061845, 3.8795330703260196, 4.7376809331791225, 4.49232203429885, 3.8481396905961547, 4.273346080781414, 0.1098698335294113, 4.3283568673920705, 1.190289627303967, 2.3804559482840877, 2.4610866907394797, 2.311454363064652, 3.0983715960492315, 2.768393542839035, 4.416969722371401, 1.861581370857244, 4.492113978599609, 1.911375497863172, 3.382758030869863, 4.89381898220262, 3.3910459652197704, 4.783144766440216, 4.6029077888113, 3.7786505448468826, 4.522416040004487, 2.9376904654134277, 5.045865737890072, 4.868629061351361, 3.300162010955009, 3.578235431443867, 3.965242516057532, 5.252999905596114, 5.0725419053645275, 2.948527660631003, 0.7086255903497799, 4.430916755310406, 3.7286942207652576, 4.550584652307223, 1.4800789115525497, 3.1658198719204025, 3.5982574720588563, 3.0441079716405146]|250.1902627854785806|      0.25000000|[5734, 376, 94, 470]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
      95|[3.9671783944548555, 4.5817476030794095, 5.059285532195361, 4.127393644136734, 2.9288969905195446, 4.242259149665234, 4.713194707565076, 4.5604980119040786, 4.042620329900859, 3.937402655610507, 4.720064948365717, 4.508670743320359, 3.876687918201928, 4.283865315534997, 0.1176208797481452, 4.379933811333108, 1.2594788568358304, 2.3260656842609535, 2.5081828049131465, 2.2944332130689333, 3.1254924152825203, 2.800487296330576, 4.493327216403733, 1.8688880300272785, 4.481578948905411, 1.927898958229783, 3.42261295210522, 4.886900919633912, 3.4142586274379534, 4.764020814103027, 4.563731988096778, 3.8264576778996338, 4.579663025533685, 2.9488829256241003, 5.076408178311267, 4.896790061863661, 3.340736070210006, 3.595242002866083, 3.996313508021131, 5.245609094220086, 5.054223641857531, 2.964575598894045, 0.714816020780305, 4.453724660546895, 3.6738938387750912, 4.547651388991804, 1.464384007896832, 3.0788053118566094, 3.6159894427601227, 3.0618033472392896]|248.6659320240441957|      0.50000000|[5795, 380, 95, 475]                                                       |  | used linear model with 65 points | iterate success | actual_k=1
