k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.90000000|[182, 52, 0, 2]                                                            |  | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=26
      56|[1.021519667141581, 0.0201741854393101, 1.8871948968631176, 0.0126069113663795, 0.0202294516875767, 2.001399534590394, 0.4287344046338908, 0.0200621436800658, 2.118925032282014, 0.8007174806017089, 0.020723708382856, 2.1624095508455436, 0.2202244435483735, 0.0204605314873012, 2.2193689107902275, 2.691421146427011, 0.0196708143828035, 2.2815415759065285, 0.8068128793112602, 0.0196989454458915, 2.3901404608951924, 2.269000447119858, 0.0207015101605214, 2.489205290990849, 14.352915175003398, 0.0246896151256909, 2.5583360828500004, 12.16211117459672, 0.0231498457010865, 2.707771632886823, 0.2763202819311797, 0.0199589452184704, 2.940434230046378, 0.2430010618083395, 0.0200529854959775, 2.9668471819159263, 1.1643940759632148, 0.0200976745778655, 3.128853898968059, 0.1767491936863832, 0.0206233830201689, 3.2262125200389224, 0.1153646573395914, 0.0200270648020332, 3.2547319153841414, 3.747111010588087, 0.0211693282547855, 3.379865625467471, 0.8336012329865727, 0.0204873985634754, 3.6692740075511923, 0.1585779627005956, 0.0199557197160332, 3.721862815404908, 0.3866303769684489, 0.0200859984791734, 3.831263688802664, 0.9233197224238555, 0.0199840511912317, 3.9582971084303655, 0.259995424058732, 0.0203766247458171, 4.05193664101865, 2.0712239944987685, 0.0203968226960669, 4.174900254091606, 1.9450438764768487, 0.019948287883876, 4.430560325277751, 1.4842933912509821, 0.019757968204063, 4.559442856406234, 0.4809361300174269, 0.0196718154748425, 4.601771203967101, 0.4932686569480383, 0.0198138099288092, 4.70475124450554, 0.3289844177000807, 0.0198702462289739, 4.800204749072265, 0.8395523676059552, 0.019465071079388, 4.968913259106503, 0.4607818780223492, 0.0198836100949646, 5.395874496673945, 0.4912161183080589, 0.0199465634021903, 5.418799101928133, 0.9865980297143199, 0.0201356008919664, 2.5865139685377088, -0.0180268321812407, 0.0197508899559003, 3.862337426064153, 0.2651869668250537, 0.0197393834245581, 5.198844477399483]|3532191.7500000000000000|      0.00417456|[10254, 2912, 0, 112]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      57|[1.021519667141581, 0.0201741854393101, 1.8871948968631176, 0.0126069113663795, 0.0202294516875767, 2.001399534590394, 0.4287344046338908, 0.0200621436800658, 2.118925032282014, 0.8007174806017089, 0.020723708382856, 2.1624095508455436, 0.2202244435483735, 0.0204605314873012, 2.2193689107902275, 2.691421146427011, 0.0196708143828035, 2.2815415759065285, 0.8068128793112602, 0.0196989454458915, 2.3901404608951924, 2.269000447119858, 0.0207015101605214, 2.489205290990849, 14.352915175003398, 0.0246896151256909, 2.5583360828500004, 12.16211117459672, 0.0231498457010865, 2.707771632886823, 0.2763202819311797, 0.0199589452184704, 2.940434230046378, 0.2430010618083395, 0.0200529854959775, 2.9668471819159263, 1.1643940759632148, 0.0200976745778655, 3.128853898968059, 0.1767491936863832, 0.0206233830201689, 3.2262125200389224, 0.1153646573395914, 0.0200270648020332, 3.2547319153841414, 3.747111010588087, 0.0211693282547855, 3.379865625467471, 0.8336012329865727, 0.0204873985634754, 3.6692740075511923, 0.1585779627005956, 0.0199557197160332, 3.721862815404908, 0.3866303769684489, 0.0200859984791734, 3.831263688802664, 0.9233197224238555, 0.0199840511912317, 3.9582971084303655, 0.259995424058732, 0.0203766247458171, 4.05193664101865, 2.0712239944987685, 0.0203968226960669, 4.174900254091606, 1.9450438764768487, 0.019948287883876, 4.430560325277751, 1.4842933912509821, 0.019757968204063, 4.559442856406234, 0.4809361300174269, 0.0196718154748425, 4.601771203967101, 0.4932686569480383, 0.0198138099288092, 4.70475124450554, 0.3289844177000807, 0.0198702462289739, 4.800204749072265, 0.8395523676059552, 0.019465071079388, 4.968913259106503, 0.4607818780223492, 0.0198836100949646, 5.395874496673945, 0.4912161183080589, 0.0199465634021903, 5.418799101928133, 0.9865980297143199, 0.0201356008919664, 2.5865139685377088, -0.0180268321812407, 0.0197508899559003, 3.862337426064153, 0.2651869668250537, 0.0197393834245581, 5.198844477399483]|3532191.7500000000000000|      0.00375710|[10438, 2964, 0, 114]                                                      |  | trying linear partial model with 103 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=26
      58|[1.0220560778984193, 0.0200238147716861, 1.8877453741805834, 0.0124980407881045, 0.0199575154006341, 2.001184294424902, 0.4287059710838359, 0.0200368300509843, 2.119228625931857, 0.8008531848077078, 0.0207308793208313, 2.1622365035471165, 0.2204394814218831, 0.0205483242351693, 2.2195419854404776, 2.691473166167737, 0.0201720160707606, 2.2814452650708015, 0.8071298311673409, 0.0194811746716182, 2.3905049541717203, 2.2691457345366133, 0.0206107306423704, 2.489329389460602, 14.353084269252463, 0.027233124954579, 2.5581757848938844, 12.161932355961346, 0.0246542405009014, 2.70799474461039, 0.2762087885223972, 0.0201925283141419, 2.9405420761029375, 0.2425169271880513, 0.0202751171335649, 2.966951299810653, 1.1644517692154497, 0.0204816590260546, 3.128627940532752, 0.176486232622433, 0.0207884037024578, 3.2261248955924935, 0.1152907925568691, 0.020042006422615, 3.2548078161083454, 3.7470175120771825, 0.0212510094623184, 3.3800281308284195, 0.8338159977455698, 0.0208291453066704, 3.669292910017275, 0.1582459765025523, 0.0200849488583692, 3.72219877210023, 0.3864295818294896, 0.0200489214781376, 3.8311436405854007, 0.9235316915998106, 0.0197508238963485, 3.95867846327866, 0.2598977211248558, 0.0200521992134293, 4.05211325183301, 2.0712303308636577, 0.0205030565608479, 4.17510854315495, 1.9448330381269894, 0.0199969114655712, 4.430497702815841, 1.4844480813522607, 0.019626785152694, 4.559936974075662, 0.4809101003240855, 0.0196249065459969, 4.601589418912602, 0.4938449747806, 0.020141286743913, 4.704861376661037, 0.329157553174489, 0.0198427345268372, 4.800353596784041, 0.8398029397346057, 0.019597808084677, 4.968963268834793, 0.4606297487103062, 0.0197018734175759, 5.395829511559489, 0.491798105211057, 0.0196875694777183, 5.418775497604103, 0.9867047571837874, 0.0205202584193642, 2.5865979472469154, -0.0180659504844503, 0.01952478029178, 3.862407660790552, 0.2652387556447579, 0.0202555058823204, 5.198479509011666]|3339464.2500000000000000|      0.00417456|[10624, 3016, 0, 116]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      59|[1.0221855314933244, 0.0200755749434911, 1.8883309361112495, 0.0121538546334012, 0.0198225808382338, 2.0013444285723, 0.4286523915597924, 0.0203014922831326, 2.1192394956801874, 0.8007721626079228, 0.0207041428380815, 2.162190737339549, 0.2203446015147129, 0.0209147034325513, 2.219422084137827, 2.692088907997106, 0.0206710193278577, 2.2810948052700475, 0.8070414512490011, 0.0195307133199134, 2.390939332785794, 2.269204644063581, 0.0208528720659387, 2.4891894002827764, 14.352999256543505, 0.0298806949866804, 2.5579306091116467, 12.161819842286123, 0.0267620918422341, 2.707973268068428, 0.2757954652329079, 0.0206114842961735, 2.9405102052544563, 0.2425723900844893, 0.0204456734245544, 2.9671828397764424, 1.1644851079242315, 0.0209209176874258, 3.1289467237272386, 0.1761664259266806, 0.0206584958456861, 3.2260834626005463, 0.1154210017774162, 0.0201018154383866, 3.2550795749887715, 3.7468367949389947, 0.0216094350451638, 3.379883372271572, 0.8337678979850044, 0.0208494120135599, 3.669439355840436, 0.1584776375666579, 0.0197945955267639, 3.7221882233871453, 0.3860719571949829, 0.0204538833610434, 3.831525414279489, 0.9239158191899938, 0.0193970878350293, 3.958909995698027, 0.2601080843808622, 0.019956209836491, 4.051668651894223, 2.0714862876193663, 0.0206634070486793, 4.17514233734401, 1.9448092163700819, 0.0199553397681998, 4.430787841757751, 1.484706464738858, 0.0198552027613888, 4.559524701570645, 0.4808322650787856, 0.019853523529838, 4.601881136121147, 0.4936993261397479, 0.0203948234218954, 4.704811960568975, 0.3289540740884131, 0.0199654695275728, 4.8003524225360765, 0.839748195199364, 0.0194606405567936, 4.968932741816208, 0.4609490530981551, 0.0198522479224841, 5.395986012499844, 0.4917502141829442, 0.0202113944099169, 5.418980922371202, 0.9865241409959097, 0.0210850222385737, 2.58671037741455, -0.0182984178064328, 0.0194096744855362, 3.8624053884395306, 0.2652143087544097, 0.0203455704993131, 5.198151551825951]|3152955.2500000000000000|      0.00463840|[10806, 3068, 0, 118]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      60|[1.0217785831399464, 0.0198001453930447, 1.888721387106716, 0.0120103878653716, 0.0201569386582951, 2.0014768322666017, 0.4288181127362108, 0.0205177969164267, 2.1188429849717663, 0.8003804845070065, 0.0205548555778665, 2.162298694830143, 0.2201218250343985, 0.0208979055722303, 2.219037605135739, 2.692652402007418, 0.0210358199287411, 2.2810559972719813, 0.8077902707595973, 0.0193429452292862, 2.3908277775559204, 2.2694643464939896, 0.0210597245882037, 2.4884841911416395, 14.353239165651681, 0.0325434264175045, 2.558028715873911, 12.162639313854761, 0.0288842028473929, 2.708454663271355, 0.2762828302407677, 0.0208350999565232, 2.940565698926776, 0.2424975541736309, 0.0208458609731288, 2.9675978758382153, 1.1645231694357954, 0.0207897514842114, 3.1290529567190277, 0.1760709930799469, 0.0204829691079684, 3.225589760660636, 0.1154840939531912, 0.0197256868221692, 3.2550121586030034, 3.7467666932620673, 0.0219699910186628, 3.3798130653442495, 0.8338993512440779, 0.0206317107735656, 3.6691635026030416, 0.1580737421045186, 0.0195605687982685, 3.7216985799182725, 0.3865189799575338, 0.0203353942785571, 3.8308708200508215, 0.923929227295024, 0.0193885223511623, 3.9592582385147073, 0.2601240134373259, 0.0195939443156585, 4.051584737554597, 2.071597952546669, 0.0212227087669043, 4.175118829613028, 1.9454012607030808, 0.0203701914309267, 4.430898468422873, 1.4848552803109725, 0.020361797204251, 4.559236849115383, 0.4805454426731806, 0.0197175316243692, 4.602465555628548, 0.4934023459834431, 0.0202543479851409, 4.704592720748506, 0.3287246454377296, 0.0201643553957078, 4.799995794437178, 0.8401584008183984, 0.0194219409986517, 4.969357021153919, 0.4607679785758408, 0.0201326067841298, 5.396268924180284, 0.4918280689467417, 0.0200584057879645, 5.418678362109394, 0.9868733428134823, 0.0210469193544654, 2.586996457645536, -0.0180208917439743, 0.0192961449560653, 3.8619890921785993, 0.2654220215184699, 0.0205449887811608, 5.198520051904393]|2993551.5000000000000000|      0.00515378|[10990, 3120, 0, 120]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      61|[1.0216283585478867, 0.0194702138749585, 1.8889607937375024, 0.0120451794198064, 0.0195685687488102, 2.001179061436613, 0.4288166385224055, 0.0203323640824648, 2.1188041902834684, 0.8006094497208813, 0.0199457081514968, 2.162192668849402, 0.2201068428541872, 0.02108729275017, 2.219257650227696, 2.6927935159885683, 0.0208588002825441, 2.280713835970651, 0.8079028523760846, 0.0195295096171271, 2.3910660733137896, 2.2696424432208655, 0.0205595390172407, 2.48829419886794, 14.353426172468938, 0.035643701680555, 2.556891945918213, 12.163025893553979, 0.0310552467060165, 2.7086958037369735, 0.2765679466551966, 0.0205954008831441, 2.9404162238138527, 0.2425160556928841, 0.0211290562362638, 2.9673706774551882, 1.1641153213720394, 0.0204657246031582, 3.129311443050968, 0.1754878486203002, 0.0203675001754878, 3.2263317764519805, 0.1156111432200124, 0.0196819218391505, 3.2546894207358497, 3.7473284515746403, 0.0227929805639925, 3.3799379376025267, 0.8336230296431221, 0.0209603286073313, 3.6697473256128927, 0.1579286402329352, 0.0195266601399339, 3.721714008742396, 0.3862275815615957, 0.0198232364690014, 3.8306899969794412, 0.923550258843573, 0.0196588983860511, 3.9586959929103824, 0.2600670387006987, 0.0193595917874516, 4.051014592673928, 2.071922587944112, 0.0214893028153488, 4.1753481657443485, 1.9449252628868787, 0.0209928372418458, 4.430957590051793, 1.484698186860704, 0.0203994995126653, 4.559438791029982, 0.4803651944298798, 0.0198402704230561, 4.602509404195427, 0.4939497389431954, 0.020389177131873, 4.704734307803689, 0.3286343308100118, 0.0195353816773801, 4.799825733759349, 0.8402287743947129, 0.0193953213780731, 4.968688188722463, 0.4611322728955327, 0.0202313944875427, 5.395507831745723, 0.4922685993095369, 0.0204038054521942, 5.419245658275574, 0.9876612883188318, 0.0210798948961179, 2.5871889417264096, -0.01787096335107, 0.0193452622041964, 3.8621445861681063, 0.2658179329714145, 0.020649041662968, 5.198475786985647]|2843180.7500000000000000|      0.00572642|[11176, 3172, 0, 122]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      62|[1.0221940833711145, 0.0196580093161697, 1.888846666439495, 0.0115454783272535, 0.0195285496442762, 2.001970002071045, 0.4286814950303685, 0.0206897613955765, 2.119195398448949, 0.800810512994069, 0.0191264390826946, 2.1625317508081925, 0.2201601924139386, 0.0211996062743377, 2.2191893358939705, 2.6928576972047398, 0.0213376600035947, 2.2809134131550626, 0.8076039833459322, 0.0193869271972997, 2.390515060896554, 2.2696509591580347, 0.0203519717131398, 2.4875679435764697, 14.353113626599862, 0.0390146676204394, 2.556650693795219, 12.163013884357193, 0.0337705323063955, 2.7097012245847694, 0.276800498336284, 0.0211794110047447, 2.9406709389835193, 0.2423830326534246, 0.0205457801026718, 2.967130455243654, 1.1638616846884362, 0.0207463287947626, 3.1292235795009207, 0.1751996900787383, 0.0206349452381785, 3.2265493707143444, 0.1154427664612482, 0.0194822985258886, 3.2544691154796848, 3.747375710972081, 0.0227864759741328, 3.379912808357153, 0.8332592706959007, 0.0209379403397772, 3.669329928927972, 0.1579118691221549, 0.0200264504924272, 3.721792003686094, 0.3858852612675038, 0.019940024999023, 3.830325990550255, 0.9240599423352645, 0.0198303951421415, 3.958990560389874, 0.2600235703568911, 0.0190413933233991, 4.0504924150971515, 2.0721809040331465, 0.0208860530978617, 4.175642463985193, 1.9451977237758202, 0.0212625058882034, 4.430835190364269, 1.4849678288714234, 0.0200037311487983, 4.55867185635459, 0.4804759729404632, 0.0202170173031789, 4.602163571439962, 0.4944648229576792, 0.0209215162620201, 4.704699584977563, 0.3290525449527038, 0.0190175493387172, 4.7999941594666, 0.8399331644114111, 0.0195120602787216, 4.969259218760949, 0.4611050392588483, 0.0202315067379397, 5.394891905748723, 0.4922140330325199, 0.0206477405426944, 5.419231342447797, 0.987136168170048, 0.0209634693065066, 2.5871977452551445, -0.0184307525358741, 0.0185696226187053, 3.862926973475474, 0.2661302722129201, 0.0198055510230833, 5.198311143834766]|2702242.5000000000000000|      0.00636269|[11359, 3224, 0, 124]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      63|[1.0225052966906214, 0.0192751616269198, 1.888598630338441, 0.0118813159869955, 0.0192726697123601, 2.0021516166597277, 0.4290741963701873, 0.0207161252372658, 2.11903884298725, 0.8009703349064384, 0.01926995774805, 2.1624847617174163, 0.2202880396863474, 0.0214073282272629, 2.218442218480164, 2.6933184013051696, 0.0219104137426305, 2.28090469431901, 0.8077000207002886, 0.0196916902306748, 2.390986805092132, 2.2690990870407286, 0.0201655361644018, 2.486954048054485, 14.353120591431823, 0.0431908851967183, 2.555990776620779, 12.162822610757942, 0.0371626884567541, 2.7106419214421678, 0.2771927367526182, 0.0215995530901992, 2.941055997912622, 0.2419461043614003, 0.0203202330602372, 2.9678825382999583, 1.1629768991577987, 0.0207889727253349, 3.1293047360194364, 0.1758629049750235, 0.0208959597434092, 3.2261426429718605, 0.1152345430129234, 0.0194062929920277, 3.2549161570195273, 3.747247820046208, 0.0234445695188641, 3.380158590593156, 0.8331483533096777, 0.0208894970934132, 3.668728421071691, 0.1584723685066613, 0.020020263290934, 3.7214273235645727, 0.3859579396879363, 0.020254247182508, 3.8301995043265213, 0.9243004151253107, 0.0199262150908001, 3.9591694951082275, 0.2597459712004053, 0.0188296794442361, 4.05109017500683, 2.072135429171791, 0.020948999061999, 4.175255969911153, 1.945288976376822, 0.0211766055820398, 4.430363665475875, 1.4844941470907118, 0.0200648662008261, 4.55857622444667, 0.4799814132696319, 0.0204455731081245, 4.601943354578499, 0.4945848184591123, 0.0208083228356765, 4.704836714927926, 0.3290366419865359, 0.019243235849951, 4.799558365733468, 0.8399270618356055, 0.0195408134147193, 4.96947762473995, 0.4608237849269058, 0.0203715173533736, 5.395030568143873, 0.491940559398651, 0.0206351698423721, 5.418870831193583, 0.9871717958032092, 0.0213281398238727, 2.5872420907765443, -0.0183626823837795, 0.0182958315267141, 3.8633223579468154, 0.2664602582565692, 0.0196030826784195, 5.198091271867454]|2554414.7500000000000000|      0.00706965|[11547, 3276, 0, 126]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      64|[1.0228208063778654, 0.0196179375439363, 1.8907532367938793, 0.0110954465041193, 0.0191289974834541, 2.002676649360314, 0.4288731130287631, 0.0211545507402003, 2.1190657808016593, 0.8008864240446787, 0.019649501695836, 2.1624020150971752, 0.2203569152511801, 0.0218768770167283, 2.217839309102514, 2.693006613134569, 0.0234375387525875, 2.280918410490765, 0.8078854618322329, 0.0196215617742643, 2.3906921799237266, 2.269494548775134, 0.0205321470722656, 2.486705188714154, 14.352637519024398, 0.0473805740297466, 2.5558565832815754, 12.162776736342181, 0.0396994851407525, 2.7112853464438236, 0.2777255489838589, 0.0214219082801714, 2.9404371185778584, 0.2420335881923344, 0.020658659585238, 2.9680386026059495, 1.1629231297038514, 0.0208649548081572, 3.1295618932724865, 0.1765086265264354, 0.0204308913238019, 3.2260862077400363, 0.1155650558485525, 0.0197839625473667, 3.2548761878606443, 3.746761778528357, 0.0239795500280241, 3.380697623832262, 0.8331730315581546, 0.020970524571226, 3.668434628394156, 0.1583160002084832, 0.0205935744671561, 3.7221672963410914, 0.3856510020027529, 0.0209482051478209, 3.8298146935222785, 0.9232336363623667, 0.020063220013605, 3.9595468577965502, 0.2589333559326613, 0.0187940719054492, 4.051262234452151, 2.0717775796968896, 0.0200828124703842, 4.175259017251204, 1.9458424594069312, 0.0218983835957049, 4.429602596075835, 1.484048630746447, 0.0210687469284059, 4.558491181214164, 0.4799834540998775, 0.020137223158037, 4.60169213467176, 0.4942814130640588, 0.0207696049670571, 4.704770388376676, 0.3295065023144255, 0.0193930365582696, 4.79986009021038, 0.8393931861454959, 0.019299809067454, 4.969479023945489, 0.4613830923582606, 0.019461771856312, 5.39545079797179, 0.4922722000912618, 0.0212556736770983, 5.419352535621478, 0.9867713059016314, 0.0211009054954552, 2.586858774026495, -0.0193428690633632, 0.0185889097028325, 3.8633519981174587, 0.2654192460863395, 0.0192015327117857, 5.198542311133326]|2443816.0000000000000000|      0.00785517|[11733, 3328, 0, 128]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      65|[1.0219426549644561, 0.0199929365739133, 1.890700636397623, 0.0108981850605019, 0.019713829054735, 2.0019785783511557, 0.4288362704430674, 0.0215291633287115, 2.118947247821627, 0.8014082952129231, 0.0189601085580391, 2.161957739546388, 0.2199574944186378, 0.0219026587929371, 2.2184174025741887, 2.6930615755867255, 0.0228508779075076, 2.279928503206189, 0.8083803586313117, 0.0194998031947001, 2.390566806662425, 2.2690035272005686, 0.0210962681787437, 2.4870749128703253, 14.352500304679237, 0.0518139826740232, 2.554776431922106, 12.162125371049262, 0.043642024094516, 2.71203559181678, 0.277334600540452, 0.0207933031538456, 2.9411073790384434, 0.2419264585237358, 0.0213381936585444, 2.967518866334269, 1.1636234940013537, 0.0206771218791189, 3.1292976129315266, 0.1756395932537715, 0.0211137889389021, 3.225824223686609, 0.1160851307869617, 0.0195762172607234, 3.255239531864286, 3.7462369791015946, 0.0244121319122239, 3.381034909179375, 0.8325130797726644, 0.0203448221434527, 3.668527001955008, 0.1576867945769381, 0.0202524459385227, 3.7214401143583435, 0.3870035280163084, 0.0202474146721836, 3.8294081381934144, 0.9229883885665189, 0.0211211930287149, 3.9594966768241417, 0.2586906944294662, 0.0186419969474544, 4.0510873661717275, 2.0724366818605287, 0.0200276204421481, 4.175594421003303, 1.9464129797510756, 0.0222563821103817, 4.430176274013406, 1.484275350766735, 0.0213178730198621, 4.557353991986687, 0.4804842235262215, 0.0203807554414849, 4.600942843339858, 0.4938722805226207, 0.0215542892144891, 4.704477515119856, 0.3293125331774648, 0.019654462689183, 4.799654702245356, 0.8400404554674578, 0.0191135374404267, 4.969716787642235, 0.4618511216417267, 0.0194899857416763, 5.395425693284938, 0.4925559545034007, 0.0210994146146799, 5.4197024392359845, 0.9866878974939285, 0.0218542429074705, 2.5877747106672824, -0.0184039250784192, 0.0180902443815897, 3.8636209452784835, 0.2654304366442356, 0.0193827171957844, 5.198882062819491]|2331247.2500000000000000|      0.00872796|[11918, 3380, 0, 130]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      66|[1.0223558963376214, 0.020266545157447, 1.8906042993203949, 0.01153583242337, 0.0196375780307071, 2.002013484810843, 0.4291433369033767, 0.0215505883819906, 2.118776592109741, 0.8011219502478488, 0.01914291854449, 2.1613945027038723, 0.2195808461728273, 0.0228033427129048, 2.2194010738247765, 2.6916855092099534, 0.0226541203151157, 2.2797985377653935, 0.8082379875185013, 0.0203265267754522, 2.390705025331255, 2.2682163291067567, 0.0215199519897276, 2.4860427604600766, 14.352707856649069, 0.0569376331452786, 2.5548142352536676, 12.161905366054901, 0.0481425488333472, 2.7134114420330233, 0.276908102827569, 0.0222444902310008, 2.941558361282322, 0.2409386098913284, 0.0212938808796482, 2.9669517770062384, 1.1638565708811726, 0.0215790424942455, 3.1290988233535075, 0.1760324213051093, 0.0211657357511607, 3.2259657186214246, 0.1160276494514028, 0.0198142682289843, 3.2548136679101916, 3.7455333172365783, 0.0252370491167683, 3.3806933835394775, 0.8318542984609578, 0.0216009310345223, 3.6681192387991146, 0.1576650699708785, 0.0208331826822302, 3.721367631178737, 0.387354274375683, 0.0213607267637329, 3.8291077162810536, 0.9229103473614477, 0.0203426584972049, 3.9602268831347978, 0.2588647527699157, 0.0188956126155548, 4.051603005290227, 2.0721435604418827, 0.0200465045027922, 4.175573404339794, 1.9467426725456687, 0.0222452140367445, 4.42998649708712, 1.4851223978838772, 0.0222907311774773, 4.556968541850361, 0.480414286337576, 0.0197989452476675, 4.601373003138633, 0.494005386836265, 0.0222766267801137, 4.70422430052664, 0.3294515667700694, 0.0194195420332431, 4.799251715341097, 0.840690737462256, 0.0188945362341144, 4.969041078429143, 0.4623749128591046, 0.0198512831406418, 5.395610296997057, 0.4924926226930746, 0.0218436689035082, 5.419503809795521, 0.9863260218386903, 0.021125612398468, 2.5885242077898356, -0.0175954615761294, 0.0179320958405808, 3.8635202419365977, 0.2648216196302563, 0.0195630825010142, 5.198232411151945]|2220842.0000000000000000|      0.00969774|[12102, 3432, 0, 132]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
      67|[1.0230936170168956, 0.0192648721233964, 1.8914459259619985, 0.0117293617346507, 0.0188933202561744, 2.0025150324650065, 0.4285782112791613, 0.0209287813372887, 2.119506639566867, 0.8009957144380864, 0.0183423333666675, 2.161602793052957, 0.21944738464362, 0.0226769091760679, 2.2194117650554115, 2.6913466374146076, 0.0239770541064446, 2.280409555454918, 0.8083333378500689, 0.0197950952823609, 2.3893439397469747, 2.2678723166571744, 0.0222976173638306, 2.484547839997122, 14.352172575137228, 0.0622307229582637, 2.5541406822766324, 12.162183491922722, 0.0519872714369821, 2.715882917360269, 0.2773308240862391, 0.0214028179530426, 2.9418337163949624, 0.2404080182453469, 0.0218666442658253, 2.967515105070294, 1.164409422365904, 0.0225975113807807, 3.1294119319841696, 0.1762188625199008, 0.0217893035605626, 3.2257776701516407, 0.1163543279552196, 0.0193745666935575, 3.255483159540251, 3.7456569092145897, 0.027874771371864, 3.380457737013098, 0.8328573435990977, 0.0213160412883963, 3.6686899550486647, 0.1576572994383533, 0.0205465313072515, 3.7200945989332936, 0.3875939421217037, 0.0210035108557241, 3.82878936651214, 0.9232658832701656, 0.0209726140529108, 3.960356432367941, 0.2582442624132089, 0.0197535205220189, 4.051088265777637, 2.071381030761277, 0.0211929593567348, 4.1763031718950465, 1.9471045831499636, 0.022384650325146, 4.430069906165751, 1.4851371831832136, 0.0218796804917516, 4.556281336524621, 0.4794069547802144, 0.0199738797694873, 4.602158039315135, 0.4929384810698816, 0.0220705432451839, 4.704345674548642, 0.3296253754456009, 0.0196965323735817, 4.800445673027865, 0.8400624234297958, 0.0184816344154568, 4.968580069477289, 0.4613301697869692, 0.0210521512667186, 5.396356175954785, 0.4922180718088049, 0.0217294170164995, 5.419725313512439, 0.9860951388321528, 0.0213688153758707, 2.590201666691808, -0.0176940171081342, 0.0176633901841741, 3.8629482858920707, 0.2649464961556395, 0.0197397579066729, 5.198129303987165]|2113538.7500000000000000|      0.01077526|[12288, 3484, 0, 134]                                                      |  | trying linear partial model with 103 points | iterate success | actual_k=26
