k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3734817504882812, 0.13620525598526, 0.0264961533248425, 0.1698487997055054, 0.0445046201348305, -0.0296584777534008, -0.0392593517899513, -0.0175582468509674, -0.0334789045155048, -0.1159866973757744, -0.101704940199852, 0.0853810235857964, 0.0758075267076492, 0.1007518246769905, -0.2191238105297089, 0.2685894072055817, -0.2170520573854446, -0.4612997174263, -0.0733866170048714, -0.2470196336507797, 0.2105785012245178, -0.1156946942210197]| 14.2047910690307617|      2.00000000|[34, 5, 0, 1]                                                              | | GPS sucess | actual_k=8
     156|[-107.06731385365129, -5.459341622889042, 38.900305531919, 80.60909350030124, -7.552073061931878, -50.023187724873424, -27.054482650011778, -36.12552123516798, 32.983451798791066, -24.551170878112316, 15.657135681249201, -37.06689534150064, 47.53371679969132, -7.488438555970788, 60.403857899364084, 37.43138801306486, 31.191914344672114, -24.58384031802416, -9.071852889843285, 48.13389771617949, -8.331508696544915, -17.783628379926085]| 11.8816738128662109|     16.00000000|[5170, 759, 0, 156]                                                        | | GPS sucess | actual_k=8
     157|[-107.06731385365129, -5.459341622889042, 38.900305531919, 80.60909350030124, -7.552073061931878, -50.023187724873424, -27.054482650011778, -36.12552123516798, 32.983451798791066, -24.551170878112316, 15.657135681249201, -37.06689534150064, 47.53371679969132, -7.488438555970788, 60.403857899364084, 37.43138801306486, 31.191914344672114, -24.58384031802416, -9.071852889843285, 48.13389771617949, -8.331508696544915, -17.783628379926085]| 11.8816738128662109|      8.00000000|[5202, 765, 0, 157]                                                        |  | used linear model with 39 points | actual_k=8
     158|[-107.06731385365129, -5.459341622889042, 38.900305531919, 80.60909350030124, -7.552073061931878, -50.023187724873424, -27.054482650011778, -36.12552123516798, 32.983451798791066, -24.551170878112316, 15.657135681249201, -37.06689534150064, 47.53371679969132, -7.488438555970788, 60.403857899364084, 37.43138801306486, 31.191914344672114, -24.58384031802416, -9.071852889843285, 48.13389771617949, -8.331508696544915, -17.783628379926085]| 11.8816738128662109|      4.00000000|[5237, 768, 0, 158]                                                        |  | used linear model with 39 points | actual_k=8
     159|[-107.06731385365129, -5.459341622889042, 38.900305531919, 80.60909350030124, -7.552073061931878, -50.023187724873424, -27.054482650011778, -36.12552123516798, 32.983451798791066, -24.551170878112316, 15.657135681249201, -37.06689534150064, 47.53371679969132, -7.488438555970788, 60.403857899364084, 37.43138801306486, 31.191914344672114, -24.58384031802416, -9.071852889843285, 48.13389771617949, -8.331508696544915, -17.783628379926085]| 11.8816738128662109|      2.00000000|[5268, 775, 0, 159]                                                        |  | used linear model with 39 points | actual_k=8
     160|[-107.27781518176198, -6.339584328234196, 38.74656688421965, 80.88850875012577, -7.774532899726182, -49.48378601484001, -26.70659552142024, -36.62363412231207, 33.35810856544413, -24.16219636052847, 15.51453156862408, -37.21642827056348, 48.1087058801204, -7.1232974622398615, 59.96438778704032, 37.06857170909643, 31.505299831274897, -24.856112964451313, -8.984228392131627, 48.60055082477629, -8.783750862348825, -17.368711536750197]| 11.8800535202026367|      4.00000000|[5303, 778, 0, 160]                                                        | | GPS sucess | actual_k=8
     161|[-108.86076243594289, -6.456021785736084, 39.24419342726469, 81.95647223107517, -6.635904536116868, -49.85375794582069, -27.536043863743544, -36.4344280436635, 32.833070144290105, -24.538187138736248, 15.645280555821955, -38.91067241691053, 48.8366191405803, -6.3802085015922785, 60.53575677936897, 37.16945872455835, 30.870270455721766, -23.124659664928913, -8.539603610523045, 47.85513084568083, -8.771483378019184, -18.176289742812514]| 11.8799133300781250|      8.00000000|[5338, 781, 0, 161]                                                        | | GPS sucess | actual_k=8
     162|[-111.14285071566701, -5.8337424993515015, 40.087577156722546, 83.75125987641513, -6.022452161181718, -49.688248289749026, -28.05449054762721, -34.67409557849169, 33.19358257972635, -24.558481086045504, 12.19662065897137, -39.811544409021735, 47.691188337281346, -8.166330585256219, 60.886067581828684, 35.108409978449345, 33.518432343844324, -23.308208487927914, -5.880493541248143, 48.07301771081984, -5.796452717389911, -16.62730926834047]| 11.8731565475463867|     16.00000000|[5370, 787, 0, 162]                                                        | | GPS sucess | actual_k=8
     163|[-111.74508501961827, -6.156605511903763, 46.51386146992445, 83.11058367602527, -4.1805633758194745, -43.7000643145293, -27.603388588875532, -39.73245996981859, 33.36529389047064, -21.445435632020235, 10.065736488439143, -42.513244619593024, 45.441990377381444, -9.597780236974359, 59.63581950729713, 32.29859910160303, 30.785947287920862, -27.848170302808285, -10.91221656370908, 41.72548543848097, -7.371213631238788, -20.246692603453994]| 11.8698558807373047|     32.00000000|[5402, 793, 0, 163]                                                        | | GPS sucess | actual_k=8
     164|[-111.74508501961827, -6.156605511903763, 46.51386146992445, 83.11058367602527, -4.1805633758194745, -43.7000643145293, -27.603388588875532, -39.73245996981859, 33.36529389047064, -21.445435632020235, 10.065736488439143, -42.513244619593024, 45.441990377381444, -9.597780236974359, 59.63581950729713, 32.29859910160303, 30.785947287920862, -27.848170302808285, -10.91221656370908, 41.72548543848097, -7.371213631238788, -20.246692603453994]| 11.8698558807373047|     16.00000000|[5436, 797, 0, 164]                                                        |  | used linear model with 39 points | actual_k=8
     165|[-111.74508501961827, -6.156605511903763, 46.51386146992445, 83.11058367602527, -4.1805633758194745, -43.7000643145293, -27.603388588875532, -39.73245996981859, 33.36529389047064, -21.445435632020235, 10.065736488439143, -42.513244619593024, 45.441990377381444, -9.597780236974359, 59.63581950729713, 32.29859910160303, 30.785947287920862, -27.848170302808285, -10.91221656370908, 41.72548543848097, -7.371213631238788, -20.246692603453994]| 11.8698558807373047|      8.00000000|[5470, 801, 0, 165]                                                        |  | used linear model with 39 points | actual_k=8
     166|[-112.37809957936406, -8.810918122529984, 47.92047172039747, 83.38032038323581, -4.13160089449957, -42.37638331763446, -31.12435321137309, -42.11344809085131, 34.7661732735578, -20.792684245854616, 10.308293313719332, -42.86568941734731, 45.72539544291794, -10.199276873841882, 58.02632803982124, 33.74202058464289, 32.90386029565707, -25.52453162521124, -10.357053299434483, 43.46524547971785, -9.64624042948708, -21.223295575007796]| 11.8681430816650391|     16.00000000|[5501, 808, 0, 166]                                                        | | GPS sucess | actual_k=8
     167|[-114.01857425644994, -7.862012416124344, 47.09601133316755, 84.86946709267795, -1.2401059051044285, -38.25565148703754, -30.28723667189479, -48.61907858401537, 41.165508181089535, -12.757971454411745, 9.662331731058657, -38.82386555336416, 48.51567220874131, -9.505179235711694, 56.9713922268711, 31.09806440025568, 36.04613491380587, -28.048328898847103, -12.523532886989415, 41.92115711607039, -12.23149843653664, -22.827280646190047]| 11.8625898361206055|     32.00000000|[5535, 812, 0, 167]                                                        | | GPS sucess | actual_k=8
     168|[-114.01857425644994, -7.862012416124344, 47.09601133316755, 84.86946709267795, -1.2401059051044285, -38.25565148703754, -30.28723667189479, -48.61907858401537, 41.165508181089535, -12.757971454411745, 9.662331731058657, -38.82386555336416, 48.51567220874131, -9.505179235711694, 56.9713922268711, 31.09806440025568, 36.04613491380587, -28.048328898847103, -12.523532886989415, 41.92115711607039, -12.23149843653664, -22.827280646190047]| 11.8625898361206055|     16.00000000|[5569, 816, 0, 168]                                                        |  | used linear model with 39 points | actual_k=8
     169|[-119.98195554688573, -11.84993126988411, 44.09764974564314, 90.11241991631687, 1.6063100914470851, -38.573931558057666, -32.21135697886348, -51.340663619339466, 39.048983961576596, -10.924019146710634, 8.02600756380707, -36.81053795479238, 54.48696279712021, -12.80965549685061, 57.127956671174616, 29.273616530001163, 39.651454413775355, -27.07755484431982, -20.552481670863926, 40.34603380598128, -11.204691724386066, -22.296819215640426]| 11.8570823669433594|     32.00000000|[5602, 821, 0, 169]                                                        | | GPS sucess | actual_k=8
     170|[-119.98195554688573, -11.84993126988411, 44.09764974564314, 90.11241991631687, 1.6063100914470851, -38.573931558057666, -32.21135697886348, -51.340663619339466, 39.048983961576596, -10.924019146710634, 8.02600756380707, -36.81053795479238, 54.48696279712021, -12.80965549685061, 57.127956671174616, 29.273616530001163, 39.651454413775355, -27.07755484431982, -20.552481670863926, 40.34603380598128, -11.204691724386066, -22.296819215640426]| 11.8570823669433594|     16.00000000|[5634, 827, 0, 170]                                                        |  | used linear model with 39 points | actual_k=8
     171|[-119.98195554688573, -11.84993126988411, 44.09764974564314, 90.11241991631687, 1.6063100914470851, -38.573931558057666, -32.21135697886348, -51.340663619339466, 39.048983961576596, -10.924019146710634, 8.02600756380707, -36.81053795479238, 54.48696279712021, -12.80965549685061, 57.127956671174616, 29.273616530001163, 39.651454413775355, -27.07755484431982, -20.552481670863926, 40.34603380598128, -11.204691724386066, -22.296819215640426]| 11.8570823669433594|      8.00000000|[5669, 830, 0, 171]                                                        |  | used linear model with 39 points | actual_k=8
     172|[-118.63672699406743, -13.854056388139725, 45.278442196547985, 89.23331893794239, 2.3790021161548793, -38.78842399828136, -30.89286921545863, -51.819986678659916, 40.00391861819662, -10.22584705427289, 8.40576517675072, -38.63964202068746, 54.38272667117417, -12.450983325019479, 59.55552176898345, 29.476966939866543, 38.261439884547144, -25.519568108022213, -21.758808155544102, 41.558564538136125, -11.678535745944828, -25.9739503916353]| 11.8490839004516602|     16.00000000|[5704, 833, 0, 172]                                                        | | GPS sucess | actual_k=8
     173|[-124.6762849278748, -7.083241969347, 43.86153977364302, 93.68147052638233, 3.8658009986393154, -41.81061433069408, -27.986974459141493, -51.717550203204155, 38.96630582236685, -12.660281706601381, 6.076287151314318, -38.666075797751546, 55.05695307441056, -8.329329768195748, 51.98651914065704, 28.597987972199917, 37.141308987978846, -23.42601504176855, -18.672148247249424, 37.99888121522963, -8.460856960620731, -25.500149374827743]| 11.8394193649291992|     32.00000000|[5737, 838, 0, 173]                                                        | | GPS sucess | actual_k=8
     174|[-126.86982216313481, -23.9669032394886, 48.481076173484325, 95.54716183058918, 11.49677862925455, -37.696069939062, -38.67388890311122, -46.97635166347027, 46.11916741752066, -14.111784625798464, 14.235436321236193, -31.70415839739144, 51.20459354110062, -11.259473601356149, 49.056752724107355, 29.660867176949978, 37.73011972988024, -27.11409606784582, -12.584974308498204, 35.52943956293166, -12.023976372089237, -35.31711066327989]| 11.8344526290893555|     64.00000000|[5771, 842, 0, 174]                                                        | | GPS sucess | actual_k=8
     175|[-126.86982216313481, -23.9669032394886, 48.481076173484325, 95.54716183058918, 11.49677862925455, -37.696069939062, -38.67388890311122, -46.97635166347027, 46.11916741752066, -14.111784625798464, 14.235436321236193, -31.70415839739144, 51.20459354110062, -11.259473601356149, 49.056752724107355, 29.660867176949978, 37.73011972988024, -27.11409606784582, -12.584974308498204, 35.52943956293166, -12.023976372089237, -35.31711066327989]| 11.8344526290893555|     32.00000000|[5805, 846, 0, 175]                                                        |  | used linear model with 39 points | actual_k=8
     176|[-127.27429737523198, -29.59096148610115, 43.253704480826855, 97.30285002104938, -1.364398815203458, -45.63974021188915, -33.438999872654676, -49.670555993914604, 47.066964715952054, -7.445640731602907, 14.649326623417437, -35.22704586572945, 62.21767413802445, -19.598160544410348, 44.70134357875213, 38.211904011666775, 22.35062220180407, -28.785274289548397, -16.29959322977811, 42.68986045755446, -11.307658062782139, -30.865932589396834]| 11.8193702697753906|     64.00000000|[5839, 850, 0, 176]                                                        | | GPS sucess | actual_k=8
     177|[-127.27429737523198, -29.59096148610115, 43.253704480826855, 97.30285002104938, -1.364398815203458, -45.63974021188915, -33.438999872654676, -49.670555993914604, 47.066964715952054, -7.445640731602907, 14.649326623417437, -35.22704586572945, 62.21767413802445, -19.598160544410348, 44.70134357875213, 38.211904011666775, 22.35062220180407, -28.785274289548397, -16.29959322977811, 42.68986045755446, -11.307658062782139, -30.865932589396834]| 11.8193702697753906|     32.00000000|[5872, 855, 0, 177]                                                        |  | used linear model with 39 points | actual_k=8
     178|[-127.27429737523198, -29.59096148610115, 43.253704480826855, 97.30285002104938, -1.364398815203458, -45.63974021188915, -33.438999872654676, -49.670555993914604, 47.066964715952054, -7.445640731602907, 14.649326623417437, -35.22704586572945, 62.21767413802445, -19.598160544410348, 44.70134357875213, 38.211904011666775, 22.35062220180407, -28.785274289548397, -16.29959322977811, 42.68986045755446, -11.307658062782139, -30.865932589396834]| 11.8193702697753906|     16.00000000|[5905, 860, 0, 178]                                                        |  | used linear model with 39 points | actual_k=8
     179|[-127.27429737523198, -29.59096148610115, 43.253704480826855, 97.30285002104938, -1.364398815203458, -45.63974021188915, -33.438999872654676, -49.670555993914604, 47.066964715952054, -7.445640731602907, 14.649326623417437, -35.22704586572945, 62.21767413802445, -19.598160544410348, 44.70134357875213, 38.211904011666775, 22.35062220180407, -28.785274289548397, -16.29959322977811, 42.68986045755446, -11.307658062782139, -30.865932589396834]| 11.8193702697753906|      8.00000000|[5936, 867, 0, 179]                                                        |  | used linear model with 39 points | actual_k=8
     180|[-127.71708496287465, -30.43644306063652, 45.421434096992016, 97.3103544251062, -0.2488920469768345, -47.68062184564769, -33.049133252352476, -52.12664310634136, 46.93111477815546, -7.457582568749785, 16.21553832385689, -35.75837949104607, 66.69566190429032, -19.928312221542, 44.8032147041522, 34.70283504575491, 20.796772862318903, -29.780913792550564, -17.268372018821537, 42.6939871488139, -13.471740828361362, -31.689137464389205]| 11.8181877136230469|     16.00000000|[5971, 870, 0, 180]                                                        | | GPS sucess | actual_k=8
     181|[-128.19249211624265, -32.276205867528915, 44.44253610819578, 98.08698649564758, 1.0064408998005092, -48.257005674764514, -30.657359074801207, -49.99438588321209, 48.05713354074396, -10.113525485619903, 19.132842601276934, -31.28715375252068, 69.52631056495011, -18.00672976113856, 41.337874805089086, 28.651412449777126, 15.839357281569391, -19.458569012582302, -16.950381477363408, 44.97263171058148, -12.805066035594791, -31.84950334392488]| 11.8151626586914062|     32.00000000|[6001, 878, 0, 181]                                                        | | GPS sucess | actual_k=8
     182|[-131.3367582447827, -27.79924902319908, 54.89928602427244, 98.46235613385215, -1.8890716810710728, -42.75776479952037, -27.09089369699359, -49.820305332541466, 54.63490377389826, 2.7634982112795115, 24.474339068867266, -34.46287873573601, 61.974872233346105, -17.423649886623025, 47.07016364252195, 34.97873254865408, 20.063238526228815, -11.487965546548367, -16.623177220113575, 47.03810359816998, -10.36666409811005, -18.413172548636794]| 11.8103933334350586|     64.00000000|[6033, 884, 0, 182]                                                        | | GPS sucess | actual_k=8
     183|[-142.71432553604245, -32.7427724301815, 53.57839357107878, 107.77243952313438, 15.251177571248263, -24.9739761184901, -12.49203772470355, -36.365646824240685, 59.556317672366276, 1.480136537924409, 2.7610784182325006, -8.884999783709645, 61.33342498727143, -24.134193995967507, 59.6487626186572, 40.33053060621023, 7.918925667647272, -25.284183464944363, 9.310923884622753, 57.11154033523053, -7.69086425146088, -4.6988228019326925]| 11.7832727432250977|    128.00000000|[6065, 890, 0, 183]                                                        | | GPS sucess | actual_k=8
     184|[-142.71432553604245, -32.7427724301815, 53.57839357107878, 107.77243952313438, 15.251177571248263, -24.9739761184901, -12.49203772470355, -36.365646824240685, 59.556317672366276, 1.480136537924409, 2.7610784182325006, -8.884999783709645, 61.33342498727143, -24.134193995967507, 59.6487626186572, 40.33053060621023, 7.918925667647272, -25.284183464944363, 9.310923884622753, 57.11154033523053, -7.69086425146088, -4.6988228019326925]| 11.7832727432250977|     64.00000000|[6097, 896, 0, 184]                                                        |  | used linear model with 39 points | actual_k=8
     185|[-142.71432553604245, -32.7427724301815, 53.57839357107878, 107.77243952313438, 15.251177571248263, -24.9739761184901, -12.49203772470355, -36.365646824240685, 59.556317672366276, 1.480136537924409, 2.7610784182325006, -8.884999783709645, 61.33342498727143, -24.134193995967507, 59.6487626186572, 40.33053060621023, 7.918925667647272, -25.284183464944363, 9.310923884622753, 57.11154033523053, -7.69086425146088, -4.6988228019326925]| 11.7832727432250977|     32.00000000|[6132, 899, 0, 185]                                                        |  | used linear model with 39 points | actual_k=8
     186|[-142.71432553604245, -32.7427724301815, 53.57839357107878, 107.77243952313438, 15.251177571248263, -24.9739761184901, -12.49203772470355, -36.365646824240685, 59.556317672366276, 1.480136537924409, 2.7610784182325006, -8.884999783709645, 61.33342498727143, -24.134193995967507, 59.6487626186572, 40.33053060621023, 7.918925667647272, -25.284183464944363, 9.310923884622753, 57.11154033523053, -7.69086425146088, -4.6988228019326925]| 11.7832727432250977|     16.00000000|[6164, 905, 0, 186]                                                        |  | used linear model with 39 points | actual_k=8
     187|[-142.71432553604245, -32.7427724301815, 53.57839357107878, 107.77243952313438, 15.251177571248263, -24.9739761184901, -12.49203772470355, -36.365646824240685, 59.556317672366276, 1.480136537924409, 2.7610784182325006, -8.884999783709645, 61.33342498727143, -24.134193995967507, 59.6487626186572, 40.33053060621023, 7.918925667647272, -25.284183464944363, 9.310923884622753, 57.11154033523053, -7.69086425146088, -4.6988228019326925]| 11.7832727432250977|      8.00000000|[6197, 910, 0, 187]                                                        |  | used linear model with 39 points | actual_k=8
     188|[-143.3332283385098, -32.53844191133976, 53.01169293373823, 108.44420210877433, 14.689179323147982, -23.88819812051952, -13.668582987040281, -37.77236770093441, 56.67554555856623, 2.5816155914217234, 1.7896505603566766, -6.208090098574758, 59.490520061925054, -23.397138753905892, 60.57846054947004, 38.64504071325064, 9.996479655150324, -28.190036736428738, 6.503685067407787, 57.64585830550641, -7.656258387025446, -1.4441066440194845]| 11.7794818878173828|     16.00000000|[6229, 916, 0, 188]                                                        | | GPS sucess | actual_k=8
     189|[-143.6590596921742, -42.137463822960854, 53.779315166175365, 109.313609583769, 11.78710665507242, -22.35536394827068, -16.491359066218138, -31.152238115668297, 56.32922799908556, 0.2292601112276316, 6.881968141533434, -6.177316151559353, 56.64804512448609, -22.73130969144404, 63.7104223719798, 40.88656159490347, 7.773719693068415, -28.98144068568945, 2.473273823969066, 56.939498919062316, -11.697480959352106, -2.7828684505075216]| 11.7758131027221680|     32.00000000|[6263, 920, 0, 189]                                                        | | GPS sucess | actual_k=8
     190|[-142.04883568361402, -41.764973893761635, 62.869151286780834, 106.3455018834211, 15.043467424344271, -13.219204051420093, -22.61456234380603, -34.80613587796688, 59.50424750172533, -6.788021897897124, 11.324108720757067, -9.407985411584377, 51.2388253826648, -42.052087584510446, 52.60911831771955, 32.24871178716421, 11.067655230406672, -24.709986828267574, -1.8424586551263928, 56.28858246188611, -12.147824806626886, -8.173470562323928]| 11.7749013900756836|     64.00000000|[6297, 924, 0, 190]                                                        | | GPS sucess | actual_k=8
     191|[-142.04883568361402, -41.764973893761635, 62.869151286780834, 106.3455018834211, 15.043467424344271, -13.219204051420093, -22.61456234380603, -34.80613587796688, 59.50424750172533, -6.788021897897124, 11.324108720757067, -9.407985411584377, 51.2388253826648, -42.052087584510446, 52.60911831771955, 32.24871178716421, 11.067655230406672, -24.709986828267574, -1.8424586551263928, 56.28858246188611, -12.147824806626886, -8.173470562323928]| 11.7749013900756836|     32.00000000|[6331, 928, 0, 191]                                                        |  | used linear model with 39 points | actual_k=8
     192|[-150.0822123773396, -34.04748083651066, 59.96039455384016, 112.45263765612617, 14.383207760285586, -10.389156920835376, -19.924099754542112, -47.970011457800865, 49.682347133988515, -2.725108480080962, 8.323763490654528, -3.8716957196593285, 42.97295338101685, -42.64748368598521, 54.14035556232557, 33.39090021699667, 11.356283272150904, -38.47649588435888, -3.8092457549646497, 54.96267821174115, -16.185030025895685, -15.284112518653274]| 11.7706241607666016|     64.00000000|[6363, 934, 0, 192]                                                        | | GPS sucess | actual_k=8
     193|[-150.0822123773396, -34.04748083651066, 59.96039455384016, 112.45263765612617, 14.383207760285586, -10.389156920835376, -19.924099754542112, -47.970011457800865, 49.682347133988515, -2.725108480080962, 8.323763490654528, -3.8716957196593285, 42.97295338101685, -42.64748368598521, 54.14035556232557, 33.39090021699667, 11.356283272150904, -38.47649588435888, -3.8092457549646497, 54.96267821174115, -16.185030025895685, -15.284112518653274]| 11.7706241607666016|     32.00000000|[6395, 940, 0, 193]                                                        |  | used linear model with 39 points | actual_k=8
     194|[-150.0822123773396, -34.04748083651066, 59.96039455384016, 112.45263765612617, 14.383207760285586, -10.389156920835376, -19.924099754542112, -47.970011457800865, 49.682347133988515, -2.725108480080962, 8.323763490654528, -3.8716957196593285, 42.97295338101685, -42.64748368598521, 54.14035556232557, 33.39090021699667, 11.356283272150904, -38.47649588435888, -3.8092457549646497, 54.96267821174115, -16.185030025895685, -15.284112518653274]| 11.7706241607666016|     16.00000000|[6428, 945, 0, 194]                                                        |  | used linear model with 39 points | actual_k=8
     195|[-151.44097285345197, -39.14890791475773, 61.86610894650221, 113.86167834559456, 9.236091576050967, -10.789630992338061, -15.195190738886595, -49.61895750463009, 50.54534609639086, -0.7139791008085012, 9.135308326222003, -5.335311971604824, 43.00969119183719, -48.62756619788706, 48.15180871402845, 32.29535397142172, 8.20270117605105, -39.899657033383846, -1.5006417529657483, 54.041034954600036, -23.08478788798675, -12.022919481620193]| 11.7636833190917969|     32.00000000|[6462, 949, 0, 195]                                                        | | GPS sucess | actual_k=8
     196|[-160.465742636472, -49.43005396425724, 62.55676560848951, 121.20982287684456, 10.148491285275668, -5.275752170011401, -12.783423494547606, -55.85006283223629, 51.30877973162569, 12.220136309042573, 22.276828826405108, -4.903112046420574, 44.158183885738254, -47.953424433246255, 51.873128151055425, 33.0906930193305, 6.5182813056744635, -41.299326084554195, -1.2747948812320828, 65.80713774543256, -23.72538743680343, -11.32567066513002]| 11.7338962554931641|     64.00000000|[6495, 954, 0, 196]                                                        | | GPS sucess | actual_k=8
     197|[-160.465742636472, -49.43005396425724, 62.55676560848951, 121.20982287684456, 10.148491285275668, -5.275752170011401, -12.783423494547606, -55.85006283223629, 51.30877973162569, 12.220136309042573, 22.276828826405108, -4.903112046420574, 44.158183885738254, -47.953424433246255, 51.873128151055425, 33.0906930193305, 6.5182813056744635, -41.299326084554195, -1.2747948812320828, 65.80713774543256, -23.72538743680343, -11.32567066513002]| 11.7338962554931641|     32.00000000|[6527, 960, 0, 197]                                                        |  | used linear model with 39 points | actual_k=8
     198|[-160.465742636472, -49.43005396425724, 62.55676560848951, 121.20982287684456, 10.148491285275668, -5.275752170011401, -12.783423494547606, -55.85006283223629, 51.30877973162569, 12.220136309042573, 22.276828826405108, -4.903112046420574, 44.158183885738254, -47.953424433246255, 51.873128151055425, 33.0906930193305, 6.5182813056744635, -41.299326084554195, -1.2747948812320828, 65.80713774543256, -23.72538743680343, -11.32567066513002]| 11.7338962554931641|     16.00000000|[6563, 962, 0, 198]                                                        |  | used linear model with 39 points | actual_k=8
     199|[-160.465742636472, -49.43005396425724, 62.55676560848951, 121.20982287684456, 10.148491285275668, -5.275752170011401, -12.783423494547606, -55.85006283223629, 51.30877973162569, 12.220136309042573, 22.276828826405108, -4.903112046420574, 44.158183885738254, -47.953424433246255, 51.873128151055425, 33.0906930193305, 6.5182813056744635, -41.299326084554195, -1.2747948812320828, 65.80713774543256, -23.72538743680343, -11.32567066513002]| 11.7338962554931641|      8.00000000|[6596, 967, 0, 199]                                                        |  | used linear model with 39 points | actual_k=8
     200|[-160.9937862046063, -49.24134646356106, 63.71401696652174, 121.58532647648826, 12.377114198636264, -6.747600896283984, -13.494784723967314, -54.02246890962124, 50.535094753140584, 13.302376413717866, 26.08789569232613, -6.244589798152447, 42.535043431445956, -48.92356047965586, 50.16666159546003, 29.933364652097225, 7.233289922121912, -39.81513204425573, 1.2807871652767062, 64.29767836909741, -22.200133306439966, -10.871427273377776]| 11.7287387847900391|     16.00000000|[6627, 974, 0, 200]                                                        | | GPS sucess | actual_k=8
     201|[-160.9937862046063, -49.24134646356106, 63.71401696652174, 121.58532647648826, 12.377114198636264, -6.747600896283984, -13.494784723967314, -54.02246890962124, 50.535094753140584, 13.302376413717866, 26.08789569232613, -6.244589798152447, 42.535043431445956, -48.92356047965586, 50.16666159546003, 29.933364652097225, 7.233289922121912, -39.81513204425573, 1.2807871652767062, 64.29767836909741, -22.200133306439966, -10.871427273377776]| 11.7287387847900391|      8.00000000|[6661, 978, 0, 201]                                                        |  | used linear model with 39 points | actual_k=8
     202|[-163.4136417992413, -46.06237517297268, 65.79112582653761, 122.91115157166496, 14.335227392148226, -7.655181868001819, -14.828100215643644, -55.45943032205105, 48.14341379725374, 14.052382910624146, 26.051090174354613, -6.850674442946911, 41.031785203143954, -49.51258526183665, 50.07722273981199, 31.514221213757992, 4.910803283099085, -41.37601914256811, -1.9066126989200711, 63.67662819009274, -22.30525535857305, -10.358785009011626]| 11.7252883911132812|     16.00000000|[6692, 985, 0, 202]                                                        | | GPS sucess | actual_k=8
     203|[-163.4136417992413, -46.06237517297268, 65.79112582653761, 122.91115157166496, 14.335227392148226, -7.655181868001819, -14.828100215643644, -55.45943032205105, 48.14341379725374, 14.052382910624146, 26.051090174354613, -6.850674442946911, 41.031785203143954, -49.51258526183665, 50.07722273981199, 31.514221213757992, 4.910803283099085, -41.37601914256811, -1.9066126989200711, 63.67662819009274, -22.30525535857305, -10.358785009011626]| 11.7252883911132812|      8.00000000|[6724, 991, 0, 203]                                                        |  | used linear model with 39 points | actual_k=8
     204|[-163.4136417992413, -46.06237517297268, 65.79112582653761, 122.91115157166496, 14.335227392148226, -7.655181868001819, -14.828100215643644, -55.45943032205105, 48.14341379725374, 14.052382910624146, 26.051090174354613, -6.850674442946911, 41.031785203143954, -49.51258526183665, 50.07722273981199, 31.514221213757992, 4.910803283099085, -41.37601914256811, -1.9066126989200711, 63.67662819009274, -22.30525535857305, -10.358785009011626]| 11.7252883911132812|      4.00000000|[6759, 994, 0, 204]                                                        |  | used linear model with 39 points | actual_k=8
     205|[-164.37469081953168, -46.85299603641033, 65.44491931051016, 123.81818722048774, 14.535073332022876, -8.058809800073504, -13.547062527388334, -56.85259114205837, 48.60606540762819, 12.810188138857484, 25.75493358913809, -6.3032000586390495, 41.49998704902828, -47.83330366946757, 49.422466134186834, 30.48944678157568, 5.895484174136072, -42.19983198493719, -2.7154451655223966, 63.7430479330942, -22.485186805482954, -10.88643971644342]| 11.7244148254394531|      8.00000000|[6792, 999, 0, 205]                                                        | | GPS sucess | actual_k=8
     206|[-164.3471050094813, -47.828550919890404, 63.298876725137234, 124.11409245291725, 12.207603744696826, -7.59682191722095, -13.539657031185925, -57.62780748307705, 47.593093887204304, 11.730022752657533, 27.656597011722624, -2.5116870924830437, 41.75118277780712, -48.891553619876504, 47.213324641343206, 31.609845779836178, 6.31089814985171, -42.6851024851203, -4.875545863993466, 63.74731898261234, -24.72481726622209, -11.089924087747931]| 11.7218999862670898|     16.00000000|[6824, 1005, 0, 206]                                                       | | GPS sucess | actual_k=8
     207|[-164.3471050094813, -47.828550919890404, 63.298876725137234, 124.11409245291725, 12.207603744696826, -7.59682191722095, -13.539657031185925, -57.62780748307705, 47.593093887204304, 11.730022752657533, 27.656597011722624, -2.5116870924830437, 41.75118277780712, -48.891553619876504, 47.213324641343206, 31.609845779836178, 6.31089814985171, -42.6851024851203, -4.875545863993466, 63.74731898261234, -24.72481726622209, -11.089924087747931]| 11.7218999862670898|      8.00000000|[6858, 1009, 0, 207]                                                       |  | used linear model with 39 points | actual_k=8
